num_coop_neighbors,p_s_given_C,p_s_given_D,prob_C_to_D_s,prob_D_to_C_s,r,run_id,rho_c_observed,p_c_to_d_observed,p_d_to_c_observed,p_c_to_d_predicted,p_d_to_c_predicted,rho_c_predicted
1,0.41402965569868583,0.4147084905057393,0.7293763465665563,0.27054509144280503,3.0,1,0.2552764,0.7449744668915732,0.2553720601844765,0.7445936158719001,0.2553077394550311,0.255332926688108
2,0.21541356741163695,0.21562523330803535,0.7912158089231528,0.21018405728798367,3.0,1,0.2552764,0.7449744668915732,0.2553720601844765,0.7445936158719001,0.2553077394550311,0.255332926688108
3,0.0517901380621162,0.051507968862541754,0.9300964350173082,0.07181085733706927,3.0,1,0.2552764,0.7449744668915732,0.2553720601844765,0.7445936158719001,0.2553077394550311,0.255332926688108
4,0.005426275206011993,0.005084839529726197,1.0,0.0,3.0,1,0.2552764,0.7449744668915732,0.2553720601844765,0.7445936158719001,0.2553077394550311,0.255332926688108
0,0.3046968278440487,0.3176164795274814,0.7033526315537875,0.3137275271977943,3.0,2,0.2576292,0.7512517990973073,0.26075379042386904,0.7520087256836065,0.2606808899518662,0.2574144001548652
1,0.40471499348676315,0.41259974126137505,0.7297753574652449,0.271598113718242,3.0,2,0.2576292,0.7512517990973073,0.26075379042386904,0.7520087256836065,0.2606808899518662,0.2574144001548652
2,0.21400524474710164,0.2138591657969306,0.791675242233265,0.2114280298319046,3.0,2,0.2576292,0.7512517990973073,0.26075379042386904,0.7520087256836065,0.2606808899518662,0.2574144001548652
3,0.05755248240494478,0.051194362709309146,0.9364544013818856,0.07342065611050785,3.0,2,0.2576292,0.7512517990973073,0.26075379042386904,0.7520087256836065,0.2606808899518662,0.2574144001548652
4,0.01903045151714169,0.004730250704903803,1.0,0.0,3.0,2,0.2576292,0.7512517990973073,0.26075379042386904,0.7520087256836065,0.2606808899518662,0.2574144001548652
0,0.3113976046096168,0.31350584085076433,0.7045936314120326,0.2956559658916701,3.0,3,0.2543552,0.7462446216943864,0.25454425485163984,0.7459340477669418,0.2545954983651689,0.25446074965941273
1,0.4161849256472838,0.41660050469070525,0.7303257895603164,0.2699168023275784,3.0,3,0.2543552,0.7462446216943864,0.25454425485163984,0.7459340477669418,0.2545954983651689,0.25446074965941273
2,0.21702406713131872,0.21460137588299416,0.78778558710427,0.2126360115860793,3.0,3,0.2543552,0.7462446216943864,0.25454425485163984,0.7459340477669418,0.2545954983651689,0.25446074965941273
3,0.05076837430490904,0.05078557511565829,0.9254035507568449,0.07533968935523352,3.0,3,0.2543552,0.7462446216943864,0.25454425485163984,0.7459340477669418,0.2545954983651689,0.25446074965941273
4,0.00462502830687165,0.004506703459877947,1.0,0.0,3.0,3,0.2543552,0.7462446216943864,0.25454425485163984,0.7459340477669418,0.2545954983651689,0.25446074965941273
0,0.3140381026120401,0.3127448971820667,0.7052881568211513,0.2950574287897534,3.0,4,0.2541768,0.7450687867657473,0.25392076835367955,0.7457111672937615,0.2543880510475875,0.2543628135911221
1,0.41683111912652926,0.4167287904157446,0.7302147008356398,0.26999922704942075,3.0,4,0.2541768,0.7450687867657473,0.25392076835367955,0.7457111672937615,0.2543880510475875,0.2543628135911221
2,0.21469465348529054,0.21520381774125558,0.7876321622226864,0.2128171647664426,3.0,4,0.2541768,0.7450687867657473,0.25392076835367955,0.7457111672937615,0.2543880510475875,0.2543628135911221
3,0.04997781072072668,0.05079219847277478,0.9261885007311987,0.0747075364299831,3.0,4,0.2541768,0.7450687867657473,0.25392076835367955,0.7457111672937615,0.2543880510475875,0.2543628135911221
4,0.0044583140554133975,0.0045302961881582655,1.0,5.919261276192731e-05,3.0,4,0.2541768,0.7450687867657473,0.25392076835367955,0.7457111672937615,0.2543880510475875,0.2543628135911221
0,0.3129847003784792,0.3131655990619525,0.7026998652019282,0.29756647347979076,3.0,5,0.2542808,0.7471928670981057,0.2547929569199774,0.7457298911590188,0.2544250969455935,0.2543856701927298
1,0.4172395241795684,0.41631434459512373,0.7303499601264376,0.2698825009718001,3.0,5,0.2542808,0.7471928670981057,0.2547929569199774,0.7457298911590188,0.2544250969455935,0.2543856701927298
2,0.21494347980657605,0.21500425361181527,0.7900936140022035,0.21025231507614614,3.0,5,0.2542808,0.7471928670981057,0.2547929569199774,0.7457298911590188,0.2544250969455935,0.2543856701927298
3,0.05021535247647483,0.050961809753590895,0.9284471445545897,0.07214059807623571,3.0,5,0.2542808,0.7471928670981057,0.2547929569199774,0.7457298911590188,0.2544250969455935,0.2543856701927298
4,0.004616943158901498,0.004553992977517542,1.0,0.0,3.0,5,0.2542808,0.7471928670981057,0.2547929569199774,0.7457298911590188,0.2544250969455935,0.2543856701927298
0,0.30082602480392534,0.3209752148629869,0.7021185185153895,0.324041020893789,3.0,6,0.25883,0.7557686512382645,0.26393297084339623,0.7551572014100185,0.26388520505685,0.258954095906341
1,0.39925047328362245,0.41069012507252045,0.7301621975117117,0.27147368243813363,3.0,6,0.25883,0.7557686512382645,0.26393297084339623,0.7551572014100185,0.26388520505685,0.258954095906341
2,0.212816134142101,0.2126734757208198,0.7935133310511502,0.21029356076801184,3.0,6,0.25883,0.7557686512382645,0.26393297084339623,0.7551572014100185,0.26388520505685,0.258954095906341
3,0.059228064752926635,0.05086768217817775,0.9399654255755412,0.07196407443073065,3.0,6,0.25883,0.7557686512382645,0.26393297084339623,0.7551572014100185,0.26388520505685,0.258954095906341
4,0.027879303017424563,0.004793502165495096,1.0,0.0,3.0,6,0.25883,0.7557686512382645,0.26393297084339623,0.7551572014100185,0.26388520505685,0.258954095906341
0,0.313555252189823,0.3132656229305224,0.704587040488106,0.2957632088330213,3.0,7,0.2540388,0.7459018071255257,0.2540233996084515,0.7459381232903943,0.25436744363132613,0.25428974109791375
1,0.4171299817193279,0.4167557240242522,0.7303448998759412,0.26988753404759813,3.0,7,0.2540388,0.7459018071255257,0.2540233996084515,0.7459381232903943,0.25436744363132613,0.25428974109791375
2,0.21397203891688987,0.21488946073870865,0.7884475948077064,0.2119170772580211,3.0,7,0.2540388,0.7459018071255257,0.2540233996084515,0.7459381232903943,0.25436744363132613,0.25428974109791375
3,0.050817434187218645,0.05055651688050263,0.9274645545052006,0.07316715814573586,3.0,7,0.2540388,0.7459018071255257,0.2540233996084515,0.7459381232903943,0.25436744363132613,0.25428974109791375
4,0.004525292986740608,0.0045326754260141145,1.0,0.0,3.0,7,0.2540388,0.7459018071255257,0.2540233996084515,0.7459381232903943,0.25436744363132613,0.25428974109791375
0,0.30777034356071425,0.31509211415884414,0.7035689657634523,0.3063461141142638,3.0,8,0.2562924,0.7495735339791582,0.2583364752491436,0.7493671375396311,0.2582005952577064,0.25626127837664775
1,0.4095181909412843,0.4145521707724918,0.729621495787297,0.2714525991115832,3.0,8,0.2562924,0.7495735339791582,0.2583364752491436,0.7493671375396311,0.2582005952577064,0.25626127837664775
2,0.21580351192622177,0.2148806869796678,0.7912427587920493,0.21142211465777347,3.0,8,0.2562924,0.7495735339791582,0.2583364752491436,0.7493671375396311,0.2582005952577064,0.25626127837664775
3,0.05518540541974713,0.050831805403091214,0.9343174254776774,0.0730164314205641,3.0,8,0.2562924,0.7495735339791582,0.2583364752491436,0.7493671375396311,0.2582005952577064,0.25626127837664775
4,0.011722548152032601,0.004643222685905052,1.0,0.0,3.0,8,0.2562924,0.7495735339791582,0.2583364752491436,0.7493671375396311,0.2582005952577064,0.25626127837664775
0,0.31308559967759186,0.3129825017357578,0.6974904510999135,0.30180033857010147,3.0,9,0.2550804,0.7444570417797682,0.25488603065350945,0.7448676940177082,0.25530236960299046,0.2552589593401493
1,0.4149468167683601,0.415019285302736,0.7300346724493713,0.27014662547342655,3.0,9,0.2550804,0.7444570417797682,0.25488603065350945,0.7448676940177082,0.25530236960299046,0.2552589593401493
2,0.2154363878996583,0.21557977532071917,0.7921318680805228,0.20895692251015505,3.0,9,0.2550804,0.7444570417797682,0.25488603065350945,0.7448676940177082,0.25530236960299046,0.2552589593401493
3,0.05158844035057182,0.05154274367327696,0.9298813915096897,0.07142031085074804,3.0,9,0.2550804,0.7444570417797682,0.25488603065350945,0.7448676940177082,0.25530236960299046,0.2552589593401493
4,0.0049427553038179336,0.004875693967510051,1.0,0.0,3.0,9,0.2550804,0.7444570417797682,0.25488603065350945,0.7448676940177082,0.25530236960299046,0.2552589593401493
0,0.16629171353580802,0.1676579505655214,0.6064977713950821,0.39407316783541074,3.8,0,0.362712,0.6371644720880478,0.36261093885339124,0.6379140638294316,0.3626464156396825,0.3624432736260966
1,0.3732316548666711,0.37365963269353886,0.6142383111967786,0.3860214462849565,3.8,0,0.362712,0.6371644720880478,0.36261093885339124,0.6379140638294316,0.3626464156396825,0.3624432736260966
2,0.3190851143607049,0.318428716686961,0.6358843813083912,0.36442686303268684,3.8,0,0.362712,0.6371644720880478,0.36261093885339124,0.6379140638294316,0.3626464156396825,0.3624432736260966
3,0.12324158009660557,0.1223220898557638,0.7039357257495643,0.29669461859186663,3.8,0,0.362712,0.6371644720880478,0.36261093885339124,0.6379140638294316,0.3626464156396825,0.3624432736260966
4,0.018149937140210414,0.017931610198214935,1.0,0.0,3.8,0,0.362712,0.6371644720880478,0.36261093885339124,0.6379140638294316,0.3626464156396825,0.3624432736260966
0,0.16679869146302256,0.16825729041982812,0.6061008028111582,0.39445634585730377,3.8,1,0.3620532,0.6390055384125869,0.36267600997449945,0.6377978439173717,0.3627532237716251,0.36255343228955544
1,0.37460793054722347,0.37381236178314553,0.614467871226971,0.3857871895383753,3.8,1,0.3620532,0.6390055384125869,0.36267600997449945,0.6377978439173717,0.3627532237716251,0.36255343228955544
2,0.31802840024615164,0.31820709814674203,0.6358591087649724,0.3644734795254034,3.8,1,0.3620532,0.6390055384125869,0.36267600997449945,0.6377978439173717,0.3627532237716251,0.36255343228955544
3,0.12266042669972259,0.1220709940076508,0.7043076697493453,0.29649139326459056,3.8,1,0.3620532,0.6390055384125869,0.36267600997449945,0.6377978439173717,0.3627532237716251,0.36255343228955544
4,0.017904551043879738,0.017652255642633525,1.0,0.0,3.8,1,0.3620532,0.6390055384125869,0.36267600997449945,0.6377978439173717,0.3627532237716251,0.36255343228955544
0,0.1667501897166421,0.1667919754633442,0.6074658464312184,0.3931350391193228,3.8,2,0.3631732,0.6372386508696126,0.3634162381357066,0.6379400929567278,0.36237771174867883,0.3622625829952102
1,0.3729768606273811,0.37307098256543225,0.6142388034886653,0.38603652989520804,3.8,2,0.3631732,0.6372386508696126,0.3634162381357066,0.6379400929567278,0.36237771174867883,0.3622625829952102
2,0.3194641014259863,0.31870266766411215,0.6359237397436226,0.3643621242371697,3.8,2,0.3631732,0.6372386508696126,0.3634162381357066,0.6379400929567278,0.36237771174867883,0.3622625829952102
3,0.12280201292386113,0.12331893067314378,0.7034619690802836,0.2973082335832216,3.8,2,0.3631732,0.6372386508696126,0.3634162381357066,0.6379400929567278,0.36237771174867883,0.3622625829952102
4,0.018006835306129416,0.018115443633967665,1.0,0.0,3.8,2,0.3631732,0.6372386508696126,0.3634162381357066,0.6379400929567278,0.36237771174867883,0.3622625829952102
0,0.16717188430736646,0.16775444629924818,0.6062656249955385,0.3943901508913143,3.8,3,0.362616,0.6371114346857282,0.3624540308511039,0.6378029952548542,0.36269767768003475,0.36251617564243116
1,0.37264875239923223,0.37304293800911226,0.6140618059391206,0.3862138548490768,3.8,3,0.362616,0.6371114346857282,0.3624540308511039,0.6378029952548542,0.36269767768003475,0.36251617564243116
2,0.31946191011979613,0.31875101979340553,0.6359366193174161,0.3643600728748192,3.8,3,0.362616,0.6371114346857282,0.3624540308511039,0.6378029952548542,0.36269767768003475,0.36251617564243116
3,0.12269839168707393,0.12261556612654224,0.704544474111818,0.2962305808736151,3.8,3,0.362616,0.6371114346857282,0.3624540308511039,0.6378029952548542,0.36269767768003475,0.36251617564243116
4,0.018019061486531207,0.01783602977169179,1.0,0.0,3.8,3,0.362616,0.6371114346857282,0.3624540308511039,0.6378029952548542,0.36269767768003475,0.36251617564243116
0,0.16659565966971812,0.16736847124127816,0.6065397704653787,0.3941441466359708,3.8,4,0.3624056,0.6377738092347359,0.36249502818719864,0.6378287829906553,0.36265519719164035,0.3624797641692992
1,0.37439598063606083,0.37401332257623343,0.6142901318794679,0.38594743970884404,3.8,4,0.3624056,0.6377738092347359,0.36249502818719864,0.6378287829906553,0.36265519719164035,0.3624797641692992
2,0.31845975889997286,0.31870229725982535,0.6360642352601708,0.3642621739084124,3.8,4,0.3624056,0.6377738092347359,0.36249502818719864,0.6378287829906553,0.36265519719164035,0.3624797641692992
3,0.12270671314129804,0.12213030729253582,0.704047729937215,0.29679134384631756,3.8,4,0.3624056,0.6377738092347359,0.36249502818719864,0.6378287829906553,0.36265519719164035,0.3624797641692992
4,0.017841887652950174,0.01778560163012724,1.0,0.0,3.8,4,0.3624056,0.6377738092347359,0.36249502818719864,0.6378287829906553,0.36265519719164035,0.3624797641692992
0,0.16838181286000672,0.1675574661286125,0.6063385825124198,0.3943364186352971,3.8,5,0.362146,0.6376577402484082,0.36200697965365114,0.6376990815273892,0.3625808383245845,0.36247937315210826
1,0.37390113379686646,0.37344721519344554,0.6142623798093382,0.3860028908937621,3.8,5,0.362146,0.6376577402484082,0.36200697965365114,0.6376990815273892,0.3625808383245845,0.36247937315210826
2,0.31797893667195,0.3188434971012175,0.6361282981799465,0.3641725810492329,3.8,5,0.362146,0.6376577402484082,0.36200697965365114,0.6376990815273892,0.3625808383245845,0.36247937315210826
3,0.12195854710531112,0.12217466693004983,0.7041271330929652,0.2966332069934194,3.8,5,0.362146,0.6376577402484082,0.36200697965365114,0.6376990815273892,0.3625808383245845,0.36247937315210826
4,0.0177795695658657,0.01797715464667463,1.0,0.0,3.8,5,0.362146,0.6376577402484082,0.36200697965365114,0.6376990815273892,0.3625808383245845,0.36247937315210826
0,0.16727918048961377,0.16740531702781483,0.6062687172065034,0.39434016907138786,3.8,6,0.3624408,0.6376644130572496,0.3625319813438501,0.6376577867587866,0.3626311223329655,0.36252638516429153
1,0.37403846366082405,0.3731286443674564,0.6143353118039739,0.38594672627633375,3.8,6,0.3624408,0.6376644130572496,0.3625319813438501,0.6376577867587866,0.3626311223329655,0.36252638516429153
2,0.3186429342391916,0.31924439330496684,0.6358707970872428,0.3644186915544485,3.8,6,0.3624408,0.6376644130572496,0.3625319813438501,0.6376577867587866,0.3626311223329655,0.36252638516429153
3,0.12241999245118099,0.12234220759421242,0.7043085767428302,0.29646414886703115,3.8,6,0.3624408,0.6376644130572496,0.3625319813438501,0.6376577867587866,0.3626311223329655,0.36252638516429153
4,0.017619429159189584,0.01787943770554954,1.0,0.0,3.8,6,0.3624408,0.6376644130572496,0.3625319813438501,0.6376577867587866,0.3626311223329655,0.36252638516429153
0,0.1676218128826059,0.16746591561311125,0.6068294826863863,0.393753527866311,3.8,7,0.362318,0.6381024403976617,0.36258762204358913,0.6377681526106452,0.3626293007130849,0.3624852297537162
1,0.37364525085698197,0.3736966073999266,0.6144207053162469,0.38583837284201095,3.8,7,0.362318,0.6381024403976617,0.36258762204358913,0.6377681526106452,0.3626293007130849,0.3624852297537162
2,0.31891763588891525,0.31859139822042964,0.6358867155397573,0.36442696618012266,3.8,7,0.362318,0.6381024403976617,0.36258762204358913,0.6377681526106452,0.3626293007130849,0.3624852297537162
3,0.12180239458155542,0.12240270228734698,0.7033237937052096,0.2973726668001934,3.8,7,0.362318,0.6381024403976617,0.36258762204358913,0.6377681526106452,0.3626293007130849,0.3624852297537162
4,0.018012905789941434,0.01784337647918555,1.0,0.0,3.8,7,0.362318,0.6381024403976617,0.36258762204358913,0.6377681526106452,0.3626293007130849,0.3624852297537162
0,0.16782394760282252,0.1674501269450319,0.6065171173951558,0.39407444096770394,3.8,8,0.3624012,0.6387958980268277,0.3630740835773217,0.637758377410599,0.3627115065676688,0.36254115428780626
1,0.37270516764293277,0.3733733501380492,0.6139962520915996,0.3862497829747572,3.8,8,0.3624012,0.6387958980268277,0.3630740835773217,0.637758377410599,0.3627115065676688,0.36254115428780626
2,0.3189448600059823,0.31924965981742753,0.6361604991750259,0.3641635261156037,3.8,8,0.3624012,0.6387958980268277,0.3630740835773217,0.637758377410599,0.3627115065676688,0.36254115428780626
3,0.12267950547625119,0.12221102047243501,0.7041442126348015,0.29661182741133835,3.8,8,0.3624012,0.6387958980268277,0.3630740835773217,0.637758377410599,0.3627115065676688,0.36254115428780626
4,0.01784651927201124,0.01771584262705639,1.0,0.0,3.8,8,0.3624012,0.6387958980268277,0.3630740835773217,0.637758377410599,0.3627115065676688,0.36254115428780626
0,0.16804992309925992,0.16767432714435984,0.6063398002550457,0.394289261261929,3.8,9,0.3622852,0.6384318211177271,0.3627050838399862,0.6377333984766427,0.3626776943053216,0.36252866138936923
1,0.3730530532298863,0.3736566879112732,0.6141740851387626,0.38607663008176685,3.8,9,0.3622852,0.6384318211177271,0.3627050838399862,0.6377333984766427,0.3626776943053216,0.36252866138936923
2,0.31835691880319705,0.3185022521039186,0.6360597435922286,0.36424720998008164,3.8,9,0.3622852,0.6384318211177271,0.3627050838399862,0.6377333984766427,0.3626776943053216,0.36252866138936923
