mc_step,rho_C,L_CD
23388,0.9279,746
23389,0.0409,340
23390,0.9292,716
23391,0.0408,336
23392,0.9306,708
23393,0.04,320
23394,0.9287,686
23395,0.0411,330
23396,0.9289,738
23397,0.0411,336
23398,0.9308,742
23399,0.0403,338
23400,0.9304,636
23401,0.0416,338
23402,0.9286,724
23403,0.0414,356
23404,0.9292,756
23405,0.0411,384
23406,0.9271,738
23407,0.0413,384
23408,0.9283,736
23409,0.0411,368
23410,0.9277,730
23411,0.0423,364
23412,0.9263,718
23413,0.0425,348
23414,0.9277,654
23415,0.0435,382
23416,0.9272,666
23417,0.0421,346
23418,0.9271,742
23419,0.0427,378
23420,0.9291,654
23421,0.0423,362
23422,0.9287,696
23423,0.0407,348
23424,0.9298,722
23425,0.0405,350
23426,0.929,724
23427,0.042,372
23428,0.9296,716
23429,0.0421,372
23430,0.927,768
23431,0.0424,380
23432,0.9282,674
23433,0.0424,364
23434,0.9285,680
23435,0.0417,336
23436,0.9285,694
23437,0.0415,340
23438,0.9303,680
23439,0.0422,350
23440,0.9288,718
23441,0.0415,354
23442,0.9299,736
23443,0.0411,312
23444,0.9297,694
23445,0.0412,318
23446,0.9302,708
23447,0.0407,328
23448,0.9295,764
23449,0.0419,342
23450,0.9285,692
23451,0.0416,362
23452,0.9303,736
23453,0.0403,374
23454,0.9299,758
23455,0.0393,324
23456,0.9307,684
23457,0.0402,334
23458,0.9304,730
23459,0.0402,360
23460,0.929,712
23461,0.0422,368
23462,0.9271,686
23463,0.0418,386
23464,0.9287,724
23465,0.0423,390
23466,0.9269,722
23467,0.0421,350
23468,0.9293,686
23469,0.0433,372
23470,0.9281,722
23471,0.0426,392
23472,0.9279,672
23473,0.0424,392
23474,0.9281,728
23475,0.0425,366
23476,0.9288,688
23477,0.0411,350
23478,0.9302,694
23479,0.0409,344
23480,0.9306,680
23481,0.0415,348
23482,0.9302,722
23483,0.0404,336
23484,0.9298,736
23485,0.041,364
23486,0.9287,746
23487,0.042,366
23488,0.9278,714
23489,0.0421,384
23490,0.9292,634
23491,0.0416,388
23492,0.9278,784
23493,0.0427,388
23494,0.9282,694
23495,0.0421,358
23496,0.9296,678
23497,0.042,344
23498,0.9295,726
23499,0.0404,326
23500,0.9309,694
23501,0.0423,362
23502,0.9281,754
23503,0.0416,362
23504,0.929,758
23505,0.0419,340
23506,0.9301,742
23507,0.0415,334
23508,0.9308,688
23509,0.0412,334
23510,0.9304,652
23511,0.0411,344
23512,0.9324,630
23513,0.0419,340
23514,0.9295,678
23515,0.0418,348
23516,0.9277,730
23517,0.0422,342
23518,0.9286,714
23519,0.0417,356
23520,0.9306,698
23521,0.0422,360
23522,0.9291,698
23523,0.0418,340
23524,0.9293,680
23525,0.0413,312
23526,0.9296,714
23527,0.0421,342
23528,0.9282,720
23529,0.0429,364
23530,0.9288,700
23531,0.0431,388
23532,0.9284,696
23533,0.0413,350
23534,0.9288,740
23535,0.0427,364
23536,0.9266,764
23537,0.0428,380
23538,0.9277,720
23539,0.0416,356
23540,0.9286,758
23541,0.0411,314
23542,0.9296,692
23543,0.0427,356
23544,0.9288,690
23545,0.041,334
23546,0.9299,704
23547,0.0411,340
23548,0.9309,718
23549,0.0417,366
23550,0.9278,762
23551,0.0411,352
23552,0.9302,678
23553,0.0414,344
23554,0.9296,734
23555,0.0406,346
23556,0.9297,692
23557,0.0423,374
23558,0.927,738
23559,0.0426,362
23560,0.9289,636
23561,0.0412,322
23562,0.9278,698
23563,0.0415,338
23564,0.9281,728
23565,0.0426,354
23566,0.927,740
23567,0.0415,318
23568,0.9301,718
23569,0.0421,354
23570,0.9285,696
23571,0.0421,344
23572,0.9289,698
23573,0.0422,350
23574,0.9269,708
23575,0.042,346
23576,0.9304,730
23577,0.0401,316
23578,0.9316,672
23579,0.0409,322
23580,0.9288,656
23581,0.0419,352
23582,0.9278,712
23583,0.0414,358
23584,0.9275,730
23585,0.042,374
23586,0.9289,760
23587,0.0411,358
23588,0.931,698
23589,0.0404,340
23590,0.929,776
23591,0.0397,326
23592,0.9308,712
23593,0.0396,316
23594,0.9315,700
23595,0.0423,372
23596,0.929,720
23597,0.0423,348
23598,0.9274,708
23599,0.0413,362
23600,0.9276,734
23601,0.0415,352
23602,0.9269,726
23603,0.0403,338
23604,0.9303,668
23605,0.0411,344
23606,0.9303,670
23607,0.0408,316
23608,0.9315,688
23609,0.0412,360
23610,0.9287,696
23611,0.0408,322
23612,0.9277,682
23613,0.0423,346
23614,0.9286,718
23615,0.0425,360
23616,0.9297,700
23617,0.0418,354
23618,0.9287,710
23619,0.0414,330
23620,0.9296,720
23621,0.0421,354
23622,0.9287,708
23623,0.0426,376
23624,0.9286,674
23625,0.0414,362
23626,0.9299,696
23627,0.0419,348
23628,0.9284,676
23629,0.0425,342
23630,0.9289,712
23631,0.043,338
23632,0.929,694
23633,0.043,348
23634,0.9276,682
23635,0.0415,338
23636,0.93,680
23637,0.0414,342
23638,0.9297,696
23639,0.0417,336
23640,0.9294,640
23641,0.0419,348
23642,0.9281,664
23643,0.0423,370
23644,0.9283,648
23645,0.0431,362
23646,0.9269,706
23647,0.0414,352
23648,0.9289,728
23649,0.0419,384
23650,0.9261,782
23651,0.0421,388
23652,0.9271,774
23653,0.042,368
23654,0.9322,680
23655,0.0404,316
23656,0.9289,714
23657,0.0415,364
23658,0.9292,678
23659,0.042,328
23660,0.929,744
23661,0.0426,364
23662,0.9279,722
23663,0.0417,328
23664,0.9301,690
23665,0.041,336
23666,0.9312,672
23667,0.0425,362
23668,0.9286,716
23669,0.0434,378
23670,0.9299,700
23671,0.042,376
23672,0.9321,686
23673,0.041,354
23674,0.9308,682
23675,0.0403,352
23676,0.9316,660
23677,0.0406,340
23678,0.9307,680
23679,0.0408,340
23680,0.9304,708
23681,0.0416,348
23682,0.9295,694
23683,0.0414,332
23684,0.9309,654
23685,0.0423,356
23686,0.9287,650
23687,0.0427,368
23688,0.9268,698
23689,0.0432,378
23690,0.928,704
23691,0.0417,340
23692,0.929,690
23693,0.0411,348
23694,0.9302,670
23695,0.0412,338
23696,0.9266,722
23697,0.0415,342
23698,0.9302,696
23699,0.0398,342
23700,0.9286,742
23701,0.0408,350
23702,0.9297,728
23703,0.0413,358
23704,0.9309,696
23705,0.0409,338
23706,0.9293,688
23707,0.0411,326
23708,0.9293,644
23709,0.0418,336
23710,0.9287,694
23711,0.0403,312
23712,0.93,666
23713,0.0416,336
23714,0.9284,710
23715,0.0414,350
23716,0.9299,686
23717,0.0416,344
23718,0.929,684
23719,0.0417,346
23720,0.9281,700
23721,0.0433,362
23722,0.9283,642
23723,0.0422,336
23724,0.928,738
23725,0.042,358
23726,0.9282,734
23727,0.0419,348
23728,0.9296,724
23729,0.0413,356
23730,0.929,690
23731,0.0428,362
23732,0.9304,678
23733,0.0431,364
23734,0.9285,676
23735,0.0419,336
23736,0.9284,706
23737,0.0407,344
23738,0.9288,720
23739,0.0411,344
23740,0.9294,660
23741,0.0418,346
23742,0.9303,674
23743,0.0401,310
23744,0.9334,638
23745,0.0398,326
23746,0.9286,766
23747,0.0415,350
23748,0.9294,704
23749,0.0409,350
23750,0.9292,736
23751,0.0409,364
23752,0.9313,736
23753,0.0397,328
23754,0.9314,728
23755,0.0401,346
23756,0.9303,726
23757,0.0401,318
23758,0.9304,686
23759,0.0398,358
23760,0.9289,770
23761,0.0401,332
23762,0.9328,680
23763,0.0406,336
23764,0.93,756
23765,0.041,368
23766,0.9285,708
23767,0.0416,380
23768,0.929,724
23769,0.042,364
23770,0.93,678
23771,0.0413,350
23772,0.9291,678
23773,0.042,346
23774,0.93,684
23775,0.0408,336
23776,0.9294,682
23777,0.0406,318
23778,0.9302,724
23779,0.0407,338
23780,0.9297,704
23781,0.0414,332
23782,0.9278,762
23783,0.0413,344
23784,0.9303,674
23785,0.0403,326
23786,0.9313,672
23787,0.041,346
23788,0.9281,778
23789,0.0399,332
23790,0.9307,740
23791,0.0408,344
23792,0.9288,714
23793,0.0416,340
23794,0.9283,704
23795,0.0412,360
23796,0.9284,702
23797,0.0418,378
23798,0.929,732
23799,0.0419,378
23800,0.9298,712
23801,0.0408,352
23802,0.9313,766
23803,0.04,350
23804,0.9298,786
23805,0.0397,362
23806,0.9294,732
23807,0.0413,354
23808,0.9294,680
23809,0.0419,348
23810,0.9295,694
23811,0.0412,360
23812,0.9309,692
23813,0.0424,376
23814,0.9306,698
23815,0.0411,332
23816,0.9302,656
23817,0.0418,334
23818,0.9311,658
23819,0.0411,334
23820,0.9285,718
23821,0.0409,324
23822,0.9286,734
23823,0.0413,344
23824,0.9306,718
23825,0.0407,376
23826,0.9318,678
23827,0.0409,322
23828,0.9303,672
23829,0.0413,328
23830,0.9299,664
23831,0.04,328
23832,0.9299,700
23833,0.0412,328
23834,0.9315,682
23835,0.0407,326
23836,0.9311,690
23837,0.0408,364
23838,0.9284,754
23839,0.0417,376
23840,0.9304,710
23841,0.0407,324
23842,0.9292,670
23843,0.0419,348
23844,0.9279,634
23845,0.0429,338
23846,0.9299,672
23847,0.0418,332
23848,0.929,672
23849,0.0429,360
23850,0.9295,688
23851,0.0417,350
23852,0.9295,674
23853,0.0418,368
23854,0.9295,734
23855,0.041,336
23856,0.9285,736
23857,0.0418,364
23858,0.9289,698
23859,0.0421,378
23860,0.9305,736
23861,0.0403,336
23862,0.93,694
23863,0.0411,334
23864,0.9303,640
23865,0.0427,370
23866,0.9298,618
23867,0.0418,342
23868,0.9285,660
23869,0.0434,358
23870,0.9281,666
23871,0.0423,334
23872,0.929,698
23873,0.0414,360
23874,0.9297,756
23875,0.0407,370
23876,0.9303,698
23877,0.0413,330
23878,0.9316,656
23879,0.0404,328
23880,0.9296,738
23881,0.041,346
23882,0.9293,726
23883,0.0418,360
23884,0.9288,716
23885,0.043,398
23886,0.9261,728
23887,0.0429,382
23888,0.9267,714
23889,0.0417,352
23890,0.9282,728
23891,0.0418,368
23892,0.928,712
23893,0.0419,358
23894,0.9292,692
23895,0.041,350
23896,0.9298,674
23897,0.0422,332
23898,0.9298,688
23899,0.041,318
23900,0.9281,708
23901,0.0412,324
23902,0.929,676
23903,0.0427,362
23904,0.9297,648
23905,0.0418,326
23906,0.928,674
23907,0.0421,340
23908,0.9301,636
23909,0.0428,344
23910,0.9277,742
23911,0.0425,368
23912,0.9269,752
23913,0.0434,380
23914,0.9279,692
23915,0.0436,382
23916,0.9285,692
23917,0.0426,376
23918,0.9276,676
23919,0.0435,384
23920,0.9295,658
23921,0.0435,364
23922,0.9272,688
23923,0.0446,420
23924,0.9263,732
23925,0.0431,368
23926,0.9286,686
23927,0.0414,348
23928,0.9289,696
23929,0.0426,382
23930,0.9283,718
23931,0.0419,366
23932,0.9276,738
23933,0.041,358
23934,0.9288,734
23935,0.042,366
23936,0.9293,722
23937,0.0428,374
23938,0.9292,734
23939,0.0418,378
23940,0.9274,726
23941,0.0426,358
23942,0.928,718
23943,0.0428,348
23944,0.9286,668
23945,0.0417,340
23946,0.9301,626
23947,0.0417,344
23948,0.9292,718
23949,0.0411,348
23950,0.9307,670
23951,0.0411,354
23952,0.9295,682
23953,0.0407,348
23954,0.9303,706
23955,0.0418,332
23956,0.9293,668
23957,0.0401,314
23958,0.9283,696
23959,0.0426,366
23960,0.9279,666
23961,0.0426,364
23962,0.927,668
23963,0.0425,366
23964,0.9281,680
23965,0.0422,364
23966,0.9286,696
23967,0.042,358
23968,0.9286,706
23969,0.0418,362
23970,0.9301,672
23971,0.0421,364
23972,0.9292,708
23973,0.0415,354
23974,0.9312,652
23975,0.0418,338
23976,0.9278,742
23977,0.042,358
23978,0.9282,672
23979,0.043,376
23980,0.9273,708
23981,0.043,360
23982,0.9287,698
23983,0.0426,348
23984,0.9283,734
23985,0.0431,350
23986,0.9289,696
23987,0.0421,342
23988,0.9276,664
23989,0.0421,342
23990,0.928,754
23991,0.0418,366
23992,0.9289,680
23993,0.0428,350
23994,0.9304,668
23995,0.043,372
23996,0.928,686
23997,0.042,370
23998,0.929,672
23999,0.041,356
24000,0.9298,722
24001,0.0417,396
24002,0.927,746
24003,0.0426,366
24004,0.9289,644
24005,0.042,360
24006,0.93,722
24007,0.0403,346
24008,0.9302,700
24009,0.0411,344
24010,0.9296,712
24011,0.0407,354
24012,0.9306,632
24013,0.0415,368
24014,0.9296,710
24015,0.0412,336
24016,0.9293,660
24017,0.0425,372
24018,0.9263,766
24019,0.0424,376
24020,0.9267,730
24021,0.0431,388
24022,0.9265,710
24023,0.0436,390
24024,0.9261,714
24025,0.0425,388
24026,0.9258,696
24027,0.0441,424
24028,0.9256,648
24029,0.0428,394
24030,0.9262,700
24031,0.0423,378
24032,0.9283,720
24033,0.0421,342
24034,0.9311,656
24035,0.0408,316
24036,0.9311,692
24037,0.041,316
24038,0.9305,666
24039,0.0413,336
24040,0.9294,742
24041,0.0412,308
24042,0.9298,684
24043,0.0413,342
24044,0.9298,682
24045,0.0419,336
24046,0.9302,718
24047,0.0409,322
24048,0.928,706
24049,0.043,348
24050,0.9282,706
24051,0.0425,364
24052,0.9283,698
24053,0.0421,372
24054,0.9286,744
24055,0.0424,336
24056,0.9295,672
24057,0.0421,336
24058,0.9272,712
24059,0.0425,372
24060,0.9288,692
24061,0.0412,368
24062,0.9268,760
24063,0.0416,402
24064,0.9289,750
24065,0.0409,362
24066,0.9298,696
24067,0.0408,328
24068,0.9295,750
24069,0.0419,330
24070,0.9301,680
24071,0.0411,338
24072,0.9296,694
24073,0.0428,358
24074,0.9287,712
24075,0.0433,390
24076,0.9279,718
24077,0.0429,406
24078,0.9288,698
24079,0.0427,378
24080,0.9272,696
24081,0.0436,388
24082,0.9284,708
24083,0.0426,382
24084,0.9291,722
24085,0.042,392
24086,0.9285,728
24087,0.0417,404
24088,0.93,750
24089,0.0411,376
24090,0.9318,710
24091,0.0405,346
24092,0.9309,748
24093,0.0402,368
24094,0.9309,696
24095,0.0405,348
24096,0.9295,708
24097,0.0408,360
24098,0.9296,740
24099,0.0415,342
24100,0.9285,752
24101,0.0429,386
24102,0.9272,700
24103,0.0423,358
24104,0.9286,654
24105,0.042,336
24106,0.9279,724
24107,0.0418,330
24108,0.9292,722
24109,0.041,330
24110,0.9299,702
24111,0.0414,328
24112,0.9296,658
24113,0.0406,356
24114,0.9296,732
24115,0.0411,378
24116,0.9307,748
24117,0.0407,384
24118,0.9297,762
24119,0.0416,372
24120,0.9292,692
24121,0.0409,354
24122,0.9315,676
24123,0.0401,334
24124,0.9315,668
24125,0.0416,356
24126,0.9297,714
24127,0.0413,370
24128,0.9276,726
24129,0.0424,364
24130,0.9282,730
24131,0.0418,374
24132,0.9313,714
24133,0.0408,374
24134,0.9301,666
24135,0.0415,396
24136,0.9283,730
24137,0.0409,360
24138,0.9304,714
24139,0.0403,354
24140,0.9305,710
24141,0.0408,340
24142,0.9299,736
24143,0.0398,314
24144,0.9298,704
24145,0.0409,318
24146,0.9304,758
24147,0.0391,324
24148,0.9316,720
24149,0.039,322
24150,0.9312,702
24151,0.04,326
24152,0.9302,676
24153,0.0412,358
24154,0.9274,726
24155,0.0423,392
24156,0.929,744
24157,0.0407,372
24158,0.9305,724
24159,0.0409,356
24160,0.9285,682
24161,0.0425,366
24162,0.9287,710
24163,0.0423,382
24164,0.9274,716
24165,0.0431,362
24166,0.9286,664
24167,0.0419,346
24168,0.9282,704
24169,0.0418,348
24170,0.9299,668
24171,0.0422,340
24172,0.9285,704
24173,0.0419,324
24174,0.9299,660
24175,0.0432,352
24176,0.9289,688
24177,0.0422,356
24178,0.9286,704
24179,0.042,362
24180,0.9303,700
24181,0.0408,350
24182,0.93,636
24183,0.0425,350
24184,0.928,672
24185,0.0422,336
24186,0.9282,670
24187,0.0418,322
24188,0.9294,694
24189,0.041,330
24190,0.9289,724
24191,0.0406,352
24192,0.9295,682
24193,0.0407,350
24194,0.9295,702
24195,0.0418,342
24196,0.9315,652
24197,0.0413,354
24198,0.9291,696
24199,0.0427,386
24200,0.9285,704
24201,0.0418,360
24202,0.9282,682
24203,0.0426,386
24204,0.9279,702
24205,0.0424,364
24206,0.9274,672
24207,0.0434,362
24208,0.9258,762
24209,0.0422,374
24210,0.9283,722
24211,0.0416,344
24212,0.9293,722
24213,0.0414,332
24214,0.9291,666
24215,0.0421,354
24216,0.9278,750
24217,0.0426,356
24218,0.928,678
24219,0.0433,368
24220,0.9261,698
24221,0.0434,354
24222,0.9277,752
24223,0.0428,342
24224,0.9295,696
24225,0.0418,334
24226,0.9297,764
24227,0.0414,336
24228,0.9309,738
24229,0.0413,358
24230,0.9279,730
24231,0.0425,352
24232,0.9269,752
24233,0.0429,384
24234,0.9231,756
24235,0.0439,408
24236,0.9274,716
24237,0.0437,384
24238,0.9277,692
24239,0.0428,334
24240,0.929,710
24241,0.0422,372
24242,0.9275,740
24243,0.0405,360
24244,0.928,726
24245,0.0424,388
24246,0.9268,704
24247,0.0433,374
24248,0.9291,702
24249,0.043,380
24250,0.9268,746
24251,0.0432,390
24252,0.9264,766
24253,0.0442,374
24254,0.9238,740
24255,0.0435,364
24256,0.9284,668
24257,0.042,360
24258,0.9262,734
24259,0.0435,412
24260,0.9269,690
24261,0.0434,396
24262,0.9272,724
24263,0.0433,406
24264,0.9289,676
24265,0.042,374
24266,0.9279,742
24267,0.0413,358
24268,0.9289,714
24269,0.0426,380
24270,0.9273,708
24271,0.0429,390
24272,0.9276,724
24273,0.0419,346
24274,0.929,690
24275,0.0427,348
24276,0.9302,686
24277,0.0408,332
24278,0.9286,734
24279,0.0417,330
24280,0.928,714
24281,0.0428,370
24282,0.9272,674
24283,0.042,362
24284,0.9292,746
24285,0.043,346
24286,0.927,708
24287,0.0424,358
24288,0.9301,658
24289,0.0422,334
24290,0.929,654
24291,0.0429,354
24292,0.9299,652
24293,0.041,334
24294,0.9312,736
24295,0.0401,314
24296,0.9312,702
24297,0.0406,368
24298,0.931,704
24299,0.041,354
24300,0.9308,662
24301,0.041,356
24302,0.9314,696
24303,0.0408,326
24304,0.9325,632
24305,0.042,340
24306,0.9304,690
24307,0.0412,330
24308,0.9291,670
24309,0.0437,376
24310,0.9288,696
24311,0.0429,360
24312,0.9276,730
24313,0.0423,370
24314,0.9281,726
24315,0.042,356
24316,0.9269,798
24317,0.0417,364
24318,0.9289,692
24319,0.0431,368
24320,0.927,714
24321,0.0424,382
24322,0.93,682
24323,0.0417,362
24324,0.9283,714
24325,0.0406,328
24326,0.9304,682
24327,0.0414,364
24328,0.9302,660
24329,0.0416,366
24330,0.9297,698
24331,0.0415,374
24332,0.9279,736
24333,0.0405,334
24334,0.9314,692
24335,0.0406,360
24336,0.9299,694
24337,0.0414,372
24338,0.9286,718
24339,0.0411,330
24340,0.9309,704
24341,0.0414,340
24342,0.929,704
24343,0.0395,332
24344,0.9299,678
24345,0.0416,364
24346,0.9284,664
24347,0.0424,352
24348,0.9275,682
24349,0.0423,358
24350,0.9283,714
24351,0.0412,354
24352,0.9285,716
24353,0.0414,346
24354,0.9285,762
24355,0.0422,376
24356,0.9289,720
24357,0.0415,336
24358,0.9289,712
24359,0.0416,326
24360,0.9314,640
24361,0.0409,322
24362,0.9286,714
24363,0.042,356
24364,0.9311,670
24365,0.0413,338
24366,0.9289,706
24367,0.0424,336
24368,0.9278,758
24369,0.043,358
24370,0.9279,758
24371,0.0419,366
24372,0.9293,762
24373,0.041,378
24374,0.9295,704
24375,0.0423,370
24376,0.9279,702
24377,0.0402,336
24378,0.9304,700
24379,0.041,326
24380,0.9293,684
24381,0.0418,346
24382,0.9292,732
24383,0.0427,390
24384,0.9278,774
24385,0.0432,372
24386,0.9277,664
24387,0.0423,360
24388,0.9285,668
24389,0.0424,348
24390,0.9285,704
24391,0.0418,374
24392,0.9298,712
24393,0.0413,324
24394,0.9286,732
24395,0.0404,346
24396,0.931,670
24397,0.0409,338
24398,0.9306,694
24399,0.0415,332
24400,0.9289,716
24401,0.041,358
24402,0.9287,656
24403,0.042,372
24404,0.9292,678
24405,0.0418,322
24406,0.9293,654
24407,0.0419,344
24408,0.9294,676
24409,0.0418,344
24410,0.9279,696
24411,0.0418,360
24412,0.9301,686
24413,0.0416,352
24414,0.9312,668
24415,0.0402,310
24416,0.9308,718
24417,0.0398,324
24418,0.9291,702
24419,0.0427,342
24420,0.9272,748
24421,0.042,350
24422,0.9271,710
24423,0.0434,366
24424,0.9276,654
24425,0.043,364
24426,0.9271,736
24427,0.043,356
24428,0.9294,672
24429,0.043,346
24430,0.9295,666
24431,0.0416,366
24432,0.9298,706
24433,0.0424,386
24434,0.9301,696
24435,0.0412,362
24436,0.9318,694
24437,0.0405,364
24438,0.9296,802
24439,0.0415,382
24440,0.9294,742
24441,0.0402,366
24442,0.9303,688
24443,0.0409,334
24444,0.9293,718
24445,0.0418,338
24446,0.9296,660
24447,0.0412,348
24448,0.9284,682
24449,0.0421,336
24450,0.9316,658
24451,0.0408,320
24452,0.9301,672
24453,0.0413,324
24454,0.9308,694
24455,0.0408,344
24456,0.9295,656
24457,0.0427,346
24458,0.929,694
24459,0.0409,344
24460,0.9291,688
24461,0.0401,320
24462,0.9316,686
24463,0.0421,388
24464,0.9297,742
24465,0.0412,352
24466,0.9286,736
24467,0.0418,354
24468,0.9287,700
24469,0.0421,378
24470,0.9259,686
24471,0.0432,384
24472,0.9259,754
24473,0.0417,368
24474,0.9282,720
24475,0.0411,338
24476,0.9296,686
24477,0.0428,334
24478,0.9307,702
24479,0.0422,344
24480,0.9289,724
24481,0.0423,366
24482,0.9304,672
24483,0.0418,354
24484,0.9295,658
24485,0.0431,332
24486,0.9292,692
24487,0.0429,314
24488,0.9272,666
24489,0.0428,316
24490,0.9286,676
24491,0.0425,334
24492,0.9278,734
24493,0.0412,338
24494,0.9294,650
24495,0.0413,312
24496,0.9301,652
24497,0.0419,346
24498,0.9282,706
24499,0.0418,334
24500,0.9268,660
24501,0.0423,378
24502,0.9281,684
24503,0.0427,360
24504,0.9303,696
24505,0.0417,326
24506,0.93,694
24507,0.042,350
24508,0.9284,662
24509,0.044,360
24510,0.9276,668
24511,0.0432,382
24512,0.926,734
24513,0.0416,368
24514,0.9299,694
24515,0.0414,336
24516,0.9303,704
24517,0.0412,336
24518,0.9315,674
24519,0.0407,304
24520,0.9296,754
24521,0.0422,368
24522,0.9267,668
24523,0.0436,374
24524,0.9284,690
24525,0.0424,364
24526,0.9302,712
24527,0.0427,370
24528,0.93,668
24529,0.042,356
24530,0.9316,668
24531,0.0416,354
24532,0.9286,670
24533,0.042,332
24534,0.9289,708
24535,0.0414,336
24536,0.9282,720
24537,0.0424,330
24538,0.9286,696
24539,0.0428,358
24540,0.93,694
24541,0.0415,334
24542,0.9286,664
24543,0.0409,362
24544,0.9288,734
24545,0.0421,370
24546,0.9293,702
24547,0.0413,342
24548,0.9296,676
24549,0.0419,336
24550,0.9302,646
24551,0.0416,340
24552,0.9288,712
24553,0.0428,346
24554,0.9279,728
24555,0.0426,358
24556,0.9292,654
24557,0.0426,392
24558,0.9281,698
24559,0.0426,366
24560,0.9283,674
24561,0.0421,330
24562,0.9288,666
24563,0.0412,342
24564,0.9311,706
24565,0.0396,344
24566,0.9303,710
24567,0.0405,340
24568,0.9305,678
24569,0.0415,342
24570,0.9318,660
24571,0.0407,334
24572,0.9311,690
24573,0.0402,316
24574,0.9304,662
24575,0.0405,330
24576,0.9322,688
24577,0.0391,316
24578,0.9329,688
24579,0.0403,310
24580,0.9303,714
24581,0.0422,358
24582,0.9294,696
24583,0.0416,350
24584,0.9311,670
24585,0.0409,344
24586,0.9276,756
24587,0.0425,394
24588,0.9279,730
24589,0.0435,366
24590,0.9267,676
24591,0.0434,346
24592,0.9303,668
24593,0.042,362
24594,0.9288,738
24595,0.0425,360
24596,0.9283,720
24597,0.041,352
24598,0.9286,700
24599,0.0423,360
24600,0.9295,706
24601,0.0405,334
24602,0.9305,652
24603,0.0407,336
24604,0.9305,704
24605,0.0407,332
24606,0.9304,694
24607,0.041,338
24608,0.9311,696
24609,0.041,344
24610,0.9306,724
24611,0.042,370
24612,0.9288,700
24613,0.0429,362
24614,0.9282,766
24615,0.0413,356
24616,0.9292,704
24617,0.0427,350
24618,0.9285,700
24619,0.0415,360
24620,0.9295,716
24621,0.0413,330
24622,0.9293,708
24623,0.0434,370
24624,0.9277,748
24625,0.0409,340
24626,0.9335,682
24627,0.0383,310
24628,0.9312,698
24629,0.039,282
24630,0.9294,718
24631,0.0411,356
24632,0.9292,698
24633,0.0421,340
24634,0.9282,682
24635,0.041,350
24636,0.9314,672
24637,0.0398,316
24638,0.9307,732
24639,0.0404,330
24640,0.9308,710
24641,0.0413,348
24642,0.928,720
24643,0.0413,338
24644,0.9288,682
24645,0.0415,340
24646,0.9306,656
24647,0.0421,326
24648,0.9292,716
24649,0.0409,356
24650,0.9287,698
24651,0.0435,364
24652,0.9294,668
24653,0.0435,374
24654,0.9299,666
24655,0.0436,392
24656,0.9281,672
24657,0.0431,366
24658,0.9295,680
24659,0.0416,366
24660,0.9279,760
24661,0.0413,354
24662,0.93,704
24663,0.0408,332
24664,0.9303,702
24665,0.04,308
24666,0.9305,656
24667,0.0404,332
24668,0.9285,724
24669,0.0406,358
24670,0.9295,692
24671,0.042,360
24672,0.9299,666
24673,0.0403,326
24674,0.931,734
24675,0.0406,314
24676,0.9287,656
24677,0.0424,324
24678,0.9316,646
24679,0.0412,324
24680,0.9303,686
24681,0.0419,322
24682,0.9284,730
24683,0.0413,358
24684,0.9276,722
24685,0.0419,340
24686,0.9273,750
24687,0.042,340
24688,0.9279,712
24689,0.0423,358
24690,0.9297,658
24691,0.0437,356
24692,0.9272,718
24693,0.0427,358
24694,0.9307,684
24695,0.0423,352
24696,0.929,668
24697,0.0421,350
24698,0.9284,716
24699,0.0426,346
24700,0.9304,674
24701,0.0421,358
24702,0.9321,630
24703,0.0417,344
24704,0.9287,672
24705,0.0419,322
24706,0.9292,674
24707,0.0408,348
24708,0.9293,756
24709,0.0413,358
24710,0.93,742
24711,0.0414,338
24712,0.93,716
24713,0.0411,328
24714,0.9297,696
24715,0.0421,344
24716,0.9277,686
24717,0.0433,382
24718,0.9283,674
24719,0.0436,404
24720,0.9267,708
24721,0.0434,390
24722,0.9282,710
24723,0.0427,412
24724,0.928,726
24725,0.0417,360
24726,0.9298,728
24727,0.0419,344
24728,0.9303,684
24729,0.0414,346
24730,0.9313,734
24731,0.0416,360
24732,0.9299,682
24733,0.0419,360
24734,0.9285,716
24735,0.0426,378
24736,0.927,748
24737,0.0417,352
24738,0.9288,742
24739,0.0404,324
24740,0.9294,690
24741,0.0422,360
24742,0.9275,760
24743,0.042,362
24744,0.9284,738
24745,0.0423,370
24746,0.9296,704
24747,0.0402,354
24748,0.9292,742
24749,0.0411,336
24750,0.9302,710
24751,0.0405,364
24752,0.9313,716
24753,0.0413,366
24754,0.9283,738
24755,0.0429,400
24756,0.9278,726
24757,0.0427,400
24758,0.9266,732
24759,0.0414,392
24760,0.9285,728
24761,0.0413,346
24762,0.9302,672
24763,0.0426,368
24764,0.9279,670
24765,0.0429,352
24766,0.926,718
24767,0.0438,362
24768,0.9261,752
24769,0.0426,360
24770,0.9283,726
24771,0.0424,380
24772,0.9294,674
24773,0.0412,346
24774,0.9289,656
24775,0.0421,352
24776,0.9286,734
24777,0.0418,360
24778,0.9289,742
24779,0.0421,356
24780,0.9309,686
24781,0.0421,334
24782,0.9286,672
24783,0.0419,336
24784,0.9297,706
24785,0.0414,346
24786,0.9296,764
24787,0.0401,314
24788,0.9292,716
24789,0.0408,340
24790,0.9307,696
24791,0.0414,352
24792,0.9314,668
24793,0.0402,344
24794,0.9297,678
24795,0.0426,354
24796,0.9257,760
24797,0.042,364
24798,0.927,750
24799,0.0416,338
24800,0.9288,740
