mc_step,rho_C,L_CD
42847,0.0404,336
42848,0.9326,582
42849,0.0403,310
42850,0.9342,620
42851,0.0397,322
42852,0.934,636
42853,0.0414,350
42854,0.9326,640
42855,0.0402,316
42856,0.9339,618
42857,0.0409,324
42858,0.933,588
42859,0.0412,336
42860,0.9333,620
42861,0.0412,338
42862,0.9322,654
42863,0.0434,368
42864,0.9324,580
42865,0.0409,334
42866,0.9335,626
42867,0.0393,312
42868,0.9352,604
42869,0.0395,308
42870,0.9341,612
42871,0.0399,322
42872,0.9327,584
42873,0.0413,342
42874,0.9321,652
42875,0.0417,336
42876,0.9335,646
42877,0.04,336
42878,0.9345,576
42879,0.0406,326
42880,0.9337,654
42881,0.0408,320
42882,0.9329,612
42883,0.0414,342
42884,0.9326,640
42885,0.0415,324
42886,0.9342,594
42887,0.0407,322
42888,0.9347,604
42889,0.0405,326
42890,0.9329,612
42891,0.0415,332
42892,0.9322,644
42893,0.0407,330
42894,0.9336,638
42895,0.0406,326
42896,0.9332,632
42897,0.0406,330
42898,0.9347,618
42899,0.0402,308
42900,0.9353,586
42901,0.0408,318
42902,0.9333,634
42903,0.0407,330
42904,0.9318,642
42905,0.0408,338
42906,0.9329,650
42907,0.0405,374
42908,0.9326,612
42909,0.0416,346
42910,0.9329,574
42911,0.042,338
42912,0.935,564
42913,0.0389,300
42914,0.9363,576
42915,0.0392,306
42916,0.9354,650
42917,0.04,352
42918,0.9338,622
42919,0.041,318
42920,0.9336,626
42921,0.0407,326
42922,0.9328,626
42923,0.0402,310
42924,0.9342,590
42925,0.0404,328
42926,0.9333,562
42927,0.0418,348
42928,0.9326,572
42929,0.0404,330
42930,0.9339,614
42931,0.0402,322
42932,0.9323,644
42933,0.0394,320
42934,0.9323,648
42935,0.0401,326
42936,0.9352,636
42937,0.0394,318
42938,0.9341,640
42939,0.0407,362
42940,0.9334,624
42941,0.0409,340
42942,0.9323,638
42943,0.0405,350
42944,0.9339,628
42945,0.0404,332
42946,0.9346,622
42947,0.0401,320
42948,0.9331,654
42949,0.0404,338
42950,0.9326,606
42951,0.0414,338
42952,0.9326,612
42953,0.042,354
42954,0.9316,592
42955,0.0421,348
42956,0.9329,574
42957,0.0412,306
42958,0.9332,618
42959,0.0406,328
42960,0.9331,644
42961,0.039,292
42962,0.9366,614
42963,0.0392,284
42964,0.9348,616
42965,0.0402,310
42966,0.9342,590
42967,0.0415,314
42968,0.9333,586
42969,0.042,328
42970,0.9326,594
42971,0.0427,374
42972,0.9309,610
42973,0.0424,370
42974,0.9325,576
42975,0.0419,368
42976,0.9337,624
42977,0.0408,332
42978,0.9336,610
42979,0.0404,326
42980,0.936,576
42981,0.0396,320
42982,0.9328,616
42983,0.0405,332
42984,0.9329,622
42985,0.041,350
42986,0.9338,624
42987,0.0406,346
42988,0.9317,644
42989,0.0398,326
42990,0.9333,656
42991,0.0411,352
42992,0.9332,640
42993,0.042,342
42994,0.9331,664
42995,0.0418,328
42996,0.933,604
42997,0.0409,316
42998,0.9346,586
42999,0.04,314
43000,0.9351,620
43001,0.0411,346
43002,0.9334,594
43003,0.0413,362
43004,0.9325,634
43005,0.0414,366
43006,0.9317,650
43007,0.0416,344
43008,0.9332,648
43009,0.0407,340
43010,0.9336,632
43011,0.0399,332
43012,0.9321,648
43013,0.0403,334
43014,0.9331,592
43015,0.0408,324
43016,0.9342,626
43017,0.0387,294
43018,0.9349,600
43019,0.0406,332
43020,0.9332,612
43021,0.0417,362
43022,0.9331,620
43023,0.0404,330
43024,0.934,630
43025,0.04,340
43026,0.9336,602
43027,0.0395,338
43028,0.933,640
43029,0.041,338
43030,0.9316,630
43031,0.041,330
43032,0.934,634
43033,0.0399,316
43034,0.935,650
43035,0.0392,302
43036,0.9349,588
43037,0.039,292
43038,0.9366,596
43039,0.0392,280
43040,0.9344,602
43041,0.0406,340
43042,0.9328,612
43043,0.0415,322
43044,0.9302,606
43045,0.0422,380
43046,0.931,630
43047,0.0417,346
43048,0.9328,640
43049,0.041,336
43050,0.9334,622
43051,0.04,340
43052,0.9352,604
43053,0.0392,322
43054,0.9355,624
43055,0.039,292
43056,0.9345,626
43057,0.0386,300
43058,0.9354,634
43059,0.0394,318
43060,0.9354,570
43061,0.0398,314
43062,0.9351,564
43063,0.0411,336
43064,0.9338,634
43065,0.0404,332
43066,0.9334,594
43067,0.0408,338
43068,0.9334,652
43069,0.0392,308
43070,0.9361,612
43071,0.0396,330
43072,0.9343,614
43073,0.0404,318
43074,0.9333,622
43075,0.0418,388
43076,0.9316,652
43077,0.0414,380
43078,0.9315,652
43079,0.0416,380
43080,0.9319,656
43081,0.041,354
43082,0.9325,602
43083,0.042,372
43084,0.9337,624
43085,0.0409,348
43086,0.9329,622
43087,0.0411,338
43088,0.9328,638
43089,0.0402,282
43090,0.9348,598
43091,0.0402,312
43092,0.9323,664
43093,0.0419,322
43094,0.933,594
43095,0.041,340
43096,0.9333,572
43097,0.041,346
43098,0.9327,618
43099,0.0401,336
43100,0.9347,620
43101,0.0401,358
43102,0.9332,664
43103,0.0409,342
43104,0.9322,642
43105,0.0414,326
43106,0.9329,604
43107,0.0407,340
43108,0.9334,632
43109,0.0417,340
43110,0.9322,622
43111,0.0418,326
43112,0.9334,604
43113,0.0416,322
43114,0.9346,574
43115,0.0408,338
43116,0.9336,610
43117,0.0405,306
43118,0.9342,558
43119,0.0408,334
43120,0.9355,576
43121,0.0408,306
43122,0.9344,576
43123,0.0403,316
43124,0.9322,596
43125,0.0405,310
43126,0.9344,634
43127,0.0403,330
43128,0.9337,596
43129,0.0398,346
43130,0.9328,664
43131,0.0401,336
43132,0.934,586
43133,0.0418,330
43134,0.9345,550
43135,0.0399,332
43136,0.9317,606
43137,0.0407,312
43138,0.9356,602
43139,0.0393,284
43140,0.9334,634
43141,0.0398,320
43142,0.9345,602
43143,0.0404,350
43144,0.933,596
43145,0.0409,348
43146,0.933,648
43147,0.0414,332
43148,0.9341,608
43149,0.0404,316
43150,0.9333,662
43151,0.0391,300
43152,0.9347,628
43153,0.0401,310
43154,0.9348,584
43155,0.0401,302
43156,0.9343,640
43157,0.0399,334
43158,0.9345,600
43159,0.041,362
43160,0.9332,598
43161,0.0419,358
43162,0.9321,650
43163,0.0423,358
43164,0.9335,644
43165,0.041,324
43166,0.9335,628
43167,0.0398,324
43168,0.9322,654
43169,0.0407,314
43170,0.9347,582
43171,0.0407,338
43172,0.9327,592
43173,0.0419,338
43174,0.9318,598
43175,0.0416,330
43176,0.9334,606
43177,0.0408,302
43178,0.9342,590
43179,0.0393,320
43180,0.934,682
43181,0.0393,306
43182,0.9335,638
43183,0.0408,332
43184,0.9341,618
43185,0.0416,338
43186,0.9331,638
43187,0.0402,308
43188,0.9341,614
43189,0.0405,332
43190,0.9315,644
43191,0.0411,350
43192,0.9322,650
43193,0.0412,350
43194,0.9342,602
43195,0.0406,332
43196,0.9335,628
43197,0.0423,374
43198,0.9327,646
43199,0.0409,340
43200,0.9335,630
43201,0.0404,326
43202,0.9346,584
43203,0.0397,318
43204,0.933,626
43205,0.0404,324
43206,0.9328,606
43207,0.0402,310
43208,0.9334,582
43209,0.0404,322
43210,0.9349,560
43211,0.0393,312
43212,0.9343,644
43213,0.0397,288
43214,0.936,566
43215,0.0406,324
43216,0.9358,582
43217,0.0398,322
43218,0.9347,584
43219,0.0411,346
43220,0.9317,608
43221,0.0408,348
43222,0.9343,598
43223,0.0419,366
43224,0.9327,642
43225,0.0399,342
43226,0.9354,636
43227,0.0391,312
43228,0.9356,572
43229,0.0398,326
43230,0.9341,606
43231,0.0408,340
43232,0.9335,636
43233,0.0409,350
43234,0.9323,596
43235,0.0407,324
43236,0.9341,608
43237,0.0399,322
43238,0.9339,624
43239,0.0403,308
43240,0.9339,604
43241,0.041,344
43242,0.9321,610
43243,0.042,322
43244,0.933,634
43245,0.0398,288
43246,0.9364,566
43247,0.0394,296
43248,0.9354,590
43249,0.0397,288
43250,0.933,648
43251,0.0416,344
43252,0.9324,612
43253,0.0402,306
43254,0.935,596
43255,0.0403,322
43256,0.9337,588
43257,0.0413,336
43258,0.935,600
43259,0.0406,334
43260,0.9338,614
43261,0.0407,344
43262,0.9305,632
43263,0.0432,368
43264,0.9299,622
43265,0.0429,386
43266,0.9306,628
43267,0.0429,356
43268,0.9327,632
43269,0.0411,324
43270,0.9318,636
43271,0.0416,360
43272,0.9322,610
43273,0.0402,338
43274,0.9339,628
43275,0.0417,358
43276,0.934,582
43277,0.0413,352
43278,0.9314,596
43279,0.0416,366
43280,0.933,600
43281,0.0414,356
43282,0.9317,640
43283,0.0409,348
43284,0.9325,630
43285,0.0414,340
43286,0.9332,610
43287,0.0412,364
43288,0.9334,646
43289,0.0412,352
43290,0.9318,630
43291,0.0417,356
43292,0.9309,640
43293,0.0422,394
43294,0.9305,640
43295,0.0418,360
43296,0.9323,602
43297,0.0417,356
43298,0.9343,574
43299,0.0404,332
43300,0.9317,630
43301,0.0418,364
43302,0.9308,636
43303,0.0412,352
43304,0.9329,624
43305,0.0416,346
43306,0.9324,596
43307,0.0418,338
43308,0.9317,590
43309,0.0418,348
43310,0.9326,616
43311,0.041,370
43312,0.9327,596
43313,0.0403,328
43314,0.9333,598
43315,0.0413,358
43316,0.931,606
43317,0.0419,356
43318,0.9331,574
43319,0.0423,344
43320,0.9314,620
43321,0.042,352
43322,0.9315,680
43323,0.041,336
43324,0.9328,610
43325,0.0406,320
43326,0.9329,590
43327,0.0411,346
43328,0.9322,618
43329,0.0416,338
43330,0.9335,600
43331,0.0399,320
43332,0.9345,610
43333,0.0395,300
43334,0.9336,602
43335,0.0406,328
43336,0.9331,630
43337,0.0398,324
43338,0.9341,616
43339,0.0392,318
43340,0.935,568
43341,0.0397,308
43342,0.9344,594
43343,0.0385,296
43344,0.9337,626
43345,0.0401,338
43346,0.9344,572
43347,0.041,322
43348,0.9339,586
43349,0.0413,322
43350,0.9351,560
43351,0.0418,320
43352,0.9323,626
43353,0.0417,350
43354,0.932,648
43355,0.0417,360
43356,0.9322,596
43357,0.0415,334
43358,0.9318,636
43359,0.042,338
43360,0.9325,612
43361,0.0409,334
43362,0.935,626
43363,0.0391,298
43364,0.9355,568
43365,0.0404,314
43366,0.9336,634
43367,0.039,328
43368,0.9339,624
43369,0.0393,312
43370,0.9333,582
43371,0.0408,340
43372,0.9333,596
43373,0.0406,308
43374,0.9355,574
43375,0.0398,326
43376,0.933,658
43377,0.0408,336
43378,0.9326,626
43379,0.0409,308
43380,0.9344,588
43381,0.0407,316
43382,0.9339,574
43383,0.0406,338
43384,0.9346,616
43385,0.04,326
43386,0.9329,606
43387,0.0408,322
43388,0.9338,624
43389,0.0401,332
43390,0.9353,610
43391,0.0405,302
43392,0.9362,534
43393,0.041,294
43394,0.9329,606
43395,0.0398,308
43396,0.9336,586
43397,0.0412,322
43398,0.9332,568
43399,0.0423,326
43400,0.9345,562
43401,0.0416,336
43402,0.9337,582
43403,0.0401,328
43404,0.9347,636
43405,0.0389,300
43406,0.9359,672
43407,0.0392,338
43408,0.9361,656
43409,0.0391,304
43410,0.9357,590
43411,0.0401,318
43412,0.9324,612
43413,0.0401,328
43414,0.9331,642
43415,0.0411,350
43416,0.9325,650
43417,0.0405,334
43418,0.9333,608
43419,0.0406,316
43420,0.9345,608
43421,0.0404,332
43422,0.9325,608
43423,0.0412,340
43424,0.9332,644
43425,0.0413,324
43426,0.9329,622
43427,0.0416,318
43428,0.9334,618
43429,0.0422,322
43430,0.9316,600
43431,0.041,304
43432,0.9317,584
43433,0.041,346
43434,0.9332,574
43435,0.0418,362
43436,0.9328,596
43437,0.0415,334
43438,0.9332,594
43439,0.041,298
43440,0.9323,576
43441,0.0416,328
43442,0.9335,608
43443,0.0414,338
43444,0.932,618
43445,0.0405,314
43446,0.9317,650
43447,0.0417,340
43448,0.9342,590
43449,0.041,314
43450,0.9348,570
43451,0.0404,322
43452,0.9347,600
43453,0.0403,308
43454,0.9326,608
43455,0.041,332
43456,0.9335,586
43457,0.042,346
43458,0.9325,614
43459,0.0413,340
43460,0.9329,624
43461,0.0416,344
43462,0.9331,620
43463,0.042,336
43464,0.9316,620
43465,0.0425,364
43466,0.931,612
43467,0.0416,344
43468,0.9324,622
43469,0.04,330
43470,0.9341,656
43471,0.0407,356
43472,0.9356,600
43473,0.0408,334
43474,0.9338,574
43475,0.0423,344
43476,0.9329,592
43477,0.0412,342
43478,0.9334,626
43479,0.0406,336
43480,0.9354,588
43481,0.0405,348
43482,0.9347,586
43483,0.0404,318
43484,0.9342,608
43485,0.0405,322
43486,0.933,608
43487,0.04,310
43488,0.9332,612
43489,0.0422,364
43490,0.9326,612
43491,0.041,338
43492,0.9311,656
43493,0.0409,328
43494,0.9324,590
43495,0.0408,318
43496,0.9323,598
43497,0.0416,336
43498,0.9333,608
43499,0.0419,328
43500,0.9326,584
43501,0.0417,344
43502,0.9316,596
43503,0.0415,366
43504,0.9325,624
43505,0.0404,352
43506,0.9334,588
43507,0.0418,334
43508,0.932,610
43509,0.0412,342
43510,0.9351,570
43511,0.0405,308
43512,0.9332,590
43513,0.0404,300
43514,0.9339,588
43515,0.0396,304
43516,0.9349,582
43517,0.0399,302
43518,0.9361,564
43519,0.0408,326
43520,0.9359,576
43521,0.0402,326
43522,0.9336,616
43523,0.0413,356
43524,0.9326,574
43525,0.042,340
43526,0.9329,572
43527,0.0419,332
43528,0.9327,602
43529,0.0407,346
43530,0.9344,620
43531,0.0396,302
43532,0.9342,618
43533,0.0392,308
43534,0.9336,594
43535,0.0405,330
43536,0.9328,590
43537,0.0407,330
43538,0.9334,612
43539,0.0401,340
43540,0.9333,636
43541,0.0396,318
43542,0.9329,614
43543,0.0398,306
43544,0.9337,574
43545,0.0416,344
43546,0.9308,614
43547,0.0408,342
43548,0.9341,600
43549,0.0411,340
43550,0.9322,624
43551,0.0408,320
43552,0.9344,634
43553,0.0411,292
43554,0.9347,554
43555,0.0422,364
43556,0.933,574
43557,0.042,348
43558,0.9337,618
43559,0.0413,328
43560,0.9341,594
43561,0.04,282
43562,0.9352,584
43563,0.0402,322
43564,0.9315,648
43565,0.0422,336
43566,0.933,596
43567,0.0398,268
43568,0.9341,598
43569,0.0396,280
43570,0.937,540
43571,0.0401,306
43572,0.9339,640
43573,0.0411,346
43574,0.9339,640
43575,0.0405,334
43576,0.9315,574
43577,0.0406,332
43578,0.9331,614
43579,0.0417,358
43580,0.9335,616
43581,0.0408,336
43582,0.9352,634
43583,0.0398,340
43584,0.9364,584
43585,0.0407,340
43586,0.933,652
43587,0.0402,330
43588,0.9331,628
43589,0.0407,330
43590,0.9347,560
43591,0.041,330
43592,0.9351,560
43593,0.0409,334
43594,0.9327,660
43595,0.0393,314
43596,0.9356,612
43597,0.0396,306
43598,0.9343,668
43599,0.0402,328
43600,0.9338,628
43601,0.0409,342
43602,0.9316,640
43603,0.0411,356
43604,0.9324,628
43605,0.0409,330
43606,0.9343,596
43607,0.0397,318
43608,0.9333,646
43609,0.0397,308
43610,0.9331,618
43611,0.0409,318
43612,0.934,570
43613,0.0407,332
43614,0.9341,608
43615,0.0405,312
43616,0.9338,602
43617,0.0399,304
43618,0.9339,596
43619,0.0402,326
43620,0.9347,598
43621,0.0391,300
43622,0.9347,608
43623,0.0402,300
43624,0.9336,580
43625,0.0408,302
43626,0.9337,596
43627,0.0399,320
43628,0.9328,682
43629,0.041,346
43630,0.9314,622
43631,0.0416,342
43632,0.9317,582
43633,0.0419,312
43634,0.9332,568
43635,0.0419,332
43636,0.9344,624
43637,0.0401,316
43638,0.9342,606
43639,0.0404,306
43640,0.9332,634
43641,0.0403,312
43642,0.9332,618
43643,0.0409,336
43644,0.9329,608
43645,0.0414,336
43646,0.9347,578
43647,0.0404,326
43648,0.9351,564
43649,0.0391,312
43650,0.9334,624
43651,0.0409,350
43652,0.9331,584
43653,0.0416,350
43654,0.9323,606
43655,0.0415,354
43656,0.9326,614
43657,0.0408,334
43658,0.9305,640
43659,0.0422,352
43660,0.9341,536
43661,0.0413,360
43662,0.9338,540
43663,0.0411,332
43664,0.9341,544
43665,0.0403,332
43666,0.9329,632
43667,0.0417,338
43668,0.932,600
43669,0.0414,358
43670,0.9343,628
43671,0.0397,342
43672,0.9339,622
43673,0.0397,302
43674,0.9348,594
43675,0.0406,324
43676,0.9326,602
43677,0.04,322
43678,0.9349,612
43679,0.0408,332
43680,0.932,604
43681,0.0423,364
43682,0.9321,620
43683,0.0416,372
43684,0.9337,564
43685,0.0404,314
43686,0.9333,582
43687,0.0403,320
43688,0.9333,620
43689,0.0411,330
43690,0.9341,580
43691,0.041,342
43692,0.9308,648
43693,0.0413,352
43694,0.9307,642
43695,0.0426,374
43696,0.9291,632
43697,0.043,398
43698,0.9309,630
43699,0.042,370
43700,0.9318,608
43701,0.0415,362
43702,0.9323,608
43703,0.0403,346
43704,0.9347,590
43705,0.0403,330
43706,0.9332,592
43707,0.0401,326
43708,0.9345,580
43709,0.0392,310
43710,0.935,632
43711,0.0405,324
43712,0.9328,622
43713,0.0392,314
43714,0.9352,616
43715,0.0398,314
43716,0.934,632
43717,0.0405,302
43718,0.9335,608
43719,0.0412,326
43720,0.9329,592
43721,0.04,314
43722,0.935,570
43723,0.0401,282
43724,0.9357,632
43725,0.0399,300
43726,0.9367,544
43727,0.0406,304
43728,0.9332,580
43729,0.0411,332
43730,0.9334,620
43731,0.0404,326
43732,0.9332,618
43733,0.0406,350
43734,0.9321,618
43735,0.0412,358
43736,0.9334,620
43737,0.0399,310
43738,0.9365,584
43739,0.04,316
43740,0.9354,582
43741,0.0403,320
43742,0.9349,568
43743,0.0404,340
43744,0.9323,660
43745,0.0416,358
43746,0.9331,608
43747,0.0413,352
43748,0.9345,576
43749,0.0402,348
43750,0.9326,560
43751,0.0411,340
43752,0.9332,632
43753,0.0406,324
43754,0.9362,628
43755,0.0388,292
43756,0.9373,596
43757,0.0387,308
43758,0.9347,600
43759,0.0398,318
43760,0.9359,578
43761,0.0401,318
43762,0.9352,616
43763,0.0406,328
43764,0.9348,596
43765,0.0403,320
43766,0.9328,600
43767,0.0401,338
43768,0.9343,612
43769,0.0404,336
43770,0.9331,626
43771,0.0412,336
43772,0.9339,602
43773,0.0413,346
43774,0.9331,642
43775,0.0408,340
43776,0.9324,644
43777,0.0409,336
43778,0.9313,612
43779,0.0426,364
43780,0.9319,662
43781,0.0406,336
43782,0.9344,580
43783,0.0414,330
43784,0.9333,608
43785,0.0406,324
43786,0.935,614
43787,0.0389,318
43788,0.934,604
43789,0.0398,324
43790,0.9357,626
43791,0.039,304
43792,0.9361,582
43793,0.0399,348
43794,0.9353,638
43795,0.0387,318
43796,0.9339,604
43797,0.042,346
43798,0.9335,578
43799,0.0413,336
43800,0.9336,608
43801,0.0415,348
43802,0.9322,630
43803,0.0404,330
43804,0.9335,610
43805,0.0406,336
43806,0.9328,584
43807,0.0416,348
43808,0.9323,604
43809,0.0418,334
43810,0.9325,598
43811,0.0416,332
43812,0.9328,620
43813,0.0417,352
43814,0.9318,590
43815,0.0428,368
43816,0.9317,600
43817,0.0421,352
43818,0.9327,586
43819,0.0419,340
43820,0.9319,604
43821,0.0403,324
43822,0.9332,604
43823,0.0411,330
43824,0.9333,616
43825,0.0427,366
43826,0.9321,604
43827,0.0416,346
43828,0.932,640
43829,0.041,362
43830,0.9323,636
43831,0.0415,358
43832,0.9325,630
43833,0.0405,324
43834,0.9332,628
43835,0.0397,316
43836,0.9339,626
43837,0.0402,330
43838,0.9335,574
43839,0.0402,340
43840,0.9326,630
43841,0.0413,356
43842,0.9319,610
43843,0.0416,370
43844,0.9324,656
43845,0.0401,318
43846,0.9323,676
43847,0.0413,344
43848,0.9317,588
43849,0.0424,342
43850,0.9319,626
43851,0.0404,328
43852,0.9334,628
43853,0.0405,346
43854,0.9339,582
43855,0.0408,342
43856,0.9315,624
43857,0.0409,360
43858,0.9321,642
43859,0.0409,312
43860,0.9323,674
43861,0.0403,322
43862,0.9326,594
43863,0.0419,342
43864,0.9342,590
43865,0.0408,312
43866,0.9336,566
43867,0.0417,324
43868,0.9337,570
43869,0.0418,322
43870,0.9342,592
43871,0.041,326
43872,0.9352,606
43873,0.0408,304
43874,0.9338,648
43875,0.0408,318
43876,0.9346,570
43877,0.0411,330
43878,0.934,604
43879,0.0406,336
43880,0.934,582
43881,0.0412,320
43882,0.9325,618
43883,0.0411,358
43884,0.9314,648
43885,0.0425,368
43886,0.9334,606
43887,0.0423,368
43888,0.9301,624
43889,0.0423,364
43890,0.9329,618
43891,0.0406,330
43892,0.9336,610
43893,0.0396,294
43894,0.9348,614
43895,0.0393,298
43896,0.9337,618
43897,0.0409,318
43898,0.934,588
43899,0.0415,330
43900,0.9315,656
43901,0.0416,340
43902,0.9335,538
43903,0.042,326
43904,0.934,592
43905,0.041,324
43906,0.9327,604
43907,0.0405,312
43908,0.9343,618
43909,0.0394,310
43910,0.934,564
43911,0.041,352
43912,0.9334,600
43913,0.0415,336
43914,0.9337,630
43915,0.0412,334
43916,0.9332,614
43917,0.041,330
43918,0.9343,592
43919,0.0413,320
43920,0.9352,566
43921,0.041,324
43922,0.933,612
43923,0.0404,334
43924,0.9343,588
43925,0.0417,340
43926,0.9336,572
43927,0.0407,336
43928,0.9335,630
43929,0.0409,380
43930,0.9338,634
43931,0.0392,308
43932,0.9337,668
43933,0.0392,336
43934,0.9341,652
43935,0.0394,334
43936,0.9344,626
43937,0.0394,344
43938,0.9336,606
43939,0.0396,336
43940,0.9342,640
43941,0.0399,332
43942,0.9342,582
43943,0.0402,320
43944,0.9325,584
43945,0.0412,342
43946,0.9332,642
43947,0.0396,314
43948,0.9379,596
43949,0.0391,302
43950,0.9348,600
43951,0.0394,300
43952,0.933,586
43953,0.0407,290
43954,0.9346,556
43955,0.0411,332
43956,0.9326,608
43957,0.0414,340
43958,0.9319,570
43959,0.0416,352
43960,0.9326,586
43961,0.0411,348
43962,0.9327,564
43963,0.0415,358
43964,0.934,528
43965,0.0406,308
43966,0.9343,610
43967,0.0404,326
43968,0.934,592
43969,0.0389,318
43970,0.9345,614
43971,0.0408,358
43972,0.934,572
43973,0.0413,362
43974,0.934,584
43975,0.0408,324
43976,0.935,592
43977,0.0402,326
43978,0.9348,598
43979,0.0393,304
43980,0.9362,574
43981,0.039,280
43982,0.935,604
43983,0.0401,322
43984,0.9348,616
43985,0.0396,312
43986,0.9347,612
43987,0.0393,326
43988,0.937,532
43989,0.0394,312
43990,0.9341,572
43991,0.0405,318
43992,0.9342,576
43993,0.0423,348
43994,0.9318,636
43995,0.0425,362
43996,0.93,632
43997,0.0415,334
43998,0.9321,614
43999,0.0423,354
44000,0.934,620
44001,0.0415,350
44002,0.9318,610
44003,0.0417,328
44004,0.9332,608
44005,0.0419,354
44006,0.932,642
44007,0.0399,328
44008,0.9338,610
44009,0.04,334
44010,0.932,604
44011,0.0414,348
44012,0.931,620
44013,0.0409,314
44014,0.9341,614
44015,0.0406,320
44016,0.9342,564
44017,0.0419,324
44018,0.9335,596
44019,0.0396,310
44020,0.9356,618
44021,0.0406,312
44022,0.9334,590
44023,0.0424,356
44024,0.932,614
44025,0.0426,356
44026,0.9326,590
44027,0.0404,330
44028,0.9325,584
44029,0.0411,324
44030,0.9342,582
44031,0.041,336
44032,0.9323,624
44033,0.0404,344
44034,0.9339,606
44035,0.0397,342
44036,0.9328,598
44037,0.0415,356
44038,0.9339,654
44039,0.0406,336
44040,0.9321,646
44041,0.0407,336
44042,0.9326,614
44043,0.0416,334
44044,0.9322,604
44045,0.0402,332
44046,0.9337,566
44047,0.0416,358
44048,0.9328,616
44049,0.0398,306
44050,0.9343,580
44051,0.04,318
44052,0.934,658
44053,0.0394,334
44054,0.9333,622
44055,0.04,344
44056,0.9363,574
44057,0.0393,324
44058,0.937,572
44059,0.0386,290
44060,0.9337,640
44061,0.0395,302
44062,0.9328,634
44063,0.041,312
44064,0.9329,658
44065,0.0393,290
44066,0.9357,584
44067,0.0398,318
44068,0.9351,620
44069,0.0405,316
44070,0.9349,594
44071,0.0415,340
44072,0.9322,590
44073,0.0407,326
44074,0.9336,582
44075,0.0407,340
44076,0.9341,592
44077,0.0408,322
44078,0.9331,602
44079,0.0414,346
44080,0.9323,652
44081,0.0423,388
44082,0.9327,602
44083,0.0419,360
44084,0.931,642
44085,0.0413,324
44086,0.9323,618
44087,0.0406,314
44088,0.9341,598
44089,0.0404,296
44090,0.9354,572
44091,0.0408,308
44092,0.9334,594
44093,0.0412,342
44094,0.9336,642
44095,0.0399,328
44096,0.9353,578
44097,0.0413,332
44098,0.9332,562
44099,0.0411,326
44100,0.9316,596
44101,0.0415,336
44102,0.9337,620
44103,0.0407,326
44104,0.9331,578
44105,0.0419,350
44106,0.9346,622
44107,0.0408,328
44108,0.9352,586
44109,0.0403,324
44110,0.9338,610
44111,0.0407,314
44112,0.9346,604
44113,0.0411,334
44114,0.9334,624
44115,0.0401,316
44116,0.9335,618
44117,0.0403,306
44118,0.9343,574
44119,0.0417,340
44120,0.9323,616
44121,0.0408,354
44122,0.9321,570
44123,0.0417,386
44124,0.932,612
44125,0.0418,368
44126,0.9318,648
44127,0.0419,376
44128,0.9332,594
44129,0.0413,354
44130,0.9327,618
44131,0.0418,350
44132,0.9321,658
44133,0.0398,312
44134,0.9325,634
44135,0.0418,332
44136,0.9318,636
44137,0.0415,334
44138,0.9342,630
44139,0.0395,314
44140,0.9325,628
44141,0.041,354
44142,0.9335,596
44143,0.0412,310
44144,0.9339,610
44145,0.0401,314
44146,0.9342,602
44147,0.0407,322
44148,0.9319,678
44149,0.0416,368
44150,0.9315,580
44151,0.0424,360
44152,0.9321,608
44153,0.0413,328
44154,0.9326,608
44155,0.0408,344
44156,0.9333,576
44157,0.04,304
44158,0.9344,660
44159,0.0407,336
44160,0.9342,616
44161,0.0406,324
44162,0.9338,586
44163,0.0415,324
44164,0.9321,640
44165,0.042,340
44166,0.9341,568
44167,0.0412,332
44168,0.9319,646
44169,0.0411,314
44170,0.9336,612
44171,0.0406,336
44172,0.9345,602
44173,0.0386,304
44174,0.9354,616
44175,0.0388,292
44176,0.9358,628
44177,0.0388,322
44178,0.9343,662
44179,0.0397,338
44180,0.9334,598
44181,0.0409,356
44182,0.9327,604
44183,0.0405,330
44184,0.9333,600
44185,0.0404,332
44186,0.9357,590
44187,0.04,312
44188,0.9352,626
44189,0.0398,328
44190,0.9361,642
44191,0.0398,330
44192,0.9346,630
44193,0.0397,350
44194,0.934,660
44195,0.041,370
44196,0.9335,642
44197,0.0407,354
44198,0.9346,608
44199,0.0395,342
44200,0.9358,602
44201,0.0392,308
44202,0.9362,594
44203,0.0397,324
44204,0.9358,602
44205,0.0402,324
44206,0.9333,590
44207,0.0412,334
44208,0.9341,598
44209,0.0412,320
44210,0.9307,666
44211,0.0424,356
44212,0.9327,598
44213,0.0413,330
44214,0.9321,592
44215,0.0413,342
44216,0.9337,598
44217,0.0407,316
44218,0.9333,568
44219,0.0412,322
44220,0.9328,628
44221,0.0393,328
44222,0.9339,618
44223,0.0405,328
44224,0.9325,620
44225,0.0415,348
44226,0.9348,566
44227,0.0411,332
44228,0.9336,554
44229,0.0414,334
44230,0.9334,588
44231,0.0408,360
44232,0.9335,588
44233,0.0409,328
44234,0.9324,626
44235,0.0402,322
44236,0.9321,600
44237,0.0421,342
44238,0.9324,650
44239,0.0412,340
44240,0.9353,616
44241,0.0403,326
44242,0.9336,628
44243,0.0396,318
44244,0.9346,602
44245,0.0404,326
44246,0.9343,552
44247,0.0402,306
44248,0.9327,604
44249,0.0414,358
44250,0.933,604
44251,0.0405,354
44252,0.935,600
44253,0.0402,342
44254,0.9341,654
44255,0.0412,384
44256,0.9308,612
44257,0.0415,350
44258,0.9332,590
44259,0.0417,324
