mc_step,rho_C,L_CD
38236,0.6553,8982
38237,0.6675,8858
38238,0.6617,8962
38239,0.6643,8920
38240,0.6621,8882
38241,0.6604,8938
38242,0.6622,8982
38243,0.6646,8928
38244,0.664,8976
38245,0.6707,8974
38246,0.6649,8910
38247,0.6639,8822
38248,0.6633,9008
38249,0.658,9052
38250,0.6542,9094
38251,0.6615,9030
38252,0.6589,9042
38253,0.6601,8880
38254,0.6528,9066
38255,0.6681,8868
38256,0.6601,8996
38257,0.6617,8960
38258,0.6585,8890
38259,0.6596,8940
38260,0.6624,8846
38261,0.6609,9002
38262,0.6586,8974
38263,0.6577,8994
38264,0.6547,8944
38265,0.6628,8986
38266,0.6608,9118
38267,0.6604,8988
38268,0.6605,8918
38269,0.6506,9054
38270,0.6627,8954
38271,0.6636,8870
38272,0.6652,8980
38273,0.6616,8940
38274,0.6701,8880
38275,0.6575,9044
38276,0.6607,9000
38277,0.66,8958
38278,0.6736,8810
38279,0.6522,9112
38280,0.6565,8938
38281,0.6592,9026
38282,0.6599,8698
38283,0.6563,9068
38284,0.6635,8980
38285,0.6627,8896
38286,0.6614,8942
38287,0.6574,8968
38288,0.6665,8872
38289,0.6563,9168
38290,0.6703,9024
38291,0.673,8792
38292,0.6586,9044
38293,0.6583,8986
38294,0.6589,8994
38295,0.6658,8874
38296,0.6673,8984
38297,0.6575,8960
38298,0.657,9060
38299,0.6658,8926
38300,0.6651,8970
38301,0.6592,9040
38302,0.6527,9118
38303,0.6539,8988
38304,0.662,8968
38305,0.6634,8928
38306,0.6653,8882
38307,0.6528,8986
38308,0.6665,8928
38309,0.6735,8794
38310,0.6623,8864
38311,0.6655,8946
38312,0.6503,9136
38313,0.6543,8956
38314,0.6562,9088
38315,0.6556,9018
38316,0.6627,8848
38317,0.6629,8876
38318,0.664,8878
38319,0.6607,9014
38320,0.6575,9016
38321,0.6667,8896
38322,0.6607,9060
38323,0.6634,8936
38324,0.672,8764
38325,0.6626,9018
38326,0.6635,8938
38327,0.6608,8976
38328,0.6628,8888
38329,0.6616,8948
38330,0.6613,8990
38331,0.662,8870
38332,0.6612,8818
38333,0.6668,8948
38334,0.6624,8816
38335,0.6614,9078
38336,0.6652,8880
38337,0.6601,9058
38338,0.6594,9012
38339,0.6616,9008
38340,0.6667,8802
38341,0.6661,8930
38342,0.6618,8950
38343,0.6655,8842
38344,0.6567,9088
38345,0.6593,9026
38346,0.6644,8824
38347,0.6686,8718
38348,0.6666,8960
38349,0.6656,8920
38350,0.6556,9020
38351,0.6586,9020
38352,0.6615,9008
38353,0.6618,8934
38354,0.6595,8934
38355,0.6708,8830
38356,0.6607,8894
38357,0.6583,9028
38358,0.6624,8804
38359,0.6622,8870
38360,0.6666,8882
38361,0.6643,9062
38362,0.6621,9096
38363,0.6582,9016
38364,0.6613,8902
38365,0.6518,9182
38366,0.6601,9026
38367,0.6672,8902
38368,0.6692,8942
38369,0.6721,8746
38370,0.6652,8952
38371,0.6634,9000
38372,0.6611,9114
38373,0.6593,8922
38374,0.6651,8822
38375,0.6742,8852
38376,0.6528,8992
38377,0.6557,8896
38378,0.6538,8988
38379,0.6711,8892
38380,0.6555,8970
38381,0.6669,8844
38382,0.6564,9060
38383,0.6573,8990
38384,0.6574,8968
38385,0.6616,8850
38386,0.6618,8984
38387,0.6593,9014
38388,0.6684,8918
38389,0.6672,8880
38390,0.6638,8950
38391,0.6558,9018
38392,0.6629,8964
38393,0.6602,8944
38394,0.6558,9018
38395,0.6632,8982
38396,0.6592,9012
38397,0.657,9018
38398,0.6601,8934
38399,0.6662,8920
38400,0.6621,8940
38401,0.6615,8888
38402,0.6622,9148
38403,0.6573,9082
38404,0.6513,9066
38405,0.6603,9100
38406,0.6632,8960
38407,0.6568,9106
38408,0.6568,8882
38409,0.6604,9028
38410,0.6539,8998
38411,0.664,8662
38412,0.6628,8906
38413,0.6649,8838
38414,0.6667,8926
38415,0.6651,8944
38416,0.6605,8954
38417,0.6702,8934
38418,0.6737,8822
38419,0.6553,9048
38420,0.6564,9176
38421,0.6559,9050
38422,0.6628,8964
38423,0.6604,8946
38424,0.6526,9136
38425,0.6582,8978
38426,0.6702,8914
38427,0.6635,9056
38428,0.6635,8920
38429,0.6564,9016
38430,0.6666,8944
38431,0.6674,8872
38432,0.6585,8972
38433,0.66,9104
38434,0.659,8998
38435,0.664,8906
38436,0.6595,9030
38437,0.6546,8974
38438,0.6599,9014
38439,0.6713,8856
38440,0.6697,8850
38441,0.6642,8894
38442,0.6639,8966
38443,0.6579,9022
38444,0.6607,8940
38445,0.665,8974
38446,0.6645,8856
38447,0.6618,8824
38448,0.6651,8884
38449,0.6542,9050
38450,0.664,8976
38451,0.6679,8838
38452,0.6711,8806
38453,0.667,9012
38454,0.6686,8880
38455,0.6588,9076
38456,0.6631,8954
38457,0.6722,8744
38458,0.6622,8864
38459,0.6654,8868
38460,0.6652,8884
38461,0.6622,8952
38462,0.6718,8804
38463,0.654,9122
38464,0.6563,9032
38465,0.6614,8932
38466,0.6622,8942
38467,0.654,8896
38468,0.6629,8980
38469,0.6645,8960
38470,0.6679,8798
38471,0.6668,8848
38472,0.6613,9002
38473,0.6535,9056
38474,0.6703,8906
38475,0.6663,8928
38476,0.6615,8934
38477,0.6597,9038
38478,0.6694,8812
38479,0.6596,9056
38480,0.6583,9064
38481,0.6545,9232
38482,0.6538,9176
38483,0.6608,8976
38484,0.6707,8842
38485,0.6656,8964
38486,0.6721,8766
38487,0.6625,9052
38488,0.6642,8852
38489,0.6628,8870
38490,0.6547,9010
38491,0.6574,8914
38492,0.6578,8950
38493,0.657,9136
38494,0.6596,8890
38495,0.6684,8854
38496,0.6638,8980
38497,0.6692,8820
38498,0.6587,8918
38499,0.6642,8906
38500,0.663,9014
38501,0.6601,8996
38502,0.6586,9018
38503,0.6566,9062
38504,0.658,8994
38505,0.6594,8948
38506,0.6644,8886
38507,0.6607,8888
38508,0.66,8924
38509,0.6582,9118
38510,0.6667,8800
38511,0.6636,8886
38512,0.6695,8864
38513,0.659,9070
38514,0.667,8950
38515,0.6648,8914
38516,0.6585,8912
38517,0.6604,8964
38518,0.6715,8854
38519,0.6669,9008
38520,0.6643,8902
38521,0.6584,9110
38522,0.661,8966
38523,0.6646,8888
38524,0.6664,8936
38525,0.6569,8942
38526,0.6633,9056
38527,0.6586,9034
38528,0.6638,8908
38529,0.6574,9120
38530,0.6539,8958
38531,0.6582,8924
38532,0.6674,8966
38533,0.6558,9022
38534,0.6514,9138
38535,0.6588,8992
38536,0.6573,9062
38537,0.6586,9024
38538,0.6607,9016
38539,0.6675,8850
38540,0.6662,8980
38541,0.6587,9006
38542,0.6606,8988
38543,0.6661,9026
38544,0.6666,8858
38545,0.6507,9134
38546,0.6555,9016
38547,0.6646,8848
38548,0.6657,8902
38549,0.663,8908
38550,0.6576,8974
38551,0.6585,9020
38552,0.6614,8952
38553,0.6538,8968
38554,0.6593,9026
38555,0.6625,8988
38556,0.6522,9046
38557,0.6631,8896
38558,0.6647,8854
38559,0.6675,8864
38560,0.6638,8950
38561,0.6667,8836
38562,0.6562,8900
38563,0.6577,8926
38564,0.6594,9072
38565,0.6675,8856
38566,0.6666,8818
38567,0.6518,9040
38568,0.6551,9124
38569,0.6639,8940
38570,0.6639,8988
38571,0.6611,8880
38572,0.6538,9048
38573,0.6645,8916
38574,0.6618,8892
38575,0.6646,8914
38576,0.6596,9026
38577,0.6483,9038
38578,0.654,8938
38579,0.6588,9034
38580,0.6643,8948
38581,0.6639,8964
38582,0.6587,9064
38583,0.6657,8856
38584,0.6661,8832
38585,0.6537,9184
38586,0.6555,9030
38587,0.6557,8992
38588,0.6539,9016
38589,0.6489,8930
38590,0.6587,9022
38591,0.6629,8916
38592,0.6675,8956
38593,0.6727,8730
38594,0.6724,8796
38595,0.6678,8942
38596,0.6624,8870
38597,0.6638,8890
38598,0.6657,9038
38599,0.666,8950
38600,0.6599,8880
38601,0.6636,8928
38602,0.6635,8962
38603,0.667,8736
38604,0.6595,9060
38605,0.6573,8938
38606,0.6618,8882
38607,0.6601,9076
38608,0.6595,9022
38609,0.6609,8964
38610,0.6588,9006
38611,0.6604,8912
38612,0.6541,9052
38613,0.659,8874
38614,0.6656,9060
38615,0.6497,9074
38616,0.6555,9000
38617,0.6635,8916
38618,0.6515,8964
38619,0.6523,9028
38620,0.6603,8956
38621,0.6569,9086
38622,0.6668,8900
38623,0.6685,8980
38624,0.6675,8824
38625,0.666,8936
38626,0.6675,8834
38627,0.6619,8988
38628,0.6625,8940
38629,0.6532,9160
38630,0.6556,9112
38631,0.676,8812
38632,0.673,8874
38633,0.6715,8752
38634,0.6624,8990
38635,0.655,9102
38636,0.6529,9094
38637,0.6638,8886
38638,0.66,9054
38639,0.6668,9014
38640,0.6643,9006
38641,0.6666,8906
38642,0.6655,8830
38643,0.6703,8944
38644,0.662,8970
38645,0.6742,8830
38646,0.6617,9006
38647,0.6614,8988
38648,0.6636,8812
38649,0.6654,8938
38650,0.653,9138
38651,0.6599,9040
38652,0.6588,9046
38653,0.6628,8974
38654,0.6605,9000
38655,0.6553,9004
38656,0.6608,9022
38657,0.6643,9034
38658,0.6593,8960
38659,0.6571,9074
38660,0.6477,9286
38661,0.6685,8792
38662,0.6632,8858
38663,0.6583,8836
38664,0.6569,8994
38665,0.6674,8892
38666,0.6687,8784
38667,0.663,8982
38668,0.657,9124
38669,0.6602,8946
38670,0.6676,8786
38671,0.6659,8802
38672,0.6656,8792
38673,0.6674,8902
38674,0.6556,9026
38675,0.6588,8922
38676,0.6613,8902
38677,0.6692,8744
38678,0.6652,8768
38679,0.6613,8924
38680,0.661,9024
38681,0.667,8928
38682,0.6526,9230
38683,0.6571,9100
38684,0.6693,8950
38685,0.6772,8788
38686,0.6673,8866
38687,0.6731,8842
38688,0.6607,8908
38689,0.6561,9086
38690,0.6603,9072
38691,0.6698,8854
38692,0.664,8932
38693,0.661,8940
38694,0.6652,8784
38695,0.6586,8952
38696,0.6629,9044
38697,0.6527,9078
38698,0.6643,8988
38699,0.6638,9018
38700,0.6611,8984
38701,0.6549,9108
38702,0.6684,8820
38703,0.6717,8918
38704,0.6547,9114
38705,0.663,9058
38706,0.657,9000
38707,0.6578,9066
38708,0.6609,8982
38709,0.6615,8960
38710,0.6644,8902
38711,0.6661,8922
38712,0.6663,8886
38713,0.6635,8912
38714,0.6625,8828
38715,0.6649,8910
38716,0.6609,8950
38717,0.6655,8898
38718,0.6646,8894
38719,0.6612,9012
38720,0.664,8934
38721,0.6675,8816
38722,0.6621,8870
38723,0.6644,8916
38724,0.6693,8888
38725,0.6579,8984
38726,0.6519,9202
38727,0.6626,9016
38728,0.664,9002
38729,0.6604,9022
38730,0.6631,9046
38731,0.6641,8928
38732,0.6708,8902
38733,0.6655,9006
38734,0.6469,9282
38735,0.657,9022
38736,0.6663,8862
38737,0.6661,8970
38738,0.6613,8860
38739,0.6637,8838
38740,0.6598,8976
38741,0.6669,8844
38742,0.6619,8926
38743,0.6658,8946
38744,0.6634,9030
38745,0.6625,8860
38746,0.659,8932
38747,0.6598,8998
38748,0.6643,8986
38749,0.6663,8958
38750,0.6581,8986
38751,0.6594,8912
38752,0.6616,8956
38753,0.6756,8744
38754,0.6633,8924
38755,0.6589,9046
38756,0.6616,8906
38757,0.6555,9108
38758,0.6593,8926
38759,0.6599,9038
38760,0.6647,8906
38761,0.6615,9012
38762,0.658,9076
38763,0.6603,9054
38764,0.6602,9014
38765,0.6539,9048
38766,0.6614,9034
38767,0.6632,8970
38768,0.6584,8984
38769,0.6546,9104
38770,0.6595,8956
38771,0.6571,9048
38772,0.667,8808
38773,0.6622,8934
38774,0.659,8958
38775,0.6578,9056
38776,0.6647,8924
38777,0.6647,8966
38778,0.6655,8856
38779,0.6633,8960
38780,0.6537,9108
38781,0.6533,9024
38782,0.6667,8880
38783,0.655,9036
38784,0.6592,8888
38785,0.6679,8804
38786,0.6665,8906
38787,0.6678,8882
38788,0.6616,8802
38789,0.6572,9034
38790,0.6603,9028
38791,0.6642,9034
38792,0.667,8940
38793,0.6577,9064
38794,0.6558,9080
38795,0.6588,9008
38796,0.6685,8894
38797,0.6627,8966
38798,0.6604,8958
38799,0.6676,8996
38800,0.6653,8940
38801,0.6722,8796
38802,0.6655,8916
38803,0.6707,8752
38804,0.6635,8898
38805,0.6665,8912
38806,0.6649,8770
38807,0.6646,8914
38808,0.6629,8976
38809,0.6546,9108
38810,0.6572,9032
38811,0.6612,9118
38812,0.6632,8918
38813,0.6587,8952
38814,0.6533,9140
38815,0.6587,9078
38816,0.6617,8890
38817,0.6665,8836
38818,0.6694,8908
38819,0.6692,8880
38820,0.6704,8654
38821,0.6734,8788
38822,0.6681,8880
38823,0.6738,8874
38824,0.664,8844
38825,0.6699,8826
38826,0.6627,8980
38827,0.6653,8998
38828,0.6574,9040
38829,0.6597,8976
38830,0.6549,9078
38831,0.6661,8958
38832,0.6537,8974
38833,0.6619,8962
38834,0.6628,8866
38835,0.6637,9038
38836,0.6633,8968
38837,0.6639,8918
38838,0.6616,8926
38839,0.6624,8978
38840,0.6667,8950
38841,0.6598,8998
38842,0.6659,8958
38843,0.6574,8912
38844,0.6691,8830
38845,0.6616,8912
38846,0.6694,8810
38847,0.6523,9000
38848,0.661,8988
38849,0.664,9048
38850,0.6597,8946
38851,0.6638,8906
38852,0.6642,8888
38853,0.6603,8960
38854,0.6595,9082
38855,0.6667,8910
38856,0.6551,9018
38857,0.6599,8966
38858,0.6586,9022
38859,0.66,8916
38860,0.6638,8926
38861,0.6581,9068
38862,0.6669,8956
38863,0.6569,8984
38864,0.6623,8880
38865,0.6646,8922
38866,0.6624,8894
38867,0.6609,9034
38868,0.6669,8836
38869,0.6636,8922
38870,0.6616,8916
38871,0.6644,8950
38872,0.6605,8884
38873,0.668,8718
38874,0.6649,8946
38875,0.6625,8942
38876,0.6666,8828
38877,0.668,8918
38878,0.6531,9034
38879,0.6592,8930
38880,0.6649,8890
38881,0.6665,8870
38882,0.6533,9048
38883,0.6574,9052
38884,0.6628,9116
38885,0.6522,9160
38886,0.6565,9022
38887,0.6566,9002
38888,0.6657,8924
38889,0.6668,8886
38890,0.6641,8884
38891,0.6641,8954
38892,0.6595,8964
38893,0.6616,9072
38894,0.6679,8868
38895,0.6652,8818
38896,0.6618,8940
38897,0.6661,8942
38898,0.662,8938
38899,0.663,8910
38900,0.672,8790
38901,0.6684,8706
38902,0.6657,8916
38903,0.6575,9010
38904,0.6574,9046
38905,0.6617,8980
38906,0.6643,8878
38907,0.6627,9032
38908,0.66,8876
38909,0.6631,8844
38910,0.6583,9008
38911,0.6567,9036
38912,0.656,9034
38913,0.6543,9156
38914,0.6588,8902
38915,0.6582,8980
38916,0.6603,8928
38917,0.664,8892
38918,0.6641,8958
38919,0.6613,8970
38920,0.66,8944
38921,0.6666,8746
38922,0.66,9048
38923,0.662,8940
38924,0.6619,8962
38925,0.6708,8844
38926,0.6666,8942
38927,0.6585,9068
38928,0.6631,8998
38929,0.6611,8946
38930,0.6553,9024
38931,0.6577,8974
38932,0.6626,9002
38933,0.6609,8946
38934,0.6583,8912
38935,0.6601,8976
38936,0.6601,8948
38937,0.6736,8848
38938,0.6566,9054
38939,0.6717,8868
38940,0.6719,8928
38941,0.6643,8918
38942,0.6677,8792
38943,0.6679,8936
38944,0.6559,8966
38945,0.6579,9104
38946,0.665,8878
38947,0.6639,8950
38948,0.6637,8840
38949,0.6556,9042
38950,0.6642,8930
38951,0.6595,8962
38952,0.6629,8934
38953,0.6624,8920
38954,0.6591,9044
38955,0.6529,8992
38956,0.6626,9044
38957,0.6564,8968
38958,0.6586,9036
38959,0.6706,8882
38960,0.6657,8916
38961,0.6569,9008
38962,0.6583,9072
38963,0.6676,8788
38964,0.6636,8966
38965,0.6689,8802
38966,0.6628,8880
38967,0.6559,8986
38968,0.6662,8912
38969,0.6608,8890
38970,0.6564,8922
38971,0.6633,8864
38972,0.6616,8972
38973,0.663,8984
38974,0.6549,8988
38975,0.6598,9014
38976,0.6576,9072
38977,0.6582,9078
38978,0.6614,8964
38979,0.662,8922
38980,0.6608,9036
38981,0.6567,9094
38982,0.6613,8846
38983,0.6602,8998
38984,0.6621,9058
38985,0.6584,8896
38986,0.6501,8998
38987,0.6596,9010
38988,0.659,8936
38989,0.6653,8956
38990,0.6603,8916
38991,0.6657,8888
38992,0.6675,8832
38993,0.6567,9022
38994,0.6641,8856
38995,0.664,8948
38996,0.6517,9100
38997,0.6579,8980
38998,0.6613,8868
38999,0.6516,8970
39000,0.657,9082
39001,0.6611,9004
39002,0.6586,9026
39003,0.6531,9064
39004,0.6657,8824
39005,0.6671,8924
39006,0.6738,8792
39007,0.664,8926
39008,0.6615,8942
39009,0.6712,8652
39010,0.661,8920
39011,0.6608,8846
39012,0.6653,8938
39013,0.6624,8894
39014,0.6609,9006
39015,0.6621,8984
39016,0.6551,9068
39017,0.6667,8808
39018,0.6589,8996
39019,0.6605,9056
39020,0.6614,8922
39021,0.6651,8978
39022,0.666,8798
39023,0.6627,8880
39024,0.6607,9060
39025,0.6564,9036
39026,0.6643,9002
39027,0.6574,9020
39028,0.655,9122
39029,0.6524,9118
39030,0.6636,9038
39031,0.6616,9008
39032,0.6649,9074
39033,0.6593,9062
39034,0.6612,8948
39035,0.656,8988
39036,0.6658,8950
39037,0.6644,8990
39038,0.6609,8916
39039,0.6683,8758
39040,0.6682,8816
39041,0.6602,8962
39042,0.6629,8846
39043,0.6602,8984
39044,0.6673,8820
39045,0.6592,8952
39046,0.6604,8968
39047,0.6552,9134
39048,0.6569,9000
39049,0.6678,8800
39050,0.6631,8838
39051,0.6583,8868
39052,0.665,8880
39053,0.6603,9038
39054,0.6699,8862
39055,0.6705,8784
39056,0.6511,9138
39057,0.6595,8936
39058,0.6623,9046
39059,0.6611,8916
39060,0.6655,8800
39061,0.6742,8634
39062,0.6589,8948
39063,0.6646,8870
39064,0.6588,8958
39065,0.659,8970
39066,0.6562,8998
39067,0.6652,8906
39068,0.6647,8912
39069,0.6636,8922
39070,0.6666,8930
39071,0.6625,8932
39072,0.6585,8940
39073,0.6611,8904
39074,0.6615,8878
39075,0.6655,8936
39076,0.6579,9148
39077,0.6563,9070
39078,0.6574,9050
39079,0.6577,8962
39080,0.668,8832
39081,0.6645,9112
39082,0.6688,8868
39083,0.6644,8888
39084,0.6576,9094
39085,0.6599,8960
39086,0.6539,8968
39087,0.662,8930
39088,0.6551,8998
39089,0.6545,8994
39090,0.6603,8978
39091,0.6575,9034
39092,0.659,8940
39093,0.6577,8998
39094,0.6595,8998
39095,0.664,9000
39096,0.6641,8928
39097,0.6606,9052
39098,0.6708,8856
39099,0.6613,8942
39100,0.6673,8830
39101,0.6577,8948
39102,0.6667,8870
39103,0.6719,8838
39104,0.6673,8976
39105,0.663,8900
39106,0.6705,8938
39107,0.6584,9024
39108,0.6564,8990
39109,0.6613,9018
39110,0.6605,9060
39111,0.6611,9024
39112,0.6642,8952
39113,0.6661,8928
39114,0.669,8788
39115,0.6653,9110
39116,0.6703,8760
39117,0.6657,8788
39118,0.6665,8812
39119,0.664,8872
39120,0.6565,9038
39121,0.6647,8902
39122,0.6587,8916
39123,0.6554,9014
39124,0.6661,8882
39125,0.6599,9058
39126,0.6573,8978
39127,0.6539,9052
39128,0.6601,9028
39129,0.6669,8984
39130,0.6655,8938
39131,0.6626,8838
39132,0.6646,8956
39133,0.6561,9106
39134,0.6568,8984
39135,0.6696,8858
39136,0.6638,8916
39137,0.6666,8854
39138,0.6672,8918
39139,0.661,9082
39140,0.6703,8994
39141,0.6628,8990
39142,0.6531,9108
39143,0.6569,8978
39144,0.6511,9004
39145,0.6652,8846
39146,0.6629,8984
39147,0.6628,9050
39148,0.6596,8924
39149,0.6581,9028
39150,0.6584,8932
39151,0.6545,8982
39152,0.6654,8896
39153,0.6655,8896
39154,0.6601,8886
39155,0.6565,9094
39156,0.6611,9002
39157,0.6681,8836
39158,0.6764,8808
39159,0.6617,9000
39160,0.6707,8848
39161,0.6568,9006
39162,0.66,8940
39163,0.6629,8936
39164,0.663,8884
39165,0.6575,9028
39166,0.6641,8828
39167,0.6583,9036
39168,0.6587,8942
39169,0.6605,8910
39170,0.6559,8964
39171,0.6595,9068
39172,0.6638,8924
39173,0.6668,8796
39174,0.6656,8864
39175,0.6546,9004
39176,0.664,8924
39177,0.6607,9014
39178,0.663,8894
39179,0.67,8844
39180,0.6686,8828
39181,0.6585,8988
39182,0.6644,8834
39183,0.6636,8962
39184,0.6549,9104
39185,0.6568,9038
39186,0.6619,8926
39187,0.6634,8950
39188,0.6583,9054
39189,0.6645,8954
39190,0.6685,8784
39191,0.6635,8784
39192,0.6613,9024
39193,0.6605,8922
39194,0.66,8944
39195,0.6564,8908
39196,0.664,8860
39197,0.6559,9118
39198,0.6611,8976
39199,0.6654,8874
39200,0.6731,8856
39201,0.6638,8892
39202,0.6661,9056
39203,0.6625,8954
39204,0.6486,9114
39205,0.6616,8934
39206,0.6561,9098
39207,0.6674,8894
39208,0.6608,9000
39209,0.6653,8926
39210,0.6617,8952
39211,0.6565,9002
39212,0.6551,9000
39213,0.6595,8946
39214,0.661,8964
39215,0.6675,8782
39216,0.6703,8842
39217,0.6666,8924
39218,0.6567,9066
39219,0.6595,9042
39220,0.6639,8920
39221,0.6624,8844
39222,0.6697,8844
39223,0.6545,9130
39224,0.6684,8820
39225,0.6683,8908
39226,0.6637,8918
39227,0.673,8722
39228,0.6642,8952
39229,0.6617,8942
39230,0.6666,9034
39231,0.666,8984
39232,0.6507,8962
39233,0.6532,8982
39234,0.6585,9048
39235,0.6529,8978
39236,0.6584,9048
39237,0.6598,8948
39238,0.662,8830
39239,0.662,8862
39240,0.6595,9000
39241,0.6676,8878
39242,0.6638,8898
39243,0.6594,8956
39244,0.6586,9036
39245,0.6711,8746
39246,0.6638,8986
39247,0.6552,9108
39248,0.6508,9048
39249,0.6589,8834
39250,0.6639,8802
39251,0.6626,8902
39252,0.6591,8976
39253,0.6593,8936
39254,0.6514,9066
39255,0.6623,8936
39256,0.6552,9042
39257,0.6556,9030
39258,0.6583,9022
39259,0.6575,9082
39260,0.6641,8850
39261,0.6598,8964
39262,0.6633,8960
39263,0.6689,8824
39264,0.6591,8950
39265,0.6627,8942
39266,0.6633,8890
39267,0.6552,8980
39268,0.6541,8908
39269,0.6634,8884
39270,0.6629,8914
39271,0.6663,8946
39272,0.6613,9028
39273,0.6653,8978
39274,0.6547,9116
39275,0.6615,8914
39276,0.6526,9084
39277,0.662,8904
39278,0.6718,8854
39279,0.6683,8864
39280,0.6769,8604
39281,0.6579,9006
39282,0.6588,9068
39283,0.6569,9004
39284,0.6539,9088
39285,0.6605,8926
39286,0.6622,8992
39287,0.6503,9064
39288,0.6527,9106
39289,0.6635,8942
39290,0.6582,9034
39291,0.6578,9024
39292,0.6717,8712
39293,0.6713,8846
39294,0.663,8964
39295,0.6642,8928
39296,0.6749,8728
39297,0.6645,8972
39298,0.6603,8894
39299,0.662,8966
39300,0.6626,8932
39301,0.6619,9112
39302,0.6618,8986
39303,0.662,8958
39304,0.6602,8894
39305,0.663,8872
39306,0.6594,8918
39307,0.6583,9052
39308,0.6611,8880
39309,0.669,8898
39310,0.6634,8904
39311,0.6573,9076
39312,0.6653,8964
39313,0.6709,8798
39314,0.672,8896
39315,0.674,8696
39316,0.6612,8950
39317,0.6537,8990
39318,0.6591,8944
39319,0.6582,9026
39320,0.6601,8948
39321,0.6762,8698
39322,0.6543,9130
39323,0.6615,9008
39324,0.6584,9114
39325,0.6564,9046
39326,0.658,9084
39327,0.6664,8946
39328,0.659,9084
39329,0.6621,8894
39330,0.659,8930
39331,0.6606,8784
39332,0.6638,8836
39333,0.6643,8930
39334,0.658,9000
39335,0.6567,9006
39336,0.6631,8838
39337,0.6684,8912
39338,0.6681,8868
39339,0.6684,8798
39340,0.658,8966
39341,0.6633,8904
39342,0.6588,8984
39343,0.6569,8966
39344,0.6595,8898
39345,0.6584,9076
39346,0.6629,8942
39347,0.6598,8944
39348,0.6544,9126
39349,0.671,8832
39350,0.6635,8862
39351,0.6633,9042
39352,0.6578,9016
39353,0.6579,9074
39354,0.6538,9088
39355,0.6655,8914
39356,0.6547,9098
39357,0.6596,8842
39358,0.6608,8928
39359,0.6639,8998
39360,0.6587,8970
39361,0.6605,9070
39362,0.6667,8864
39363,0.6673,8922
39364,0.6624,8974
39365,0.6589,9058
39366,0.6596,8986
39367,0.6652,9022
39368,0.655,8998
39369,0.6533,8966
39370,0.6569,8980
39371,0.6614,8954
39372,0.6568,9012
39373,0.6693,8958
39374,0.6673,8974
39375,0.6626,9010
39376,0.6662,8896
39377,0.6579,8946
39378,0.6641,8858
39379,0.6608,8910
39380,0.6568,8976
39381,0.6635,8920
39382,0.6665,8782
39383,0.6627,8982
39384,0.6594,9074
39385,0.6622,8840
39386,0.6683,8786
39387,0.6753,8724
39388,0.6646,8928
39389,0.6695,8952
39390,0.6645,8954
39391,0.6656,8844
39392,0.6604,9066
39393,0.6589,9124
39394,0.6611,8966
39395,0.6568,9074
39396,0.6681,8844
39397,0.6653,8868
39398,0.6505,8874
39399,0.6575,8984
39400,0.6626,8992
39401,0.6674,8804
39402,0.6644,8892
39403,0.6661,8996
39404,0.6589,9014
39405,0.6614,8940
39406,0.6601,8874
39407,0.6599,8968
39408,0.6559,8988
39409,0.6541,9132
39410,0.6707,8836
39411,0.661,8930
39412,0.6613,8882
39413,0.6554,9038
39414,0.6625,8906
39415,0.6533,9156
39416,0.6561,8992
39417,0.6565,9004
39418,0.6576,9026
39419,0.6591,8916
39420,0.6639,8886
39421,0.6679,8904
39422,0.6641,8952
39423,0.6645,8886
39424,0.6606,8946
39425,0.6645,9066
39426,0.6627,8962
39427,0.6557,9060
39428,0.6612,8920
39429,0.6565,9068
39430,0.6496,9070
39431,0.6559,9132
39432,0.6576,8976
39433,0.6604,8904
39434,0.663,8986
39435,0.6582,8980
39436,0.6579,8970
39437,0.6629,8844
39438,0.6592,9010
39439,0.6551,9008
39440,0.6662,8816
39441,0.6563,9036
39442,0.6615,9014
39443,0.6629,8938
39444,0.6662,8858
39445,0.6635,8924
39446,0.6628,8892
39447,0.6651,9040
39448,0.658,9018
39449,0.6559,8976
39450,0.6528,9186
39451,0.6605,8918
39452,0.6632,8894
39453,0.661,8902
39454,0.662,8946
39455,0.6591,8964
39456,0.6666,8948
39457,0.6585,9070
39458,0.6594,8998
39459,0.6577,9008
39460,0.6695,8910
39461,0.6708,8794
39462,0.6645,9032
39463,0.6673,8916
39464,0.6616,8928
39465,0.6643,8970
39466,0.66,8904
39467,0.6682,8988
39468,0.6616,8952
39469,0.6573,9064
39470,0.6584,8826
39471,0.6622,9010
39472,0.6689,8844
39473,0.6642,8802
39474,0.6594,9064
39475,0.6597,9090
39476,0.6684,8834
39477,0.6654,8926
39478,0.6741,8708
39479,0.6639,8956
39480,0.6686,8796
39481,0.6698,8900
39482,0.6595,8912
39483,0.6576,8948
39484,0.6635,8838
39485,0.6645,8866
39486,0.6654,8758
39487,0.6634,9036
39488,0.6605,9088
39489,0.6625,8894
39490,0.6645,8924
39491,0.6639,8826
39492,0.6564,9050
39493,0.6556,9038
39494,0.6611,8934
39495,0.6559,9034
39496,0.6625,8942
39497,0.6574,8946
39498,0.6598,8930
39499,0.6585,8918
39500,0.6569,9060
39501,0.6634,8896
39502,0.6648,8868
39503,0.6641,9018
39504,0.6595,8956
39505,0.6607,9084
39506,0.6535,9046
39507,0.6575,8954
39508,0.6533,8972
39509,0.6577,9066
39510,0.6546,9176
39511,0.6599,8988
39512,0.6623,8894
39513,0.6588,9006
39514,0.657,8954
39515,0.6616,8934
39516,0.6584,9086
39517,0.6623,8962
