mc_step,rho_C,L_CD
25370,0.6613,8912
25371,0.6574,9038
25372,0.6641,9026
25373,0.6716,8864
25374,0.6639,9046
25375,0.6629,8820
25376,0.6644,8964
25377,0.6637,8936
25378,0.6628,9116
25379,0.6557,9106
25380,0.6623,9000
25381,0.6685,8950
25382,0.6624,8922
25383,0.6607,9016
25384,0.662,8934
25385,0.6568,8958
25386,0.6583,8952
25387,0.6559,9100
25388,0.6595,9124
25389,0.668,8956
25390,0.6644,8950
25391,0.6564,9132
25392,0.6652,9010
25393,0.6637,9012
25394,0.6657,8992
25395,0.6601,9016
25396,0.667,8894
25397,0.6569,9144
25398,0.6641,9010
25399,0.6667,8946
25400,0.6641,9022
25401,0.6633,8960
25402,0.6637,8988
25403,0.6691,8896
25404,0.6629,8828
25405,0.6691,8856
25406,0.6603,9042
25407,0.659,9018
25408,0.6547,9086
25409,0.6561,9078
25410,0.6522,9168
25411,0.6572,9054
25412,0.6538,9064
25413,0.6522,9004
25414,0.667,8872
25415,0.6606,8970
25416,0.6699,8886
25417,0.6653,8858
25418,0.6669,9040
25419,0.6584,8978
25420,0.6607,8854
25421,0.6625,8900
25422,0.6575,9046
25423,0.6622,8800
25424,0.6555,9004
25425,0.6622,8992
25426,0.6709,8930
25427,0.6566,9000
25428,0.6575,8956
25429,0.6666,8852
25430,0.6575,9022
25431,0.6556,8866
25432,0.6598,8944
25433,0.6604,8978
25434,0.6583,9052
25435,0.6528,9060
25436,0.6598,8930
25437,0.6591,8900
25438,0.6549,9000
25439,0.6562,8942
25440,0.6628,8920
25441,0.6625,9060
25442,0.6646,8992
25443,0.6686,8838
25444,0.672,8850
25445,0.6553,9048
25446,0.6558,9026
25447,0.6525,9084
25448,0.6621,9044
25449,0.6699,8896
25450,0.6601,8952
25451,0.6587,8998
25452,0.663,9016
25453,0.6615,9024
25454,0.6644,8770
25455,0.6586,9008
25456,0.6631,9004
25457,0.6665,8868
25458,0.6691,8854
25459,0.6609,9012
25460,0.6614,9000
25461,0.666,8828
25462,0.6648,9038
25463,0.6622,8964
25464,0.6655,8920
25465,0.6539,9082
25466,0.6566,8958
25467,0.6589,8956
25468,0.6662,8850
25469,0.6671,8914
25470,0.6604,8960
25471,0.6597,8914
25472,0.6624,8978
25473,0.6631,8952
25474,0.6649,8998
25475,0.6565,9104
25476,0.661,9024
25477,0.6671,8964
25478,0.6615,8964
25479,0.6649,8882
25480,0.6575,8932
25481,0.6604,9096
25482,0.6691,8888
25483,0.6644,8844
25484,0.6615,8970
25485,0.6635,8898
25486,0.6582,8850
25487,0.669,8870
25488,0.6655,8960
25489,0.6584,9090
25490,0.6645,8952
25491,0.6623,8994
25492,0.6673,8912
25493,0.6635,8986
25494,0.6656,8898
25495,0.6585,9030
25496,0.6597,9050
25497,0.6665,8816
25498,0.6662,8846
25499,0.6622,8936
25500,0.6687,8864
25501,0.6589,9062
25502,0.6585,8960
25503,0.6649,8920
25504,0.6611,8934
25505,0.6587,9108
25506,0.6595,9104
25507,0.6591,8990
25508,0.6583,8968
25509,0.6602,8814
25510,0.6564,9046
25511,0.6617,8952
25512,0.6678,8744
25513,0.6586,8888
25514,0.6656,8804
25515,0.6665,8962
25516,0.6595,8972
25517,0.6516,8864
25518,0.6699,8768
25519,0.6671,8778
25520,0.6646,8826
25521,0.6662,8978
25522,0.6701,8856
25523,0.6577,9034
25524,0.6569,9092
25525,0.6578,8956
25526,0.6515,9214
25527,0.6631,8944
25528,0.6602,8940
25529,0.6628,9036
25530,0.6577,8964
25531,0.6583,9048
25532,0.6588,9030
25533,0.6626,8920
25534,0.6649,8890
25535,0.6619,8970
25536,0.6695,8896
25537,0.6614,8888
25538,0.6661,8820
25539,0.6664,8950
25540,0.6578,8924
25541,0.6552,9026
25542,0.6587,8978
25543,0.6535,9164
25544,0.6597,8992
25545,0.6654,8904
25546,0.6521,9070
25547,0.6646,8856
25548,0.6635,8992
25549,0.67,8872
25550,0.6595,9090
25551,0.6606,9008
25552,0.6632,9078
25553,0.6531,9032
25554,0.6547,8966
25555,0.665,8850
25556,0.6631,8954
25557,0.664,8990
25558,0.6634,8952
25559,0.6654,8886
25560,0.661,8920
25561,0.6575,9102
25562,0.6647,8856
25563,0.6591,8904
25564,0.6568,9034
25565,0.6596,8946
25566,0.6649,9006
25567,0.6604,9026
25568,0.6665,8932
25569,0.6591,9006
25570,0.6665,9004
25571,0.6682,8748
25572,0.6708,8788
25573,0.665,8932
25574,0.6587,9064
25575,0.6629,8914
25576,0.6597,8902
25577,0.665,8906
25578,0.6623,8982
25579,0.6583,9138
25580,0.6623,8932
25581,0.6582,8988
25582,0.6569,8922
25583,0.6623,8934
25584,0.6651,8832
25585,0.6648,8830
25586,0.6633,8906
25587,0.6592,8950
25588,0.6626,8912
25589,0.6628,8900
25590,0.6623,8948
25591,0.6609,8994
25592,0.6652,8890
25593,0.6601,8940
25594,0.6638,8896
25595,0.6612,8994
25596,0.6617,9014
25597,0.6605,9004
25598,0.6659,8988
25599,0.6576,8972
25600,0.664,8950
25601,0.6643,9030
25602,0.658,9026
25603,0.6653,8912
25604,0.6611,8984
25605,0.6652,8970
25606,0.665,8934
25607,0.651,9180
25608,0.6606,9012
25609,0.6604,8948
25610,0.6603,8878
25611,0.671,8942
25612,0.6622,8966
25613,0.6689,8812
25614,0.6692,8840
25615,0.6615,8950
25616,0.6521,9060
25617,0.6649,8972
25618,0.6585,8984
25619,0.659,9014
25620,0.6571,8940
25621,0.6584,8980
25622,0.6625,8974
25623,0.6639,8996
25624,0.6516,9124
25625,0.6648,8892
25626,0.6615,8910
25627,0.6584,8910
25628,0.651,9164
25629,0.6582,8924
25630,0.6637,8902
25631,0.6592,9008
25632,0.6651,8848
25633,0.6667,8896
25634,0.6638,8918
25635,0.67,8752
25636,0.667,8904
25637,0.6568,8986
25638,0.6595,8988
25639,0.665,8900
25640,0.6619,8958
25641,0.6693,8862
25642,0.6561,8976
25643,0.6566,9066
25644,0.6545,9018
25645,0.6493,9080
25646,0.665,8798
25647,0.6637,9006
25648,0.6595,8954
25649,0.6676,8976
25650,0.6658,8886
25651,0.6624,8992
25652,0.6676,8970
25653,0.6646,9036
25654,0.6606,8996
25655,0.6574,8866
25656,0.6641,8916
25657,0.6604,9036
25658,0.6675,8896
25659,0.6715,8806
25660,0.6737,8756
25661,0.6604,8872
25662,0.6632,9052
25663,0.6543,9016
25664,0.6632,8914
25665,0.6654,8790
25666,0.6594,9034
25667,0.6584,9114
25668,0.6536,9064
25669,0.6515,9052
25670,0.6561,9042
25671,0.6574,9000
25672,0.6643,9034
25673,0.6581,8968
25674,0.6602,9042
25675,0.6634,8952
25676,0.6552,8972
25677,0.6639,8834
25678,0.6628,8880
25679,0.6534,9132
25680,0.6509,9188
25681,0.6579,9050
25682,0.6625,8836
25683,0.6627,8916
25684,0.6625,8870
25685,0.6613,8976
25686,0.6611,8942
25687,0.6603,9022
25688,0.661,9090
25689,0.6658,9038
25690,0.6657,8852
25691,0.6684,8878
25692,0.6607,8888
25693,0.6588,8944
25694,0.663,8898
25695,0.6665,8848
25696,0.6693,8862
25697,0.6611,8944
25698,0.6643,9008
25699,0.6564,9004
25700,0.6602,8982
25701,0.6595,9120
25702,0.6605,9064
25703,0.6607,9018
25704,0.6655,8924
25705,0.6581,9068
25706,0.6545,8998
25707,0.6634,9036
25708,0.6609,8992
25709,0.6599,8962
25710,0.6606,8992
25711,0.664,8786
25712,0.6624,8966
25713,0.6669,8812
25714,0.6569,9040
25715,0.658,9076
25716,0.6626,8986
25717,0.6734,8734
25718,0.6708,8812
25719,0.6653,9022
25720,0.6615,9070
25721,0.661,8910
25722,0.6643,8892
25723,0.6668,9012
25724,0.6653,8956
25725,0.6631,8932
25726,0.6643,8976
25727,0.6604,8942
25728,0.6555,8994
25729,0.6653,8866
25730,0.6589,9016
25731,0.6641,8964
25732,0.6639,9018
25733,0.6656,8964
25734,0.6626,9136
25735,0.6676,8980
25736,0.6625,8912
25737,0.6603,8934
25738,0.657,8994
25739,0.6655,8876
25740,0.6616,8860
25741,0.6633,8900
25742,0.6551,8998
25743,0.6622,9000
25744,0.6671,8940
25745,0.6615,8948
25746,0.6661,8940
25747,0.6601,8968
25748,0.6546,9030
25749,0.65,8984
25750,0.6546,9078
25751,0.6539,9094
25752,0.6548,9046
25753,0.6608,8976
25754,0.6597,8944
25755,0.6628,9032
25756,0.6684,8796
25757,0.6599,9078
25758,0.6628,8854
25759,0.6592,8862
25760,0.6648,8912
25761,0.6694,8876
25762,0.6589,9014
25763,0.6602,8942
25764,0.6591,8912
25765,0.6667,8920
25766,0.6541,9086
25767,0.6611,8956
25768,0.6515,9094
25769,0.6583,8926
25770,0.6562,9044
25771,0.6668,8884
25772,0.6649,8940
25773,0.6643,8922
25774,0.6673,8862
25775,0.6654,8868
25776,0.6669,9026
25777,0.6656,8944
25778,0.6635,8856
25779,0.6674,8876
25780,0.6604,8912
25781,0.6669,8948
25782,0.663,8880
25783,0.6651,8946
25784,0.6645,8966
25785,0.6673,8934
25786,0.6641,9012
25787,0.662,8912
25788,0.6669,8910
25789,0.661,8984
25790,0.6639,8936
25791,0.6588,8930
25792,0.6622,8934
25793,0.6627,8812
25794,0.6649,8964
25795,0.6623,9084
25796,0.6615,8992
25797,0.6602,8900
25798,0.66,8950
25799,0.6534,9106
25800,0.6564,9034
25801,0.6626,9014
25802,0.6625,8968
25803,0.6638,8864
25804,0.6647,8764
25805,0.6637,8896
25806,0.6574,8970
25807,0.6562,9018
25808,0.6601,8966
25809,0.6673,8968
25810,0.6642,8920
25811,0.6572,8974
25812,0.6645,8944
25813,0.6574,8978
25814,0.6693,8926
25815,0.6765,8738
25816,0.6681,8882
25817,0.6677,8934
25818,0.6651,8996
25819,0.6608,8836
25820,0.6642,8872
25821,0.6601,9054
25822,0.6623,9090
25823,0.6632,8826
25824,0.6604,9062
25825,0.6575,8920
25826,0.6683,8876
25827,0.6614,8878
25828,0.6647,8756
25829,0.6722,8778
25830,0.6651,8982
25831,0.666,8920
25832,0.6639,8834
25833,0.6555,9130
25834,0.6691,8882
25835,0.6606,8962
25836,0.6594,9018
25837,0.6601,9002
25838,0.666,8810
25839,0.6694,8892
25840,0.6698,8762
25841,0.6625,9036
25842,0.6629,8892
25843,0.6659,8828
25844,0.6615,8930
25845,0.6606,8892
25846,0.6607,8872
25847,0.6536,8992
25848,0.6636,8982
25849,0.6667,9002
25850,0.6671,8828
25851,0.6689,8920
25852,0.6646,8834
25853,0.6626,8998
25854,0.6625,8986
25855,0.6566,9008
25856,0.6593,8950
25857,0.669,8952
25858,0.6632,8838
25859,0.6564,9116
25860,0.6619,8974
25861,0.6664,8822
25862,0.6635,8828
25863,0.6672,8868
25864,0.6512,9132
25865,0.6587,9028
25866,0.6631,8962
25867,0.6645,8766
25868,0.6583,9138
25869,0.6576,9086
25870,0.6608,8926
25871,0.6665,8836
25872,0.6612,8890
25873,0.668,8840
25874,0.6641,8902
25875,0.662,8970
25876,0.6634,9016
25877,0.6588,8926
25878,0.6574,8958
25879,0.6645,8892
25880,0.67,8944
25881,0.6637,8930
25882,0.66,9054
25883,0.6526,9154
25884,0.6505,9012
25885,0.6613,8982
25886,0.6615,8908
25887,0.6636,8924
25888,0.6557,9058
25889,0.6616,8998
25890,0.6635,8930
25891,0.6726,8758
25892,0.6696,8826
25893,0.6789,8802
25894,0.6621,8940
25895,0.6542,9084
25896,0.6607,9008
25897,0.6574,9074
25898,0.6553,9094
25899,0.6557,8948
25900,0.6641,8934
25901,0.6629,8936
25902,0.6615,8900
25903,0.6515,9092
25904,0.6673,8836
25905,0.6628,9120
25906,0.6535,9198
25907,0.6693,8844
25908,0.6686,8912
25909,0.6615,9010
25910,0.6665,8828
25911,0.6662,8878
25912,0.6571,9050
25913,0.662,9060
25914,0.6571,9030
25915,0.6554,9130
25916,0.6613,8938
25917,0.6638,9036
25918,0.6649,8950
25919,0.6634,8906
25920,0.6591,9060
25921,0.66,8922
25922,0.6627,8976
25923,0.6642,8782
25924,0.6618,8910
25925,0.6618,9082
25926,0.6571,9012
25927,0.6553,9020
25928,0.6537,9154
25929,0.6733,8842
25930,0.6604,9022
25931,0.6629,8872
25932,0.6629,9008
25933,0.6586,9044
25934,0.6542,9026
25935,0.6627,8900
25936,0.6729,8744
25937,0.6597,9074
25938,0.6506,9154
25939,0.6579,9052
25940,0.6561,9022
25941,0.6589,8832
25942,0.6623,9092
25943,0.6575,9074
25944,0.6633,8842
25945,0.6598,8828
25946,0.6528,9106
25947,0.6716,9020
25948,0.6712,8942
25949,0.6682,8872
25950,0.6643,8902
25951,0.6583,8932
25952,0.6494,9026
25953,0.6549,9096
25954,0.6666,8850
25955,0.6593,9008
25956,0.6624,8920
25957,0.6642,8834
25958,0.6604,9004
25959,0.6652,8888
25960,0.6723,8780
25961,0.6666,8856
25962,0.6618,8828
25963,0.6569,9082
25964,0.6635,9006
25965,0.6676,8762
25966,0.6576,8908
25967,0.6557,8962
25968,0.6608,9016
25969,0.6627,8904
25970,0.6657,8806
25971,0.6622,9070
25972,0.6563,9022
25973,0.6568,9002
25974,0.6617,8830
25975,0.6546,9000
25976,0.6699,8894
25977,0.6564,9096
25978,0.6527,9064
25979,0.6548,9038
25980,0.6513,9184
25981,0.6644,8780
25982,0.659,9032
25983,0.6669,8826
25984,0.6622,8880
25985,0.6642,8922
25986,0.6638,8926
25987,0.6602,8988
25988,0.6664,8906
25989,0.6675,8964
25990,0.6654,8964
25991,0.6634,8852
25992,0.6681,8900
25993,0.6623,8846
25994,0.6513,8966
25995,0.6647,8898
25996,0.6614,9002
25997,0.6596,9082
25998,0.6657,8926
25999,0.6563,9062
26000,0.6589,8854
26001,0.6581,8962
26002,0.6607,8906
26003,0.6635,8782
26004,0.6655,8946
26005,0.6711,8822
26006,0.6586,9004
26007,0.6585,8934
26008,0.6472,9062
26009,0.6607,8956
26010,0.6548,9052
26011,0.6631,9016
26012,0.665,8972
26013,0.6648,9028
26014,0.6645,8836
26015,0.6582,8960
26016,0.6656,8998
26017,0.6712,8846
26018,0.6642,8950
26019,0.6608,8948
26020,0.668,8670
26021,0.6584,8986
26022,0.6625,8938
26023,0.6681,8776
26024,0.6662,8894
26025,0.6572,9000
26026,0.6606,8812
26027,0.6593,9004
26028,0.6624,8938
26029,0.6635,8990
26030,0.6635,8824
26031,0.6658,8918
26032,0.6594,8994
26033,0.6587,8952
26034,0.6548,9150
26035,0.6654,8892
26036,0.6681,8892
26037,0.6609,8854
26038,0.6568,9032
26039,0.6653,8858
26040,0.6556,8970
26041,0.6553,9016
26042,0.6594,8978
26043,0.6657,8914
26044,0.6544,9118
26045,0.6609,9000
26046,0.6602,9012
26047,0.6622,8956
26048,0.6572,9084
26049,0.6624,8984
26050,0.6597,9030
26051,0.6595,8978
26052,0.6656,9012
26053,0.6613,9004
26054,0.6602,9044
26055,0.6662,9062
26056,0.6624,9068
26057,0.6573,8922
26058,0.659,8966
26059,0.6596,9090
26060,0.6542,9030
26061,0.6571,9020
26062,0.6652,8928
26063,0.6642,8962
26064,0.655,8964
26065,0.6538,9094
26066,0.6644,8880
26067,0.6575,9092
26068,0.6529,9158
26069,0.6725,8886
26070,0.6645,8926
26071,0.6662,8910
26072,0.6601,9038
26073,0.6713,9012
26074,0.6618,8928
26075,0.6609,9008
26076,0.6698,8842
26077,0.667,8780
26078,0.6675,8818
26079,0.6644,8888
26080,0.6586,8986
26081,0.6612,9036
26082,0.666,8974
26083,0.6546,9036
26084,0.6552,9124
26085,0.6595,9114
26086,0.658,8956
26087,0.6612,8974
26088,0.6663,8892
26089,0.6637,9110
26090,0.6606,8906
26091,0.657,9012
26092,0.6588,8960
26093,0.6598,9022
26094,0.6635,9024
26095,0.6638,8938
26096,0.6585,8932
26097,0.6524,9082
26098,0.6596,8956
26099,0.654,9080
26100,0.6566,8962
26101,0.6711,8758
26102,0.6666,8872
26103,0.6598,9032
26104,0.6573,9032
26105,0.6642,8916
26106,0.6583,8958
26107,0.6492,9152
26108,0.6595,9000
26109,0.6638,9054
26110,0.6552,9012
26111,0.651,9164
26112,0.66,8918
26113,0.6661,8842
26114,0.6648,8896
26115,0.6669,8780
26116,0.6586,8980
26117,0.6622,8998
26118,0.6641,8892
26119,0.6681,8912
26120,0.6602,8966
26121,0.6677,8908
26122,0.6615,9070
26123,0.6647,8970
26124,0.6637,8920
26125,0.6565,8982
26126,0.6554,9130
26127,0.6692,8996
26128,0.6629,8832
26129,0.6579,9012
26130,0.6648,8908
26131,0.6607,9108
26132,0.6573,9060
26133,0.6594,8994
26134,0.6637,8944
26135,0.6676,8944
26136,0.6568,9044
26137,0.663,8974
26138,0.655,9120
26139,0.656,9154
26140,0.6604,8896
26141,0.6675,8978
26142,0.6641,8948
26143,0.6682,8876
26144,0.6681,8832
26145,0.6664,8946
26146,0.6588,9036
26147,0.6602,8908
26148,0.6609,8996
26149,0.6571,9062
26150,0.6634,8936
26151,0.6575,8936
26152,0.6625,8834
26153,0.6763,8770
26154,0.6685,8918
26155,0.6609,8982
26156,0.6636,8900
26157,0.6622,8942
26158,0.6668,8878
26159,0.6617,8984
26160,0.6657,8958
26161,0.6635,8970
26162,0.6555,9044
26163,0.6512,9074
26164,0.6595,9056
26165,0.6598,9024
26166,0.6681,8908
26167,0.6619,8932
26168,0.6641,9016
26169,0.6653,8990
26170,0.6586,8940
26171,0.66,8964
26172,0.6664,8854
26173,0.6531,8894
26174,0.6548,9038
26175,0.6647,8860
26176,0.6669,8836
26177,0.6622,9004
26178,0.6686,8826
26179,0.659,9086
26180,0.6618,8990
26181,0.6619,8966
26182,0.6615,8852
26183,0.6586,9090
26184,0.6707,8830
26185,0.6738,8854
26186,0.66,8958
26187,0.6649,8936
26188,0.6564,8956
26189,0.6598,9028
26190,0.6566,8974
26191,0.6616,8902
26192,0.6651,8880
26193,0.6581,9060
26194,0.6665,8994
26195,0.6586,8988
26196,0.6669,8990
26197,0.6659,8818
26198,0.6601,8950
26199,0.676,8774
26200,0.6698,8728
26201,0.656,9042
26202,0.6561,9098
26203,0.6606,9020
26204,0.6535,9070
26205,0.664,8950
26206,0.6699,8868
26207,0.6579,9022
26208,0.6546,9006
26209,0.6572,9096
26210,0.6515,9078
26211,0.6636,8966
26212,0.6679,8904
26213,0.6671,8948
26214,0.6701,8916
26215,0.6676,8832
26216,0.6629,8814
26217,0.6643,8924
26218,0.666,8868
26219,0.6607,8964
26220,0.6519,9090
26221,0.6599,8942
26222,0.6518,9188
26223,0.663,9084
26224,0.6704,8880
26225,0.6721,8842
26226,0.6666,8910
26227,0.6614,8838
26228,0.6554,9108
26229,0.6599,8904
26230,0.6703,8824
26231,0.6668,8896
26232,0.6653,8896
26233,0.6587,8984
26234,0.671,8796
26235,0.6692,8806
26236,0.6591,9002
26237,0.6701,8918
26238,0.6639,8908
26239,0.6574,8920
26240,0.6552,9114
26241,0.6569,9066
26242,0.6636,8874
26243,0.6548,8964
26244,0.6534,8962
26245,0.6573,9056
26246,0.6553,8974
26247,0.6649,9018
26248,0.6553,8914
26249,0.6684,8870
26250,0.669,8806
26251,0.6648,8970
26252,0.6612,8980
26253,0.6638,8944
26254,0.6691,8690
26255,0.6669,8902
26256,0.6611,9002
26257,0.6625,8872
26258,0.6562,9014
26259,0.6617,8940
26260,0.6653,9022
26261,0.6647,8880
26262,0.6635,8824
26263,0.6598,9004
26264,0.6664,8848
26265,0.6692,8756
26266,0.6536,9052
26267,0.6642,8960
26268,0.6591,9024
26269,0.6592,8940
26270,0.6555,9048
26271,0.6587,9074
26272,0.6645,8896
26273,0.6624,9006
26274,0.667,8882
26275,0.6544,9084
26276,0.6653,8930
26277,0.6623,9030
26278,0.6675,8854
26279,0.6665,8838
26280,0.662,8974
26281,0.669,8762
26282,0.6665,8808
26283,0.6638,8922
26284,0.6604,8912
26285,0.6661,8886
26286,0.6708,8856
26287,0.6645,9092
26288,0.6552,9168
26289,0.6637,8904
26290,0.6724,8818
26291,0.6652,8840
26292,0.6675,8862
26293,0.6585,8890
26294,0.6567,9092
26295,0.6575,8946
26296,0.6585,9072
26297,0.6694,8838
26298,0.6626,9088
26299,0.6532,9024
26300,0.6578,9090
26301,0.6533,8972
26302,0.6586,8958
26303,0.6616,9006
26304,0.6557,9064
26305,0.6642,8894
26306,0.6576,8984
26307,0.6533,9074
26308,0.6584,8920
26309,0.6581,9094
26310,0.6576,9046
26311,0.6504,9116
26312,0.6597,9106
26313,0.6589,8900
26314,0.6643,8906
26315,0.6654,8998
26316,0.6676,8830
26317,0.6678,8880
26318,0.6632,8924
26319,0.6597,9046
26320,0.6601,9022
26321,0.6624,8962
26322,0.6621,8942
26323,0.6567,9124
26324,0.6582,9090
26325,0.6602,8968
26326,0.6512,9086
26327,0.6491,9016
26328,0.6619,8860
26329,0.656,8948
26330,0.6545,9040
26331,0.6551,8968
26332,0.6634,8936
26333,0.6566,9006
26334,0.6533,9062
26335,0.6653,8938
26336,0.6574,9012
26337,0.6576,8922
26338,0.6757,8770
26339,0.6671,8854
26340,0.6664,8944
26341,0.6528,9062
26342,0.6569,8998
26343,0.6651,9050
26344,0.6652,8892
26345,0.6657,8850
26346,0.6653,8886
26347,0.6699,8870
26348,0.6623,8912
26349,0.6666,8864
26350,0.6684,8832
26351,0.6635,8920
26352,0.663,9056
26353,0.6618,8998
26354,0.6575,8844
26355,0.6577,9124
26356,0.6611,8846
26357,0.6656,8934
26358,0.6639,8922
26359,0.6661,8982
26360,0.6569,8978
26361,0.6641,9054
26362,0.6608,8956
26363,0.6583,9000
26364,0.6612,9042
26365,0.6639,8980
26366,0.6612,8948
26367,0.6632,8860
26368,0.6633,9018
26369,0.6604,8852
26370,0.6636,8892
26371,0.6676,8954
26372,0.6554,9016
26373,0.6656,8928
26374,0.6635,8758
26375,0.6595,8970
26376,0.6671,8862
26377,0.6743,8584
26378,0.6634,8948
26379,0.6559,9022
26380,0.6548,9068
26381,0.6558,9076
26382,0.6581,8952
26383,0.659,8968
26384,0.6652,8846
26385,0.6669,8884
26386,0.6622,8982
26387,0.6611,8960
26388,0.6565,8910
26389,0.6603,8964
26390,0.6597,8920
26391,0.6641,9004
26392,0.6661,8912
26393,0.6635,8860
26394,0.6651,8934
26395,0.6612,8930
26396,0.6573,8946
26397,0.6576,9038
26398,0.6553,8950
26399,0.6579,8914
26400,0.6613,9100
26401,0.6558,9024
26402,0.6611,8940
26403,0.6698,8864
26404,0.6613,9022
26405,0.6651,8838
26406,0.6596,8910
26407,0.6605,8858
26408,0.6578,9022
26409,0.6669,8892
26410,0.6645,8836
26411,0.6583,8950
26412,0.6576,8868
26413,0.6564,9014
26414,0.6567,8974
26415,0.6549,9100
26416,0.6711,8874
26417,0.6528,9034
26418,0.6673,8802
26419,0.6596,9086
26420,0.6624,8920
26421,0.6549,9032
26422,0.6598,8846
26423,0.6587,8926
26424,0.6541,9052
26425,0.659,9028
26426,0.657,9022
26427,0.6575,9070
26428,0.6569,8964
26429,0.6665,8876
26430,0.6624,8874
26431,0.6658,8858
26432,0.6514,9056
26433,0.6669,8856
26434,0.6667,8728
26435,0.669,8852
26436,0.654,9100
26437,0.6665,8906
26438,0.6611,8928
26439,0.6625,8980
26440,0.6611,8854
26441,0.6584,9036
26442,0.6663,8888
26443,0.6572,8992
26444,0.6657,9044
26445,0.6591,8920
26446,0.6609,9094
26447,0.6571,8978
26448,0.6712,8820
26449,0.6596,8930
26450,0.6675,8838
26451,0.6667,8854
26452,0.6603,8940
26453,0.6697,8842
26454,0.6674,8962
26455,0.6723,8824
26456,0.6665,8888
26457,0.6603,8872
26458,0.6688,8962
26459,0.6708,8866
26460,0.6613,8956
26461,0.6552,8954
26462,0.6619,8914
26463,0.6584,8998
26464,0.6574,8886
26465,0.6552,9128
26466,0.6629,8928
26467,0.6578,8904
26468,0.6688,8886
26469,0.6663,8850
26470,0.6647,8958
26471,0.6677,8920
26472,0.6628,8836
26473,0.6634,8910
26474,0.6621,8960
26475,0.66,8908
26476,0.6605,8946
26477,0.6612,8940
26478,0.6563,8940
26479,0.655,8978
26480,0.6711,8880
26481,0.6718,8838
26482,0.6646,8852
26483,0.6525,8922
26484,0.6602,8944
26485,0.663,9018
26486,0.6615,9152
26487,0.6603,9048
26488,0.6595,8954
26489,0.6609,9096
26490,0.6621,9088
26491,0.6631,9030
26492,0.6522,9144
26493,0.6589,8924
26494,0.672,8832
26495,0.6671,8852
26496,0.6617,8978
26497,0.6555,9134
26498,0.6582,8966
26499,0.6658,8874
26500,0.6664,8942
26501,0.6706,8870
26502,0.6635,8906
26503,0.658,9004
26504,0.6632,8850
26505,0.6621,8918
26506,0.658,8930
26507,0.6692,9000
26508,0.6659,8886
26509,0.6684,8918
26510,0.6618,9110
26511,0.6608,9036
26512,0.6575,9020
26513,0.6566,9078
26514,0.661,9010
26515,0.6589,8956
26516,0.6598,8900
26517,0.6597,8904
26518,0.6665,8928
26519,0.6695,8958
26520,0.6716,8872
26521,0.6693,8778
26522,0.6594,8982
26523,0.6631,8884
26524,0.6604,9026
26525,0.6676,8918
26526,0.6619,8904
26527,0.6642,8944
26528,0.6573,9028
26529,0.6571,9026
26530,0.6663,8990
26531,0.6663,8794
26532,0.6649,9038
26533,0.6622,8934
26534,0.6612,8948
26535,0.6635,8992
26536,0.6608,8886
26537,0.6583,8968
26538,0.6643,8834
26539,0.6561,8866
26540,0.6557,9122
26541,0.6574,8968
26542,0.662,9024
26543,0.6651,8892
26544,0.6576,9014
26545,0.6579,8840
26546,0.6583,8942
26547,0.6656,8816
26548,0.6588,8936
26549,0.6683,8878
26550,0.6689,8824
26551,0.6672,8776
26552,0.6666,8962
26553,0.6632,8960
26554,0.6609,8890
26555,0.6528,8968
26556,0.6557,9186
26557,0.6542,9030
26558,0.6564,8976
26559,0.6617,8988
26560,0.6573,8974
26561,0.6656,8898
26562,0.6627,8868
26563,0.6689,8878
26564,0.6666,8998
26565,0.6574,8976
26566,0.6566,9022
26567,0.6693,8744
26568,0.6601,8948
26569,0.6591,9002
26570,0.6572,8912
26571,0.6592,9012
26572,0.6603,8894
26573,0.6563,8900
26574,0.656,8966
26575,0.6533,9194
26576,0.6677,8914
26577,0.6728,8876
26578,0.6686,9012
26579,0.6622,8960
26580,0.6544,9040
26581,0.6663,8900
26582,0.6692,8896
26583,0.6671,8908
26584,0.6543,8986
26585,0.6656,8934
26586,0.6686,8926
26587,0.6613,9052
26588,0.6615,9034
26589,0.6615,9014
26590,0.6609,8954
26591,0.6525,9056
26592,0.6646,8894
26593,0.6621,8920
26594,0.6698,8808
26595,0.6622,9052
26596,0.651,9098
26597,0.6678,8832
26598,0.6675,8928
26599,0.6698,9074
26600,0.6704,8804
26601,0.6701,8844
26602,0.6599,8996
26603,0.6624,9000
26604,0.6656,8856
26605,0.6577,8894
26606,0.6667,8928
26607,0.6629,8932
26608,0.6554,9114
26609,0.6542,9056
26610,0.646,9182
26611,0.6516,8990
26612,0.658,9052
26613,0.6688,8842
26614,0.6679,8886
26615,0.661,9006
26616,0.6618,8910
26617,0.6624,8916
26618,0.6608,8924
26619,0.668,8812
26620,0.6662,9016
26621,0.6673,8778
26622,0.6638,8928
26623,0.6685,8760
26624,0.6605,9034
26625,0.6604,9028
26626,0.6663,8884
26627,0.6673,8940
26628,0.6572,9078
26629,0.655,9070
26630,0.6639,8954
26631,0.6598,8926
26632,0.6627,8938
26633,0.6571,9014
26634,0.6592,9052
26635,0.6485,9062
26636,0.6561,9066
26637,0.655,8962
26638,0.6603,9038
26639,0.6599,8944
26640,0.6692,8864
26641,0.6618,8972
26642,0.6672,8854
26643,0.6611,8878
26644,0.6549,9066
26645,0.6626,8828
26646,0.6624,8876
26647,0.6594,8984
26648,0.6607,9010
26649,0.657,8990
