mc_step,rho_C,rho_CD
2295,0.1916,0.304
2296,0.192,0.3112
2297,0.2012,0.3164
2298,0.2,0.3236
2299,0.1948,0.3096
2300,0.1976,0.3168
2301,0.2068,0.3256
2302,0.1892,0.316
2303,0.1944,0.31
2304,0.2092,0.3344
2305,0.19,0.3084
2306,0.1948,0.312
2307,0.2164,0.3384
2308,0.1908,0.306
2309,0.2004,0.3168
2310,0.1884,0.2924
2311,0.2124,0.3364
2312,0.1908,0.3064
2313,0.2072,0.324
2314,0.1884,0.3044
2315,0.2036,0.3292
2316,0.19,0.3088
2317,0.2088,0.328
2318,0.1872,0.3064
2319,0.2152,0.3336
2320,0.1908,0.3076
2321,0.2228,0.3544
2322,0.1912,0.3152
2323,0.1884,0.306
2324,0.198,0.3176
2325,0.1924,0.3132
2326,0.2032,0.3216
2327,0.1784,0.2912
2328,0.2212,0.3352
2329,0.1748,0.2876
2330,0.2292,0.356
2331,0.1836,0.2972
2332,0.2132,0.334
2333,0.1852,0.3048
2334,0.2072,0.3372
2335,0.1996,0.3272
2336,0.2008,0.3144
2337,0.1972,0.3072
2338,0.1876,0.2996
2339,0.2192,0.3396
2340,0.182,0.2912
2341,0.2068,0.33
2342,0.1996,0.3224
2343,0.1924,0.3064
2344,0.1996,0.3156
2345,0.1908,0.3052
2346,0.1996,0.3192
2347,0.1944,0.3132
2348,0.2048,0.3192
2349,0.2068,0.3276
2350,0.1924,0.2976
2351,0.1968,0.3132
2352,0.1916,0.3056
2353,0.1964,0.318
2354,0.192,0.312
2355,0.1884,0.3028
2356,0.1956,0.3144
2357,0.1868,0.3048
2358,0.2056,0.334
2359,0.2072,0.3348
2360,0.1848,0.3096
2361,0.2168,0.34
2362,0.1884,0.3052
2363,0.2148,0.3376
2364,0.1704,0.2892
2365,0.2068,0.324
2366,0.1924,0.2992
2367,0.206,0.316
2368,0.1996,0.318
2369,0.1924,0.3156
2370,0.1996,0.3176
2371,0.2012,0.3152
2372,0.1892,0.308
2373,0.1964,0.3144
2374,0.2032,0.3176
2375,0.192,0.3044
2376,0.2064,0.3268
2377,0.1876,0.3032
2378,0.19,0.3112
2379,0.1896,0.3036
2380,0.1936,0.3052
2381,0.2052,0.3252
2382,0.1984,0.3136
2383,0.1872,0.308
2384,0.1968,0.3204
2385,0.2012,0.3216
2386,0.2088,0.3336
2387,0.1944,0.3268
2388,0.1968,0.3244
2389,0.2004,0.32
2390,0.1932,0.3208
2391,0.2048,0.3256
2392,0.1928,0.3076
2393,0.2052,0.3328
2394,0.1868,0.3036
2395,0.2076,0.3256
2396,0.1896,0.3136
2397,0.1928,0.3112
2398,0.1968,0.318
2399,0.2016,0.3156
2400,0.1936,0.3128
2401,0.2112,0.3324
2402,0.19,0.304
2403,0.2024,0.3236
2404,0.1996,0.316
2405,0.2036,0.3296
2406,0.2048,0.3308
2407,0.186,0.3012
2408,0.2188,0.3352
2409,0.1836,0.2888
2410,0.2156,0.3384
2411,0.1836,0.2992
2412,0.2188,0.3336
2413,0.1832,0.2964
2414,0.1996,0.3284
2415,0.1968,0.308
2416,0.1988,0.3104
2417,0.2136,0.34
2418,0.1864,0.31
2419,0.2136,0.3352
2420,0.1848,0.3012
2421,0.218,0.346
2422,0.1792,0.2944
2423,0.2188,0.3536
2424,0.186,0.3092
2425,0.2088,0.3376
2426,0.1956,0.3096
2427,0.21,0.3336
2428,0.2032,0.3256
2429,0.2044,0.3324
2430,0.186,0.2996
2431,0.218,0.3316
2432,0.1748,0.2724
2433,0.226,0.34
2434,0.1684,0.2808
2435,0.224,0.344
2436,0.1848,0.2992
2437,0.22,0.334
2438,0.1868,0.3028
2439,0.2128,0.3424
2440,0.19,0.3108
2441,0.206,0.3308
2442,0.19,0.3172
2443,0.1992,0.3188
2444,0.1844,0.2996
2445,0.1968,0.3132
2446,0.2032,0.3244
2447,0.2016,0.3216
2448,0.202,0.3272
2449,0.1848,0.314
2450,0.2208,0.3468
2451,0.1972,0.3356
2452,0.2024,0.3268
2453,0.18,0.2956
2454,0.2092,0.3456
2455,0.1872,0.3136
2456,0.2064,0.334
2457,0.2056,0.3268
2458,0.1872,0.3096
2459,0.1992,0.3264
2460,0.1872,0.31
2461,0.218,0.3452
2462,0.192,0.3084
2463,0.2028,0.3236
2464,0.188,0.3084
2465,0.1944,0.3228
2466,0.1944,0.3112
2467,0.2012,0.3304
2468,0.1964,0.3104
2469,0.2052,0.3376
2470,0.1948,0.3108
2471,0.2048,0.3312
2472,0.206,0.3376
2473,0.1824,0.3036
2474,0.2112,0.3392
2475,0.19,0.3012
2476,0.1956,0.3136
2477,0.1932,0.3108
2478,0.2008,0.3236
2479,0.2096,0.324
2480,0.1888,0.2936
2481,0.2108,0.332
2482,0.1972,0.3236
2483,0.194,0.3288
2484,0.2048,0.3272
2485,0.208,0.3324
2486,0.1856,0.3084
2487,0.2128,0.3436
2488,0.1788,0.2964
2489,0.218,0.344
2490,0.18,0.2972
2491,0.2268,0.348
2492,0.1832,0.308
2493,0.22,0.3476
2494,0.1796,0.3004
2495,0.2108,0.3356
2496,0.1836,0.3
2497,0.214,0.346
2498,0.182,0.3036
2499,0.2,0.3228
2500,0.1912,0.3076
2501,0.1972,0.32
2502,0.198,0.3236
2503,0.2012,0.3192
2504,0.184,0.3092
2505,0.2064,0.3348
2506,0.1832,0.2892
2507,0.2076,0.3384
2508,0.2016,0.3172
2509,0.204,0.322
2510,0.1948,0.2928
2511,0.1928,0.312
2512,0.1988,0.3212
2513,0.1952,0.3208
2514,0.1956,0.3256
2515,0.2036,0.3328
2516,0.1976,0.3216
2517,0.1932,0.324
2518,0.2116,0.3388
2519,0.176,0.2916
2520,0.2248,0.3496
2521,0.1836,0.3012
2522,0.2168,0.3384
2523,0.1832,0.3
2524,0.2092,0.3292
2525,0.18,0.2956
2526,0.2112,0.3396
2527,0.186,0.2916
2528,0.2016,0.3192
2529,0.1968,0.3132
2530,0.202,0.32
2531,0.1852,0.3052
2532,0.2048,0.32
2533,0.1816,0.2988
2534,0.2024,0.318
2535,0.1968,0.3144
2536,0.1972,0.316
2537,0.1996,0.3064
2538,0.208,0.3304
2539,0.196,0.304
2540,0.202,0.3136
2541,0.1952,0.3088
2542,0.2168,0.3392
2543,0.188,0.2996
2544,0.1892,0.3032
2545,0.202,0.3256
2546,0.2056,0.3248
2547,0.1884,0.312
2548,0.2104,0.332
2549,0.1792,0.2988
2550,0.2008,0.3256
2551,0.1832,0.2988
2552,0.2088,0.3288
2553,0.1884,0.308
2554,0.2028,0.3232
2555,0.1864,0.308
2556,0.2084,0.3324
2557,0.2,0.324
2558,0.2024,0.33
2559,0.1984,0.3164
2560,0.2092,0.332
2561,0.21,0.3344
2562,0.2024,0.3296
2563,0.1816,0.2988
2564,0.2152,0.3352
2565,0.1936,0.312
2566,0.1952,0.316
2567,0.2076,0.3356
2568,0.1968,0.3168
2569,0.196,0.3188
2570,0.1944,0.3128
2571,0.1972,0.326
2572,0.1872,0.3052
2573,0.2068,0.3316
2574,0.1952,0.3172
2575,0.1988,0.3228
2576,0.1896,0.3096
2577,0.1972,0.3228
2578,0.1932,0.3152
2579,0.2036,0.3264
2580,0.2,0.3332
2581,0.1976,0.3296
2582,0.196,0.3116
2583,0.1896,0.3048
2584,0.2136,0.332
2585,0.2,0.322
2586,0.1944,0.3124
2587,0.1892,0.3108
2588,0.2056,0.3216
2589,0.1892,0.3056
2590,0.2044,0.3176
2591,0.1848,0.2964
2592,0.212,0.324
2593,0.1756,0.2876
2594,0.2136,0.3444
2595,0.2068,0.3328
2596,0.192,0.3056
2597,0.1988,0.32
2598,0.2004,0.3168
2599,0.2004,0.3244
2600,0.196,0.3128
2601,0.2096,0.3352
2602,0.1968,0.31
2603,0.1964,0.314
2604,0.1912,0.3184
2605,0.1976,0.32
2606,0.186,0.3008
2607,0.2132,0.33
2608,0.1872,0.3064
2609,0.1956,0.3176
2610,0.1996,0.3196
2611,0.1972,0.3208
2612,0.1972,0.3224
2613,0.1936,0.3104
2614,0.2076,0.3268
2615,0.202,0.3344
2616,0.2032,0.3192
2617,0.1944,0.3136
2618,0.212,0.3344
2619,0.1952,0.3204
2620,0.2104,0.3336
2621,0.2004,0.3164
2622,0.1924,0.312
2623,0.1852,0.3052
2624,0.2184,0.3376
2625,0.1852,0.2984
2626,0.1964,0.3132
2627,0.204,0.3188
2628,0.1964,0.3164
2629,0.1972,0.3112
2630,0.1936,0.3
2631,0.1984,0.3072
2632,0.198,0.3208
2633,0.1948,0.3012
2634,0.2068,0.328
2635,0.1964,0.314
2636,0.1988,0.3208
2637,0.1968,0.3092
2638,0.1968,0.3152
2639,0.202,0.3224
2640,0.1952,0.3172
2641,0.2036,0.3228
2642,0.1856,0.3124
2643,0.2152,0.3492
2644,0.1804,0.2908
2645,0.2052,0.3168
2646,0.1876,0.2984
2647,0.1968,0.3052
2648,0.1988,0.3216
2649,0.1892,0.3176
2650,0.2108,0.3292
2651,0.1852,0.2888
2652,0.2132,0.3256
2653,0.1884,0.302
2654,0.1976,0.316
2655,0.1912,0.3092
2656,0.224,0.352
2657,0.168,0.2752
2658,0.224,0.3504
2659,0.1648,0.2728
2660,0.2128,0.3368
2661,0.1664,0.2844
2662,0.2176,0.3464
2663,0.182,0.2964
2664,0.2068,0.326
2665,0.1864,0.298
2666,0.2072,0.3332
2667,0.1804,0.2964
2668,0.2088,0.3176
2669,0.19,0.3044
2670,0.2132,0.3276
2671,0.178,0.2856
2672,0.2192,0.3424
2673,0.1792,0.2904
2674,0.2028,0.33
2675,0.194,0.3084
2676,0.2004,0.328
2677,0.1992,0.3244
2678,0.1864,0.3096
2679,0.2076,0.3272
2680,0.1724,0.2868
2681,0.2156,0.3352
2682,0.1896,0.3004
2683,0.2072,0.328
2684,0.1856,0.296
2685,0.1972,0.3164
2686,0.1896,0.3108
2687,0.194,0.3216
2688,0.1928,0.3188
2689,0.1824,0.3048
2690,0.206,0.336
2691,0.19,0.3108
2692,0.2056,0.3304
2693,0.186,0.3048
2694,0.2044,0.328
2695,0.1932,0.3104
2696,0.2072,0.3388
2697,0.1912,0.3172
2698,0.206,0.3264
2699,0.1892,0.3092
2700,0.2044,0.3224
2701,0.1936,0.3168
2702,0.2164,0.3488
2703,0.1864,0.3044
2704,0.1984,0.324
2705,0.1864,0.3044
2706,0.2052,0.3228
2707,0.1928,0.306
2708,0.1868,0.3064
2709,0.1916,0.3104
2710,0.1928,0.3124
2711,0.2008,0.31
2712,0.2024,0.3212
2713,0.1896,0.3044
2714,0.2096,0.3332
2715,0.1832,0.3072
2716,0.2192,0.3484
2717,0.1812,0.3012
2718,0.2008,0.3168
2719,0.2148,0.346
2720,0.1992,0.3188
2721,0.2156,0.338
2722,0.1832,0.3024
2723,0.2108,0.3332
2724,0.184,0.2964
2725,0.22,0.3408
2726,0.178,0.2824
2727,0.2256,0.3436
2728,0.1876,0.3048
2729,0.2024,0.3136
2730,0.1856,0.2888
2731,0.2072,0.3264
2732,0.206,0.3316
2733,0.2,0.314
2734,0.2076,0.3308
2735,0.202,0.3252
2736,0.1936,0.3152
2737,0.1984,0.328
2738,0.182,0.3052
2739,0.2196,0.358
2740,0.18,0.2984
2741,0.1992,0.318
2742,0.1848,0.296
2743,0.204,0.3304
2744,0.1872,0.3044
2745,0.2152,0.3328
2746,0.1828,0.3044
2747,0.2164,0.344
2748,0.1788,0.3028
2749,0.216,0.3448
2750,0.1748,0.284
2751,0.22,0.3404
2752,0.1688,0.2776
2753,0.2172,0.3416
2754,0.1796,0.2896
2755,0.2236,0.35
2756,0.178,0.298
2757,0.2096,0.326
2758,0.1768,0.2928
2759,0.2028,0.324
2760,0.1852,0.3028
2761,0.1932,0.312
2762,0.2028,0.3184
2763,0.2024,0.3284
2764,0.1944,0.3196
2765,0.192,0.3148
2766,0.2112,0.3376
2767,0.1928,0.3196
2768,0.2096,0.3324
2769,0.1772,0.2976
2770,0.2072,0.3308
2771,0.1896,0.31
2772,0.2024,0.3252
2773,0.198,0.3096
2774,0.2044,0.3312
2775,0.2036,0.3152
2776,0.1768,0.2932
2777,0.2056,0.3196
2778,0.1884,0.3028
2779,0.1976,0.312
2780,0.2052,0.326
2781,0.1832,0.298
2782,0.2012,0.3192
2783,0.188,0.3052
2784,0.2048,0.326
2785,0.1964,0.3124
2786,0.188,0.3024
2787,0.196,0.3132
2788,0.1844,0.2884
2789,0.1988,0.3128
2790,0.2036,0.3252
2791,0.2068,0.3272
2792,0.1856,0.3004
2793,0.2064,0.3224
2794,0.1804,0.286
2795,0.2044,0.312
2796,0.1888,0.2964
2797,0.1976,0.2992
2798,0.1996,0.3
2799,0.196,0.3084
2800,0.1996,0.3172
2801,0.198,0.3168
2802,0.2,0.3156
2803,0.1976,0.3132
2804,0.1988,0.3196
2805,0.1916,0.312
2806,0.2148,0.3316
2807,0.1868,0.3032
2808,0.2064,0.3224
2809,0.1988,0.3192
2810,0.2164,0.3408
2811,0.1864,0.3072
2812,0.214,0.3376
2813,0.18,0.302
2814,0.2092,0.3316
2815,0.1864,0.3036
2816,0.2004,0.3148
2817,0.1848,0.2992
2818,0.2152,0.3404
2819,0.1824,0.3008
2820,0.214,0.34
2821,0.18,0.3
2822,0.2068,0.3372
2823,0.1972,0.3248
2824,0.1972,0.3248
2825,0.1996,0.332
2826,0.1964,0.3156
2827,0.202,0.3188
2828,0.1956,0.314
2829,0.1968,0.32
2830,0.1908,0.3232
2831,0.1976,0.3312
2832,0.2044,0.3372
2833,0.1864,0.3084
2834,0.2184,0.3456
2835,0.1852,0.3052
2836,0.2116,0.33
2837,0.1872,0.31
2838,0.2092,0.3372
2839,0.1912,0.3048
2840,0.202,0.3312
2841,0.1964,0.3124
2842,0.2096,0.338
2843,0.1868,0.3044
2844,0.206,0.3324
2845,0.1984,0.3292
2846,0.202,0.328
2847,0.192,0.3088
2848,0.2084,0.3324
2849,0.1844,0.306
2850,0.206,0.3244
2851,0.1964,0.3112
2852,0.1924,0.3088
2853,0.2088,0.3256
2854,0.1952,0.3076
2855,0.2096,0.3312
2856,0.1728,0.2864
2857,0.228,0.36
2858,0.182,0.3076
2859,0.2132,0.3408
2860,0.1924,0.3076
2861,0.1964,0.32
2862,0.2048,0.326
2863,0.1976,0.3156
2864,0.1968,0.3272
2865,0.194,0.306
2866,0.2004,0.3164
2867,0.1976,0.3184
2868,0.1928,0.3056
2869,0.2004,0.3104
2870,0.2,0.3136
2871,0.1944,0.3104
2872,0.1848,0.2964
2873,0.192,0.3032
2874,0.1928,0.3036
2875,0.22,0.338
2876,0.1996,0.3144
2877,0.1912,0.3088
2878,0.2028,0.3276
2879,0.1976,0.3236
2880,0.2128,0.3436
2881,0.196,0.3268
2882,0.2116,0.35
2883,0.1976,0.3132
2884,0.2084,0.336
2885,0.2072,0.3312
2886,0.1996,0.322
2887,0.1876,0.2952
2888,0.2116,0.3332
2889,0.2016,0.3208
2890,0.186,0.3104
2891,0.1972,0.3136
2892,0.186,0.2996
2893,0.2108,0.3276
2894,0.1896,0.2988
2895,0.222,0.3416
2896,0.1692,0.2756
2897,0.2112,0.3264
2898,0.1924,0.3196
2899,0.2104,0.3332
2900,0.1948,0.3072
2901,0.184,0.296
2902,0.2108,0.3244
2903,0.1812,0.3016
2904,0.1948,0.3152
2905,0.196,0.3184
2906,0.1976,0.3128
2907,0.2044,0.334
2908,0.21,0.3264
2909,0.1904,0.3136
2910,0.2052,0.3352
2911,0.1884,0.3036
2912,0.208,0.3392
2913,0.1916,0.3124
2914,0.1884,0.3128
2915,0.2112,0.3344
2916,0.1992,0.3184
2917,0.204,0.328
2918,0.206,0.3244
2919,0.2064,0.33
2920,0.19,0.3148
2921,0.2,0.3176
2922,0.196,0.3076
2923,0.1948,0.3192
2924,0.1984,0.3248
2925,0.2004,0.3248
2926,0.2024,0.32
2927,0.1964,0.3204
2928,0.2008,0.3048
2929,0.1976,0.3056
2930,0.1944,0.3052
2931,0.1996,0.3232
2932,0.1944,0.3124
2933,0.194,0.318
2934,0.2072,0.332
2935,0.1984,0.3156
2936,0.202,0.3248
2937,0.1992,0.326
2938,0.192,0.3188
2939,0.2184,0.3536
2940,0.1848,0.3068
2941,0.2028,0.322
2942,0.1968,0.3156
2943,0.1968,0.3136
2944,0.1868,0.2956
2945,0.2124,0.3192
2946,0.1908,0.2864
2947,0.194,0.3012
2948,0.194,0.306
2949,0.2004,0.3156
2950,0.1972,0.3112
2951,0.1908,0.3084
2952,0.2032,0.3324
2953,0.1924,0.3092
2954,0.2056,0.3248
2955,0.1892,0.312
2956,0.204,0.3316
2957,0.1828,0.3048
2958,0.2132,0.3432
2959,0.196,0.3208
2960,0.1992,0.328
2961,0.2044,0.3312
2962,0.2,0.3228
2963,0.1968,0.3188
2964,0.194,0.3216
2965,0.2012,0.3316
2966,0.1904,0.3132
2967,0.2096,0.3296
2968,0.2016,0.3196
2969,0.194,0.31
2970,0.1908,0.3104
2971,0.2068,0.3332
2972,0.1904,0.3144
2973,0.2088,0.334
2974,0.1928,0.3244
2975,0.2008,0.3276
2976,0.1924,0.3168
2977,0.2048,0.334
2978,0.1976,0.3248
2979,0.1992,0.3264
2980,0.1936,0.318
2981,0.2,0.322
2982,0.1952,0.312
2983,0.1956,0.3244
2984,0.2092,0.33
2985,0.1844,0.2992
2986,0.2036,0.3172
2987,0.198,0.3144
2988,0.2036,0.324
2989,0.1968,0.3236
2990,0.208,0.33
2991,0.1872,0.3096
2992,0.2016,0.3188
2993,0.1996,0.3276
2994,0.2024,0.33
2995,0.188,0.3064
2996,0.2108,0.336
2997,0.188,0.3052
2998,0.208,0.3412
2999,0.1832,0.2976
3000,0.2064,0.3256
3001,0.1792,0.2972
3002,0.204,0.316
3003,0.1956,0.3088
3004,0.2104,0.3384
3005,0.1864,0.31
3006,0.1944,0.318
3007,0.2124,0.3336
3008,0.1728,0.2824
3009,0.1908,0.3
3010,0.1916,0.3104
3011,0.2064,0.3236
3012,0.1944,0.3148
3013,0.2024,0.3232
3014,0.1936,0.31
3015,0.2132,0.3316
3016,0.1768,0.3
3017,0.2088,0.3304
3018,0.1864,0.3092
3019,0.2052,0.3356
3020,0.1888,0.3
3021,0.1996,0.3192
3022,0.194,0.3184
3023,0.1992,0.3276
3024,0.1968,0.3228
3025,0.2004,0.3308
3026,0.2064,0.3368
3027,0.2076,0.3356
3028,0.186,0.3052
3029,0.206,0.3224
3030,0.1828,0.3012
3031,0.216,0.3284
3032,0.1908,0.31
3033,0.1976,0.3156
3034,0.1956,0.3212
3035,0.2032,0.3292
3036,0.1924,0.3112
3037,0.2132,0.332
3038,0.1788,0.2904
3039,0.2176,0.3388
3040,0.1744,0.2816
3041,0.2116,0.3308
3042,0.192,0.3188
3043,0.2168,0.344
3044,0.184,0.296
3045,0.2016,0.326
3046,0.198,0.3124
3047,0.1956,0.3144
3048,0.204,0.3204
3049,0.1992,0.3072
3050,0.1988,0.3148
3051,0.1876,0.3032
3052,0.1956,0.3164
3053,0.1952,0.316
3054,0.2032,0.3144
3055,0.184,0.3072
3056,0.2124,0.3472
3057,0.1884,0.3132
3058,0.2184,0.3436
3059,0.1772,0.298
3060,0.2188,0.3384
3061,0.1812,0.2892
3062,0.1976,0.308
3063,0.1972,0.3064
3064,0.1968,0.3108
3065,0.1968,0.3232
3066,0.1992,0.3256
3067,0.2104,0.33
3068,0.1992,0.3212
3069,0.2024,0.3176
3070,0.1904,0.3076
3071,0.2072,0.3308
3072,0.188,0.3028
3073,0.2212,0.352
3074,0.1844,0.31
3075,0.218,0.3388
3076,0.1824,0.3044
3077,0.2104,0.3272
3078,0.2028,0.3192
3079,0.2132,0.3252
3080,0.1828,0.2996
3081,0.2192,0.326
3082,0.1884,0.2908
3083,0.1932,0.3084
3084,0.1984,0.3052
3085,0.2032,0.3152
3086,0.1952,0.3096
3087,0.192,0.3112
3088,0.2052,0.3224
3089,0.1864,0.3072
3090,0.2032,0.3364
3091,0.1912,0.2988
3092,0.2004,0.3112
3093,0.1996,0.3072
3094,0.2016,0.3212
3095,0.2008,0.3164
3096,0.206,0.3352
3097,0.19,0.3124
3098,0.2096,0.3328
3099,0.1864,0.3092
3100,0.21,0.326
3101,0.1936,0.3116
3102,0.1952,0.312
3103,0.194,0.3104
3104,0.1964,0.3076
3105,0.2104,0.3256
3106,0.1976,0.318
3107,0.188,0.302
3108,0.194,0.3032
3109,0.2072,0.3224
3110,0.196,0.322
3111,0.2008,0.3236
3112,0.1988,0.312
3113,0.2008,0.3192
3114,0.2004,0.3192
3115,0.1848,0.3024
3116,0.2124,0.336
3117,0.178,0.298
3118,0.2108,0.3408
3119,0.19,0.302
3120,0.2112,0.3368
3121,0.1932,0.3064
3122,0.2036,0.3232
3123,0.208,0.3348
3124,0.2148,0.3556
3125,0.1824,0.3048
3126,0.2008,0.3248
3127,0.188,0.3032
3128,0.2092,0.3284
3129,0.1808,0.2964
3130,0.2128,0.3376
3131,0.1804,0.298
3132,0.226,0.3576
3133,0.1788,0.3028
3134,0.2052,0.3304
3135,0.206,0.332
3136,0.1916,0.3128
3137,0.2088,0.3288
3138,0.19,0.306
3139,0.2176,0.3404
3140,0.1796,0.2912
3141,0.222,0.352
3142,0.1824,0.296
3143,0.2,0.3084
3144,0.1944,0.3088
3145,0.198,0.324
3146,0.19,0.3108
3147,0.2024,0.314
3148,0.192,0.3104
3149,0.2132,0.3208
3150,0.1928,0.2956
3151,0.192,0.3108
3152,0.204,0.3184
3153,0.1864,0.3004
3154,0.1976,0.3304
3155,0.2088,0.33
3156,0.1852,0.3052
3157,0.2,0.328
3158,0.2068,0.324
3159,0.2132,0.3312
3160,0.1988,0.3204
3161,0.2076,0.3248
3162,0.1888,0.3104
3163,0.2112,0.3436
3164,0.1908,0.3136
3165,0.2104,0.3364
3166,0.182,0.3
3167,0.22,0.336
3168,0.1952,0.3096
3169,0.1988,0.3204
3170,0.188,0.2988
3171,0.1988,0.3136
3172,0.2028,0.3172
3173,0.1992,0.3208
3174,0.2,0.3244
3175,0.1952,0.3248
3176,0.186,0.304
3177,0.2084,0.3332
3178,0.2016,0.314
3179,0.1912,0.3056
3180,0.2032,0.3152
3181,0.1916,0.3092
3182,0.2004,0.3168
3183,0.1848,0.308
3184,0.2164,0.334
3185,0.1756,0.2908
3186,0.224,0.3448
3187,0.1716,0.2848
3188,0.2208,0.3388
3189,0.1776,0.2928
3190,0.21,0.3276
3191,0.1888,0.3032
3192,0.2072,0.324
3193,0.2044,0.3208
3194,0.1968,0.3196
3195,0.2116,0.3324
3196,0.1964,0.3096
3197,0.206,0.3168
3198,0.1912,0.3096
3199,0.2044,0.3308
3200,0.1996,0.3216
3201,0.2012,0.3256
3202,0.1916,0.304
3203,0.1976,0.3204
3204,0.198,0.3112
3205,0.196,0.3148
3206,0.1828,0.3028
3207,0.204,0.3332
3208,0.1836,0.2968
3209,0.21,0.3416
3210,0.1952,0.3164
3211,0.2056,0.3272
3212,0.1848,0.3008
3213,0.208,0.3332
3214,0.1872,0.2984
3215,0.2084,0.3336
3216,0.188,0.3088
3217,0.2004,0.3156
3218,0.1896,0.3044
3219,0.2028,0.326
3220,0.1828,0.2892
3221,0.2032,0.3256
3222,0.172,0.2864
3223,0.2056,0.3252
3224,0.1896,0.3172
3225,0.2088,0.3332
3226,0.1912,0.3152
3227,0.2,0.3272
3228,0.2,0.3244
3229,0.194,0.3172
3230,0.1964,0.3156
3231,0.202,0.3176
3232,0.1888,0.3048
3233,0.1992,0.3232
3234,0.1924,0.3088
3235,0.1912,0.3148
3236,0.1936,0.3204
3237,0.2084,0.344
3238,0.194,0.3188
3239,0.1988,0.328
3240,0.1848,0.3052
3241,0.2116,0.3408
3242,0.1884,0.3092
3243,0.2096,0.326
3244,0.1956,0.3176
3245,0.1928,0.2964
3246,0.2064,0.3252
3247,0.1908,0.3084
3248,0.1952,0.3252
3249,0.1908,0.3092
3250,0.2156,0.3368
3251,0.1944,0.3052
3252,0.1964,0.3168
3253,0.194,0.3176
3254,0.204,0.3284
3255,0.1876,0.2996
3256,0.2128,0.338
3257,0.1864,0.3088
3258,0.1956,0.3244
3259,0.1896,0.3044
3260,0.1944,0.306
3261,0.1924,0.3208
3262,0.2028,0.3156
3263,0.1956,0.308
3264,0.2016,0.3276
3265,0.1948,0.3116
3266,0.1904,0.3044
3267,0.2044,0.3148
3268,0.1828,0.298
3269,0.2148,0.34
3270,0.1884,0.3092
3271,0.2224,0.3548
3272,0.1868,0.3192
3273,0.2016,0.338
3274,0.2092,0.342
3275,0.1856,0.3136
3276,0.2004,0.3316
3277,0.2,0.3216
3278,0.1984,0.3124
3279,0.1928,0.3092
3280,0.204,0.3176
3281,0.184,0.3012
3282,0.1988,0.3156
3283,0.1956,0.3176
3284,0.1924,0.3088
3285,0.2092,0.3312
3286,0.1976,0.3204
3287,0.2012,0.3228
3288,0.1952,0.3124
3289,0.1984,0.3144
3290,0.1952,0.3156
3291,0.2068,0.3204
3292,0.1912,0.3072
3293,0.2008,0.3276
3294,0.198,0.3184
3295,0.2008,0.32
3296,0.2032,0.3228
3297,0.1968,0.316
3298,0.2068,0.3356
3299,0.1888,0.3052
3300,0.2004,0.3124
3301,0.198,0.3036
3302,0.196,0.3192
3303,0.1988,0.3144
3304,0.1928,0.3016
3305,0.204,0.3148
3306,0.184,0.3048
3307,0.2068,0.3268
3308,0.1856,0.2976
3309,0.2016,0.3176
3310,0.2048,0.3316
3311,0.1888,0.306
3312,0.1988,0.3176
3313,0.1928,0.3144
3314,0.2028,0.318
3315,0.1972,0.3124
3316,0.1944,0.3024
3317,0.206,0.3256
3318,0.1948,0.3248
3319,0.21,0.3372
3320,0.2012,0.3216
3321,0.2012,0.3364
3322,0.188,0.3108
3323,0.1848,0.2964
3324,0.1984,0.3148
3325,0.2036,0.3208
3326,0.1936,0.3196
3327,0.2108,0.3344
3328,0.1884,0.3112
3329,0.2056,0.322
3330,0.1848,0.3032
3331,0.2144,0.342
3332,0.1864,0.2972
3333,0.2012,0.3176
3334,0.1948,0.3176
3335,0.1988,0.3148
3336,0.2064,0.3324
3337,0.1972,0.3188
3338,0.1956,0.3208
3339,0.21,0.334
3340,0.19,0.3172
3341,0.2008,0.3264
3342,0.188,0.3136
3343,0.2208,0.3448
3344,0.1796,0.2916
3345,0.2216,0.3452
3346,0.184,0.3048
3347,0.2004,0.316
3348,0.186,0.3016
3349,0.19,0.3028
3350,0.2032,0.326
3351,0.1936,0.2976
3352,0.2064,0.3228
3353,0.196,0.3088
3354,0.1868,0.2988
3355,0.212,0.3224
3356,0.206,0.3164
3357,0.19,0.2984
3358,0.2032,0.318
3359,0.1984,0.3124
3360,0.1896,0.3024
3361,0.1968,0.3168
3362,0.1932,0.3164
3363,0.1928,0.3156
3364,0.2052,0.3352
3365,0.1884,0.3104
3366,0.208,0.324
3367,0.1888,0.3004
3368,0.2096,0.3332
3369,0.178,0.2964
3370,0.2044,0.3348
3371,0.1932,0.3224
3372,0.2128,0.334
3373,0.1828,0.3028
3374,0.2176,0.324
3375,0.1876,0.3044
3376,0.2096,0.3276
3377,0.2004,0.3088
3378,0.204,0.3144
3379,0.1824,0.3004
3380,0.1908,0.3028
3381,0.2024,0.3292
3382,0.2068,0.3324
3383,0.1776,0.2956
3384,0.2132,0.334
3385,0.1808,0.3
3386,0.2124,0.3388
3387,0.1796,0.2936
3388,0.2076,0.34
3389,0.1984,0.3072
3390,0.1888,0.3068
3391,0.2072,0.332
3392,0.1964,0.3128
3393,0.1912,0.304
3394,0.202,0.3256
3395,0.2092,0.332
3396,0.2008,0.3236
3397,0.1856,0.2964
3398,0.2028,0.3228
3399,0.188,0.31
3400,0.2008,0.3272
3401,0.2076,0.3236
3402,0.1916,0.3064
3403,0.2084,0.3252
3404,0.1868,0.3024
