mc_step,rho_C,rho_CD
1186,0.1916,0.3052
1187,0.1964,0.31
1188,0.1944,0.3132
1189,0.2092,0.3324
1190,0.1956,0.3208
1191,0.2004,0.3172
1192,0.2008,0.3204
1193,0.1932,0.3096
1194,0.204,0.3184
1195,0.1968,0.3208
1196,0.198,0.3224
1197,0.1936,0.31
1198,0.2052,0.3232
1199,0.1972,0.318
1200,0.2088,0.3408
1201,0.1916,0.318
1202,0.2116,0.344
1203,0.1888,0.3088
1204,0.2068,0.328
1205,0.1876,0.3036
1206,0.2084,0.3376
1207,0.2132,0.346
1208,0.1904,0.3284
1209,0.2056,0.3316
1210,0.188,0.3128
1211,0.2108,0.3368
1212,0.1752,0.298
1213,0.2048,0.3324
1214,0.1852,0.2972
1215,0.2068,0.3372
1216,0.1968,0.3256
1217,0.2,0.3212
1218,0.1904,0.3092
1219,0.2008,0.3144
1220,0.192,0.3076
1221,0.2008,0.32
1222,0.194,0.3096
1223,0.2032,0.3244
1224,0.2004,0.3228
1225,0.206,0.3304
1226,0.1868,0.3072
1227,0.2112,0.3372
1228,0.1832,0.298
1229,0.2,0.3148
1230,0.1852,0.3088
1231,0.2056,0.3288
1232,0.1868,0.2992
1233,0.2048,0.3244
1234,0.1904,0.3104
1235,0.206,0.3272
1236,0.2036,0.3216
1237,0.204,0.3196
1238,0.1984,0.3184
1239,0.2008,0.3148
1240,0.2008,0.32
1241,0.1932,0.3008
1242,0.204,0.3264
1243,0.1944,0.2996
1244,0.2024,0.3164
1245,0.1812,0.2984
1246,0.2168,0.3324
1247,0.194,0.3024
1248,0.1988,0.3228
1249,0.2048,0.3388
1250,0.1988,0.3296
1251,0.1904,0.32
1252,0.1912,0.3228
1253,0.198,0.3272
1254,0.2024,0.326
1255,0.1928,0.314
1256,0.1924,0.3064
1257,0.206,0.32
1258,0.1872,0.3132
1259,0.2092,0.3436
1260,0.178,0.2964
1261,0.2108,0.3384
1262,0.1748,0.2848
1263,0.2,0.3164
1264,0.196,0.312
1265,0.1916,0.3016
1266,0.1996,0.3236
1267,0.204,0.3208
1268,0.202,0.318
1269,0.1888,0.3076
1270,0.216,0.3316
1271,0.1944,0.3184
1272,0.202,0.3232
1273,0.182,0.3048
1274,0.2104,0.3276
1275,0.1772,0.2896
1276,0.2044,0.3268
1277,0.1888,0.3048
1278,0.1944,0.3216
1279,0.2048,0.3284
1280,0.1852,0.3012
1281,0.2212,0.3444
1282,0.1804,0.292
1283,0.2116,0.3324
1284,0.1896,0.3196
1285,0.2124,0.3304
1286,0.1888,0.3008
1287,0.2008,0.3216
1288,0.1972,0.3064
1289,0.2028,0.3196
1290,0.1968,0.3148
1291,0.1932,0.314
1292,0.2076,0.3388
1293,0.1868,0.3064
1294,0.2036,0.328
1295,0.2004,0.3176
1296,0.2092,0.3336
1297,0.1856,0.2952
1298,0.1984,0.3132
1299,0.194,0.3104
1300,0.1984,0.3144
1301,0.1988,0.3144
1302,0.2044,0.3244
1303,0.2052,0.3276
1304,0.202,0.3292
1305,0.1868,0.3096
1306,0.2008,0.3336
1307,0.2068,0.3328
1308,0.198,0.3104
1309,0.1984,0.3176
1310,0.2056,0.3244
1311,0.202,0.32
1312,0.1868,0.2952
1313,0.2,0.3124
1314,0.1992,0.3108
1315,0.192,0.3016
1316,0.2048,0.3216
1317,0.202,0.3168
1318,0.1924,0.2996
1319,0.1972,0.32
1320,0.2076,0.3388
1321,0.188,0.3088
1322,0.2108,0.3276
1323,0.1984,0.318
1324,0.1936,0.3164
1325,0.1988,0.3184
1326,0.196,0.3152
1327,0.1876,0.3048
1328,0.2176,0.3372
1329,0.1868,0.3068
1330,0.21,0.332
1331,0.1864,0.304
1332,0.212,0.3304
1333,0.1828,0.2924
1334,0.2088,0.3252
1335,0.19,0.3132
1336,0.212,0.3268
1337,0.1896,0.3012
1338,0.212,0.3404
1339,0.1892,0.308
1340,0.2168,0.3424
1341,0.1876,0.3044
1342,0.2096,0.3328
1343,0.1864,0.3096
1344,0.214,0.3396
1345,0.1848,0.3
1346,0.2136,0.3396
1347,0.1868,0.2988
1348,0.2096,0.3204
1349,0.1744,0.2772
1350,0.2072,0.3244
1351,0.2004,0.314
1352,0.2024,0.314
1353,0.1936,0.3128
1354,0.2,0.32
1355,0.2044,0.3248
1356,0.1924,0.3172
1357,0.2056,0.3256
1358,0.1892,0.306
1359,0.2016,0.3196
1360,0.2076,0.322
1361,0.1944,0.3188
1362,0.2016,0.3336
1363,0.1936,0.3124
1364,0.2,0.3088
1365,0.1876,0.308
1366,0.2116,0.336
1367,0.1756,0.2856
1368,0.2156,0.3288
1369,0.1808,0.292
1370,0.2232,0.3488
1371,0.1808,0.2992
1372,0.2164,0.3484
1373,0.192,0.3068
1374,0.1988,0.3048
1375,0.1996,0.3132
1376,0.196,0.3148
1377,0.188,0.3072
1378,0.19,0.2992
1379,0.2104,0.3224
1380,0.1972,0.328
1381,0.1928,0.3136
1382,0.1976,0.3156
1383,0.2052,0.324
1384,0.1884,0.3136
1385,0.208,0.3352
1386,0.188,0.3108
1387,0.2,0.326
1388,0.1916,0.3148
1389,0.1972,0.308
1390,0.206,0.3252
1391,0.1892,0.3032
1392,0.1944,0.3136
1393,0.2076,0.3268
1394,0.1932,0.304
1395,0.2156,0.3408
1396,0.1792,0.3004
1397,0.2124,0.334
1398,0.168,0.278
1399,0.208,0.3244
1400,0.1868,0.3064
1401,0.2176,0.3416
1402,0.196,0.3164
1403,0.2024,0.3344
1404,0.196,0.3268
1405,0.1968,0.3188
1406,0.1992,0.3264
1407,0.2048,0.3256
1408,0.1996,0.3148
1409,0.2064,0.3292
1410,0.19,0.306
1411,0.2188,0.3432
1412,0.1804,0.2976
1413,0.2048,0.3344
1414,0.1924,0.308
1415,0.2152,0.3312
1416,0.1732,0.288
1417,0.2204,0.34
1418,0.1924,0.3148
1419,0.2036,0.3244
1420,0.1888,0.3096
1421,0.202,0.3236
1422,0.2092,0.3224
1423,0.1996,0.3184
1424,0.2064,0.3304
1425,0.194,0.3144
1426,0.1972,0.3168
1427,0.1996,0.3136
1428,0.2076,0.3308
1429,0.1964,0.3208
1430,0.2012,0.3328
1431,0.1984,0.316
1432,0.1884,0.3116
1433,0.2132,0.3308
1434,0.1912,0.3096
1435,0.2132,0.3308
1436,0.1748,0.2872
1437,0.2156,0.3352
1438,0.1776,0.2892
1439,0.206,0.3308
1440,0.1908,0.3188
1441,0.1992,0.3172
1442,0.202,0.3228
1443,0.2028,0.3196
1444,0.1892,0.3052
1445,0.2064,0.3248
1446,0.1936,0.3072
1447,0.2104,0.3332
1448,0.1856,0.3024
1449,0.2056,0.326
1450,0.1952,0.318
1451,0.2044,0.3232
1452,0.1916,0.3104
1453,0.204,0.3248
1454,0.1912,0.3148
1455,0.2068,0.3268
1456,0.1844,0.2976
1457,0.2092,0.3328
1458,0.1944,0.3108
1459,0.2,0.3156
1460,0.1984,0.3144
1461,0.1916,0.3088
1462,0.1992,0.3204
1463,0.1984,0.3188
1464,0.1892,0.3164
1465,0.208,0.338
1466,0.1936,0.3268
1467,0.1856,0.3068
1468,0.1888,0.3084
1469,0.1892,0.3032
1470,0.21,0.3344
1471,0.1772,0.2944
1472,0.2056,0.3252
1473,0.18,0.2884
1474,0.2068,0.3208
1475,0.1884,0.304
1476,0.2028,0.3116
1477,0.1928,0.3112
1478,0.2016,0.3272
1479,0.196,0.3196
1480,0.2124,0.342
1481,0.1912,0.3172
1482,0.1972,0.324
1483,0.1972,0.33
1484,0.2112,0.338
1485,0.1888,0.3132
1486,0.1948,0.3132
1487,0.1876,0.3052
1488,0.2008,0.3244
1489,0.1952,0.3092
1490,0.208,0.3352
1491,0.2004,0.3216
1492,0.1936,0.3064
1493,0.2176,0.3352
1494,0.182,0.2888
1495,0.218,0.3396
1496,0.1972,0.3188
1497,0.2052,0.3184
1498,0.1936,0.2992
1499,0.2112,0.3264
1500,0.1944,0.304
1501,0.2088,0.3324
1502,0.1872,0.3052
1503,0.206,0.3344
1504,0.1876,0.3076
1505,0.2044,0.314
1506,0.1912,0.3044
1507,0.1872,0.306
1508,0.2052,0.322
1509,0.18,0.298
1510,0.2104,0.318
1511,0.1992,0.3196
1512,0.2044,0.3236
1513,0.1944,0.3156
1514,0.2084,0.3292
1515,0.1824,0.298
1516,0.2172,0.332
1517,0.1804,0.288
1518,0.216,0.3336
1519,0.174,0.2784
1520,0.2188,0.3448
1521,0.1704,0.2824
1522,0.2112,0.3368
1523,0.1912,0.316
1524,0.1956,0.3204
1525,0.1892,0.3036
1526,0.2104,0.3364
1527,0.1776,0.292
1528,0.208,0.326
1529,0.1968,0.3272
1530,0.1988,0.326
1531,0.1956,0.3144
1532,0.208,0.3384
1533,0.1968,0.3212
1534,0.2088,0.334
1535,0.1848,0.3068
1536,0.2068,0.3224
1537,0.1956,0.3104
1538,0.2116,0.3316
1539,0.184,0.306
1540,0.2028,0.3332
1541,0.2068,0.334
1542,0.1936,0.3176
1543,0.2032,0.3296
1544,0.1952,0.322
1545,0.1936,0.3168
1546,0.1988,0.312
1547,0.2024,0.3136
1548,0.1948,0.3092
1549,0.2128,0.318
1550,0.2076,0.3284
1551,0.1948,0.32
1552,0.2116,0.3436
1553,0.1944,0.3288
1554,0.1992,0.3296
1555,0.1948,0.3192
1556,0.1964,0.3192
1557,0.1944,0.3144
1558,0.1996,0.3152
1559,0.208,0.3284
1560,0.1888,0.312
1561,0.2032,0.3228
1562,0.1856,0.3024
1563,0.2088,0.3284
1564,0.198,0.3288
1565,0.1948,0.3256
1566,0.208,0.3324
1567,0.18,0.3016
1568,0.2172,0.336
1569,0.1868,0.3056
1570,0.1996,0.3232
1571,0.2088,0.338
1572,0.1916,0.3188
1573,0.1964,0.3128
1574,0.19,0.3028
1575,0.2064,0.3208
1576,0.1856,0.3044
1577,0.2132,0.3348
1578,0.19,0.3048
1579,0.1984,0.3144
1580,0.1868,0.2984
1581,0.2076,0.3212
1582,0.1832,0.2912
1583,0.206,0.3308
1584,0.1876,0.2936
1585,0.2192,0.3296
1586,0.1832,0.2976
1587,0.196,0.3196
1588,0.1884,0.3024
1589,0.2036,0.3272
1590,0.2004,0.3192
1591,0.1948,0.2988
1592,0.2008,0.316
1593,0.1988,0.3192
1594,0.2004,0.3308
1595,0.1988,0.3124
1596,0.2076,0.3284
1597,0.1852,0.3084
1598,0.208,0.3416
1599,0.1776,0.2976
1600,0.2152,0.3516
1601,0.1956,0.3136
1602,0.1956,0.3076
1603,0.2008,0.3272
1604,0.198,0.3164
1605,0.2044,0.3308
1606,0.1908,0.3092
1607,0.1976,0.3124
1608,0.1904,0.3108
1609,0.2028,0.3276
1610,0.176,0.2876
1611,0.2168,0.34
1612,0.1848,0.3104
1613,0.2108,0.3372
1614,0.1764,0.294
1615,0.2136,0.3376
1616,0.188,0.3096
1617,0.2032,0.3184
1618,0.1956,0.3144
1619,0.2152,0.3408
1620,0.1792,0.3052
1621,0.2088,0.3312
1622,0.1896,0.3076
1623,0.2092,0.3268
1624,0.1908,0.3052
1625,0.204,0.3216
1626,0.1976,0.312
1627,0.194,0.3128
1628,0.1944,0.3132
1629,0.1912,0.3056
1630,0.2104,0.332
1631,0.1856,0.2984
1632,0.2084,0.3296
1633,0.1976,0.314
1634,0.1952,0.3164
1635,0.2,0.3148
1636,0.1948,0.3104
1637,0.2052,0.3168
1638,0.2128,0.3384
1639,0.1856,0.294
1640,0.212,0.3404
1641,0.1804,0.2892
1642,0.2152,0.336
1643,0.1888,0.3072
1644,0.2064,0.3344
1645,0.1892,0.298
1646,0.198,0.3128
1647,0.204,0.3208
1648,0.1728,0.2972
1649,0.2308,0.3572
1650,0.1832,0.2984
1651,0.2088,0.3268
1652,0.1888,0.2868
1653,0.192,0.3024
1654,0.21,0.3236
1655,0.1888,0.3016
1656,0.1996,0.3172
1657,0.2072,0.324
1658,0.1752,0.2884
1659,0.2252,0.3452
1660,0.196,0.3108
1661,0.2008,0.3136
1662,0.1896,0.3104
1663,0.198,0.3024
1664,0.2048,0.3268
1665,0.2004,0.3256
1666,0.1992,0.3176
1667,0.1932,0.3132
1668,0.214,0.3292
1669,0.2076,0.3188
1670,0.2016,0.3204
1671,0.2004,0.3232
1672,0.202,0.328
1673,0.19,0.3144
1674,0.2068,0.3412
1675,0.194,0.3104
1676,0.2088,0.3284
1677,0.1876,0.3128
1678,0.21,0.3344
1679,0.1864,0.306
1680,0.1924,0.31
1681,0.1984,0.316
1682,0.1952,0.3164
1683,0.2136,0.324
1684,0.1956,0.3148
1685,0.2012,0.314
1686,0.19,0.3084
1687,0.2036,0.3248
1688,0.1988,0.3168
1689,0.2004,0.3068
1690,0.2,0.3192
1691,0.2092,0.3284
1692,0.1884,0.3016
1693,0.206,0.3252
1694,0.1896,0.2928
1695,0.1976,0.2996
1696,0.2012,0.2964
1697,0.18,0.2924
1698,0.2,0.3108
1699,0.2048,0.3224
1700,0.1888,0.3024
1701,0.2096,0.328
1702,0.1844,0.3024
1703,0.2044,0.3244
1704,0.1924,0.3132
1705,0.2056,0.3336
1706,0.2036,0.3244
1707,0.1936,0.3072
1708,0.2016,0.326
1709,0.1956,0.3212
1710,0.196,0.326
1711,0.1904,0.316
1712,0.1956,0.3192
1713,0.19,0.3096
1714,0.1968,0.32
1715,0.2032,0.3336
1716,0.19,0.312
1717,0.1956,0.304
1718,0.1892,0.3056
1719,0.2068,0.3312
1720,0.19,0.3044
1721,0.2144,0.3448
1722,0.1924,0.32
1723,0.2096,0.3276
1724,0.1828,0.2872
1725,0.2088,0.3256
1726,0.1828,0.3036
1727,0.198,0.3156
1728,0.1984,0.316
1729,0.206,0.3376
1730,0.1976,0.3244
1731,0.2024,0.3296
1732,0.2136,0.35
1733,0.1972,0.3256
1734,0.1936,0.3188
1735,0.21,0.3236
1736,0.1756,0.286
1737,0.2076,0.3328
1738,0.1856,0.308
1739,0.2024,0.3204
1740,0.1956,0.3232
1741,0.2012,0.3232
1742,0.184,0.298
1743,0.212,0.3396
1744,0.1856,0.2944
1745,0.2112,0.3252
1746,0.174,0.292
1747,0.2136,0.3288
1748,0.1872,0.2944
1749,0.216,0.3316
1750,0.1824,0.2948
1751,0.1976,0.314
1752,0.1892,0.3116
1753,0.1976,0.322
1754,0.1972,0.32
1755,0.1896,0.3148
1756,0.198,0.3124
1757,0.1812,0.2996
1758,0.2096,0.3332
1759,0.198,0.3144
1760,0.1916,0.3092
1761,0.2064,0.3304
1762,0.1896,0.3112
1763,0.2028,0.3192
1764,0.1936,0.3144
1765,0.1948,0.3132
1766,0.1968,0.3128
1767,0.1996,0.3136
1768,0.1884,0.3056
1769,0.2008,0.3148
1770,0.18,0.2904
1771,0.206,0.3184
1772,0.1864,0.3044
1773,0.2092,0.3368
1774,0.1836,0.3024
1775,0.198,0.3148
1776,0.1808,0.3092
1777,0.2168,0.3456
1778,0.18,0.3016
1779,0.2072,0.3388
1780,0.1872,0.3036
1781,0.1948,0.3232
1782,0.2048,0.328
1783,0.196,0.3204
1784,0.1912,0.3152
1785,0.1924,0.3132
1786,0.198,0.3248
1787,0.2064,0.3384
1788,0.1972,0.3112
1789,0.2144,0.3412
1790,0.1772,0.2908
1791,0.2044,0.3176
1792,0.202,0.3224
1793,0.2028,0.3264
1794,0.1968,0.306
1795,0.1968,0.3124
1796,0.1964,0.308
1797,0.2064,0.3228
1798,0.1788,0.2944
1799,0.2068,0.3264
1800,0.1996,0.316
1801,0.198,0.3176
1802,0.2028,0.3208
1803,0.2048,0.3168
1804,0.1888,0.3064
1805,0.2028,0.3244
1806,0.1832,0.3004
1807,0.2084,0.324
1808,0.1904,0.3092
1809,0.1976,0.3228
1810,0.1864,0.2984
1811,0.204,0.3292
1812,0.1968,0.3296
1813,0.194,0.316
1814,0.2084,0.3364
1815,0.194,0.3156
1816,0.2128,0.33
1817,0.2048,0.3232
1818,0.1948,0.304
1819,0.1896,0.31
1820,0.2016,0.326
1821,0.182,0.3024
1822,0.218,0.3472
1823,0.1744,0.2856
1824,0.2228,0.3552
1825,0.182,0.3124
1826,0.218,0.3388
1827,0.1876,0.3068
1828,0.1956,0.3196
1829,0.2028,0.3244
1830,0.204,0.3156
1831,0.1844,0.3048
1832,0.2088,0.3356
1833,0.1928,0.3204
1834,0.2068,0.3404
1835,0.1968,0.3244
1836,0.194,0.3164
1837,0.206,0.33
1838,0.1976,0.3092
1839,0.2084,0.3336
1840,0.1796,0.2916
1841,0.2132,0.3368
1842,0.1844,0.308
1843,0.2068,0.33
1844,0.2044,0.3252
1845,0.1816,0.3012
1846,0.214,0.3352
1847,0.1796,0.3024
1848,0.2004,0.3204
1849,0.1848,0.298
1850,0.2112,0.33
1851,0.19,0.3048
1852,0.1988,0.3072
1853,0.2012,0.3192
1854,0.1904,0.306
1855,0.198,0.3196
1856,0.1932,0.3124
1857,0.1948,0.3156
1858,0.1988,0.3116
1859,0.1956,0.3052
1860,0.2076,0.3272
1861,0.1988,0.3096
1862,0.2008,0.3104
1863,0.2128,0.3236
1864,0.1956,0.306
1865,0.208,0.3328
1866,0.1932,0.306
1867,0.198,0.3132
1868,0.204,0.3188
1869,0.206,0.322
1870,0.1932,0.306
1871,0.204,0.3128
1872,0.1836,0.2948
1873,0.1928,0.2992
1874,0.1936,0.3216
1875,0.19,0.3036
1876,0.22,0.342
1877,0.1804,0.2972
1878,0.2156,0.3444
1879,0.1772,0.296
1880,0.22,0.348
1881,0.1708,0.2828
1882,0.2336,0.362
1883,0.1756,0.2824
1884,0.202,0.3236
1885,0.1944,0.3112
1886,0.196,0.3244
1887,0.2036,0.328
1888,0.2004,0.3124
1889,0.1844,0.3036
1890,0.2184,0.3488
1891,0.1836,0.2948
1892,0.2084,0.3256
1893,0.19,0.308
1894,0.212,0.3416
1895,0.186,0.3116
1896,0.2096,0.3324
1897,0.1944,0.3088
1898,0.2,0.3212
1899,0.1896,0.3096
1900,0.2044,0.3276
1901,0.206,0.32
1902,0.1984,0.3188
1903,0.2096,0.342
1904,0.1852,0.3048
1905,0.2044,0.3272
1906,0.1992,0.3164
1907,0.2076,0.3312
1908,0.1884,0.3048
1909,0.1992,0.3168
1910,0.1976,0.3168
1911,0.192,0.3108
1912,0.196,0.3108
1913,0.2132,0.3344
1914,0.1916,0.31
1915,0.2092,0.334
1916,0.1904,0.3092
1917,0.2072,0.3368
1918,0.1848,0.2948
1919,0.2068,0.3276
1920,0.1924,0.3024
1921,0.1948,0.3032
1922,0.2124,0.3348
1923,0.1904,0.3012
1924,0.2052,0.3284
1925,0.1964,0.3092
1926,0.2136,0.346
1927,0.1792,0.3028
1928,0.2168,0.3496
1929,0.1772,0.29
1930,0.2152,0.34
1931,0.1892,0.3024
1932,0.2048,0.3284
1933,0.1876,0.3028
1934,0.2128,0.3372
1935,0.1884,0.3064
1936,0.2024,0.3296
1937,0.1964,0.314
1938,0.1976,0.3148
1939,0.18,0.2932
1940,0.2048,0.3272
1941,0.1856,0.292
1942,0.2024,0.3192
1943,0.188,0.3008
1944,0.1988,0.3084
1945,0.1916,0.3084
1946,0.202,0.3188
1947,0.1868,0.302
1948,0.2104,0.3228
1949,0.1932,0.3104
1950,0.2092,0.328
1951,0.1912,0.302
1952,0.212,0.326
1953,0.192,0.3048
1954,0.2048,0.3168
1955,0.176,0.2892
1956,0.2052,0.3228
1957,0.1908,0.3176
1958,0.2068,0.3344
1959,0.1752,0.2868
1960,0.2212,0.3488
1961,0.192,0.3064
1962,0.21,0.328
1963,0.1908,0.3092
1964,0.2116,0.3368
1965,0.1888,0.3048
1966,0.212,0.3292
1967,0.1868,0.2984
1968,0.2096,0.3316
1969,0.1792,0.3008
1970,0.218,0.3344
1971,0.198,0.32
1972,0.194,0.3124
1973,0.1908,0.3152
1974,0.2012,0.3256
1975,0.1916,0.3192
1976,0.1952,0.308
1977,0.182,0.2976
1978,0.2116,0.328
1979,0.1848,0.2948
1980,0.21,0.3164
1981,0.1956,0.3144
1982,0.1976,0.3196
1983,0.1948,0.3176
1984,0.2068,0.332
1985,0.2108,0.3256
1986,0.1864,0.306
1987,0.2152,0.332
1988,0.1836,0.2976
1989,0.2172,0.3376
1990,0.2,0.3204
1991,0.2012,0.3196
1992,0.2052,0.3308
1993,0.1952,0.3168
1994,0.1952,0.3184
1995,0.1916,0.3168
1996,0.2068,0.3296
1997,0.1892,0.3016
1998,0.2052,0.3296
1999,0.1848,0.304
2000,0.2052,0.3356
2001,0.1896,0.3196
2002,0.22,0.3412
2003,0.1596,0.2756
2004,0.2364,0.3548
2005,0.1684,0.2796
2006,0.23,0.3572
2007,0.1784,0.276
2008,0.2124,0.3344
2009,0.1956,0.3176
2010,0.2024,0.3208
2011,0.192,0.3104
2012,0.2028,0.3252
2013,0.1924,0.31
2014,0.206,0.3316
2015,0.1788,0.2964
2016,0.2188,0.3472
2017,0.182,0.3004
2018,0.208,0.324
2019,0.1844,0.2964
2020,0.218,0.3356
2021,0.1808,0.2976
2022,0.2148,0.3428
2023,0.192,0.3124
2024,0.2124,0.3268
2025,0.1936,0.3084
2026,0.2116,0.3332
2027,0.1836,0.3016
2028,0.206,0.328
2029,0.1876,0.304
2030,0.2052,0.3292
2031,0.2044,0.3164
2032,0.2016,0.3248
2033,0.196,0.3164
2034,0.21,0.3296
2035,0.1992,0.3216
2036,0.1964,0.3096
2037,0.1912,0.308
2038,0.2056,0.3372
2039,0.2048,0.3276
2040,0.2012,0.3264
2041,0.1896,0.3172
2042,0.2044,0.3284
2043,0.2032,0.3232
2044,0.1964,0.3204
2045,0.186,0.306
2046,0.1984,0.3252
2047,0.2,0.3252
2048,0.2116,0.3324
2049,0.1844,0.2972
2050,0.1948,0.3136
2051,0.2052,0.3328
2052,0.1956,0.3252
2053,0.1868,0.3024
2054,0.1968,0.318
2055,0.2088,0.3368
2056,0.1996,0.32
2057,0.2056,0.3324
2058,0.1988,0.3256
2059,0.2012,0.3232
2060,0.1996,0.3348
2061,0.2044,0.3316
2062,0.1864,0.3088
2063,0.2176,0.344
2064,0.1896,0.2984
2065,0.2044,0.3248
2066,0.2044,0.3244
2067,0.1796,0.288
2068,0.2148,0.3356
2069,0.1912,0.3068
2070,0.2016,0.3288
2071,0.2096,0.3452
2072,0.1964,0.3136
2073,0.1984,0.3204
2074,0.1836,0.3
2075,0.2044,0.3292
2076,0.2048,0.3364
2077,0.18,0.298
2078,0.2144,0.3312
2079,0.196,0.314
2080,0.2016,0.3292
2081,0.1884,0.304
2082,0.206,0.3268
2083,0.2,0.3248
2084,0.194,0.312
2085,0.208,0.3428
2086,0.1824,0.296
2087,0.1932,0.3044
2088,0.19,0.2984
2089,0.1944,0.3132
2090,0.194,0.2932
2091,0.1936,0.3124
2092,0.2084,0.3192
2093,0.188,0.3012
2094,0.1972,0.312
2095,0.1948,0.306
2096,0.1916,0.3152
2097,0.1924,0.312
2098,0.1812,0.286
2099,0.2032,0.31
2100,0.1856,0.3036
2101,0.2204,0.3384
2102,0.1864,0.2872
2103,0.202,0.326
2104,0.1904,0.3092
2105,0.2156,0.3492
2106,0.1944,0.312
2107,0.2032,0.328
2108,0.196,0.3176
2109,0.2044,0.3244
2110,0.1904,0.302
2111,0.2036,0.3224
2112,0.1976,0.3212
2113,0.2052,0.3304
2114,0.1968,0.3184
2115,0.1976,0.3196
2116,0.1856,0.3056
2117,0.1976,0.3188
2118,0.2048,0.3108
2119,0.1912,0.3036
2120,0.2004,0.3164
2121,0.1952,0.3132
2122,0.2032,0.3192
2123,0.1996,0.324
2124,0.1972,0.3236
2125,0.21,0.3224
2126,0.17,0.2724
2127,0.2216,0.344
2128,0.1796,0.2876
2129,0.2176,0.344
2130,0.1752,0.2804
2131,0.2152,0.3308
2132,0.1984,0.3092
2133,0.2016,0.3144
2134,0.1924,0.3072
2135,0.2104,0.3288
2136,0.1852,0.2972
2137,0.2016,0.3152
2138,0.1984,0.3228
2139,0.2,0.3172
2140,0.2048,0.3228
2141,0.1944,0.3064
2142,0.1956,0.3168
2143,0.2104,0.336
2144,0.2004,0.3148
2145,0.1884,0.3072
2146,0.2048,0.3348
2147,0.2028,0.3292
2148,0.1892,0.3028
2149,0.2044,0.3196
2150,0.1988,0.316
2151,0.1904,0.3072
2152,0.2144,0.3352
2153,0.1736,0.292
2154,0.2144,0.3416
2155,0.19,0.3152
2156,0.2156,0.344
2157,0.1928,0.322
2158,0.2072,0.3268
2159,0.1728,0.2808
2160,0.218,0.3472
2161,0.1872,0.3108
2162,0.196,0.3216
2163,0.1876,0.312
2164,0.2076,0.3288
2165,0.1956,0.314
2166,0.2092,0.3292
2167,0.1944,0.3064
2168,0.1944,0.3068
2169,0.2096,0.3348
2170,0.1872,0.316
2171,0.2172,0.352
2172,0.1808,0.3012
2173,0.202,0.3296
2174,0.1992,0.3136
2175,0.1908,0.3112
2176,0.202,0.3236
2177,0.2028,0.3196
2178,0.1912,0.3036
2179,0.2036,0.3292
2180,0.1904,0.3124
2181,0.2032,0.3248
2182,0.18,0.2956
2183,0.2084,0.3344
2184,0.1892,0.3104
2185,0.2084,0.3288
2186,0.202,0.3264
2187,0.1968,0.3204
2188,0.196,0.3156
2189,0.194,0.3172
2190,0.2048,0.3332
2191,0.2016,0.322
2192,0.1996,0.3124
2193,0.1988,0.3076
2194,0.1968,0.3096
2195,0.1956,0.308
2196,0.2076,0.3264
2197,0.186,0.3032
2198,0.2032,0.3228
2199,0.1928,0.3128
2200,0.1932,0.3224
2201,0.2076,0.3308
2202,0.198,0.3156
2203,0.1944,0.31
2204,0.1892,0.3044
2205,0.204,0.3232
2206,0.194,0.3168
2207,0.2016,0.318
2208,0.1816,0.2932
2209,0.2108,0.3364
2210,0.1832,0.2972
2211,0.2024,0.3192
2212,0.196,0.3164
2213,0.2064,0.3288
2214,0.1892,0.3168
2215,0.2136,0.3304
2216,0.1744,0.284
2217,0.2228,0.3516
2218,0.1632,0.2756
2219,0.2184,0.3524
2220,0.1736,0.2888
2221,0.2284,0.366
2222,0.1768,0.2996
2223,0.2204,0.3464
2224,0.1796,0.2948
2225,0.2036,0.3172
2226,0.1828,0.296
2227,0.1964,0.31
2228,0.1816,0.2932
2229,0.2144,0.3268
2230,0.1856,0.3076
2231,0.198,0.3248
2232,0.1964,0.314
2233,0.2,0.3132
2234,0.1872,0.2956
2235,0.2076,0.3216
2236,0.1892,0.3
2237,0.2008,0.3216
2238,0.194,0.3148
2239,0.1888,0.3044
2240,0.2016,0.3216
2241,0.1888,0.3064
2242,0.2064,0.3296
2243,0.1824,0.2988
2244,0.2096,0.336
2245,0.1924,0.3188
2246,0.198,0.3272
2247,0.1928,0.3088
2248,0.1936,0.3112
2249,0.2016,0.3268
2250,0.1964,0.3108
2251,0.204,0.33
2252,0.1808,0.2956
2253,0.1988,0.32
2254,0.1996,0.3184
2255,0.188,0.3068
2256,0.2088,0.3344
2257,0.1852,0.3096
2258,0.206,0.338
2259,0.1976,0.3216
2260,0.1948,0.32
2261,0.19,0.3132
2262,0.2068,0.3312
2263,0.1996,0.3312
2264,0.196,0.3156
2265,0.1884,0.3068
2266,0.2004,0.3144
2267,0.1856,0.2972
2268,0.2112,0.3272
2269,0.192,0.3068
2270,0.1948,0.328
2271,0.2044,0.3288
2272,0.1884,0.3076
2273,0.2044,0.3256
2274,0.1888,0.3056
2275,0.2052,0.324
2276,0.1884,0.3004
2277,0.2016,0.3156
2278,0.2024,0.322
2279,0.2136,0.3328
2280,0.1956,0.3044
2281,0.1948,0.3216
2282,0.2088,0.3332
2283,0.1964,0.3164
2284,0.2092,0.3416
2285,0.1892,0.3156
2286,0.1992,0.3104
2287,0.1812,0.2864
2288,0.204,0.3264
2289,0.182,0.2984
2290,0.2076,0.334
2291,0.1804,0.2884
2292,0.2124,0.3356
2293,0.19,0.2952
2294,0.2036,0.318
