mc_step,rho_C,rho_CD
1186,0.7952,0.124
1187,0.0856,0.0416
1188,0.806,0.1368
1189,0.0824,0.0412
1190,0.7972,0.136
1191,0.0868,0.0428
1192,0.7964,0.1348
1193,0.0864,0.0472
1194,0.7996,0.1328
1195,0.0948,0.0476
1196,0.7928,0.1284
1197,0.0932,0.05
1198,0.7932,0.126
1199,0.094,0.0476
1200,0.7868,0.1288
1201,0.096,0.0504
1202,0.7948,0.1312
1203,0.0868,0.0472
1204,0.7988,0.1296
1205,0.0884,0.046
1206,0.7992,0.1252
1207,0.0908,0.0472
1208,0.7932,0.1296
1209,0.0884,0.046
1210,0.798,0.1356
1211,0.0876,0.0436
1212,0.8028,0.1256
1213,0.0872,0.0412
1214,0.8028,0.1296
1215,0.09,0.0432
1216,0.7948,0.1228
1217,0.0932,0.0508
1218,0.798,0.1252
1219,0.0868,0.0456
1220,0.8004,0.1292
1221,0.0876,0.044
1222,0.7932,0.1292
1223,0.0872,0.0412
1224,0.8016,0.1188
1225,0.0856,0.0384
1226,0.8036,0.126
1227,0.0844,0.0384
1228,0.8028,0.12
1229,0.088,0.0424
1230,0.7996,0.122
1231,0.0872,0.042
1232,0.8032,0.1296
1233,0.0876,0.0424
1234,0.8032,0.1156
1235,0.0876,0.0388
1236,0.8032,0.1184
1237,0.0868,0.0412
1238,0.8012,0.1312
1239,0.0904,0.0448
1240,0.804,0.1152
1241,0.0828,0.0404
1242,0.808,0.1176
1243,0.0872,0.04
1244,0.8068,0.1224
1245,0.0872,0.04
1246,0.8016,0.1288
1247,0.0864,0.0396
1248,0.804,0.1228
1249,0.0872,0.0436
1250,0.7996,0.1236
1251,0.088,0.0408
1252,0.8,0.124
1253,0.0884,0.0412
1254,0.8008,0.118
1255,0.0896,0.0424
1256,0.796,0.12
1257,0.09,0.0468
1258,0.8048,0.1208
1259,0.0884,0.0416
1260,0.7988,0.1284
1261,0.0908,0.0428
1262,0.8016,0.12
1263,0.088,0.0404
1264,0.7948,0.1296
1265,0.09,0.0436
1266,0.8032,0.1148
1267,0.0924,0.0452
1268,0.7972,0.1316
1269,0.086,0.0408
1270,0.7996,0.1232
1271,0.0872,0.0376
1272,0.8104,0.1156
1273,0.0904,0.0408
1274,0.7996,0.1244
1275,0.0916,0.0436
1276,0.798,0.1192
1277,0.088,0.0424
1278,0.7968,0.1264
1279,0.0864,0.0444
1280,0.8024,0.1156
1281,0.0908,0.052
1282,0.7904,0.1352
1283,0.0868,0.0456
1284,0.7968,0.1284
1285,0.0908,0.0452
1286,0.8044,0.1172
1287,0.0892,0.0472
1288,0.802,0.1168
1289,0.092,0.044
1290,0.7992,0.1192
1291,0.0928,0.0432
1292,0.8004,0.1156
1293,0.0896,0.0408
1294,0.8012,0.1184
1295,0.092,0.0436
1296,0.8016,0.108
1297,0.0924,0.0452
1298,0.7988,0.1216
1299,0.0904,0.042
1300,0.8044,0.1248
1301,0.088,0.0408
1302,0.8072,0.1144
1303,0.0872,0.0452
1304,0.7992,0.1308
1305,0.0908,0.0484
1306,0.7948,0.1244
1307,0.0872,0.048
1308,0.8048,0.126
1309,0.0888,0.048
1310,0.8008,0.1204
1311,0.0904,0.0472
1312,0.7956,0.1228
1313,0.0924,0.0468
1314,0.7988,0.126
1315,0.0864,0.0456
1316,0.8028,0.118
1317,0.0888,0.0448
1318,0.7952,0.1296
1319,0.0912,0.0472
1320,0.8,0.122
1321,0.0884,0.046
1322,0.796,0.128
1323,0.0876,0.044
1324,0.8128,0.1184
1325,0.084,0.04
1326,0.8048,0.1228
1327,0.0904,0.0464
1328,0.8,0.1188
1329,0.0908,0.0412
1330,0.8072,0.1136
1331,0.0904,0.0436
1332,0.8028,0.118
1333,0.088,0.0376
1334,0.8052,0.1164
1335,0.0832,0.0396
1336,0.8052,0.1248
1337,0.086,0.0396
1338,0.798,0.1256
1339,0.09,0.0452
1340,0.796,0.1272
1341,0.0852,0.0384
1342,0.808,0.1292
1343,0.0892,0.0472
1344,0.8028,0.1328
1345,0.0916,0.0452
1346,0.8064,0.1168
1347,0.0884,0.0404
1348,0.8028,0.1204
1349,0.0852,0.0404
1350,0.808,0.1196
1351,0.0892,0.0444
1352,0.8056,0.1156
1353,0.0892,0.0388
1354,0.8096,0.1192
1355,0.0884,0.04
1356,0.8088,0.116
1357,0.0864,0.0412
1358,0.812,0.118
1359,0.0848,0.04
1360,0.8068,0.118
1361,0.0892,0.0408
1362,0.8024,0.1244
1363,0.088,0.0456
1364,0.8012,0.1268
1365,0.0904,0.0492
1366,0.8076,0.1256
1367,0.0844,0.0448
1368,0.8036,0.128
1369,0.0852,0.0408
1370,0.8112,0.1096
1371,0.086,0.0396
1372,0.804,0.1196
1373,0.0884,0.046
1374,0.8112,0.118
1375,0.0832,0.038
1376,0.8128,0.1204
1377,0.0868,0.0456
1378,0.8084,0.1108
1379,0.084,0.0404
1380,0.8104,0.12
1381,0.0856,0.0452
1382,0.8076,0.118
1383,0.0844,0.0408
1384,0.8144,0.1164
1385,0.0832,0.038
1386,0.812,0.1236
1387,0.0832,0.0352
1388,0.8104,0.118
1389,0.0852,0.0372
1390,0.8072,0.1232
1391,0.0844,0.0408
1392,0.8004,0.1204
1393,0.09,0.0396
1394,0.8064,0.1136
1395,0.0864,0.0404
1396,0.81,0.12
1397,0.086,0.04
1398,0.7968,0.126
1399,0.0924,0.046
1400,0.8032,0.1092
1401,0.0944,0.0496
1402,0.7976,0.1216
1403,0.094,0.0488
1404,0.7948,0.1196
1405,0.0928,0.0472
1406,0.798,0.1204
1407,0.0868,0.0436
1408,0.8108,0.1124
1409,0.0904,0.0408
1410,0.8056,0.1152
1411,0.086,0.0384
1412,0.8096,0.122
1413,0.0852,0.0396
1414,0.8072,0.12
1415,0.0852,0.0392
1416,0.818,0.11
1417,0.0824,0.034
1418,0.808,0.1132
1419,0.0852,0.038
1420,0.8072,0.1132
1421,0.09,0.0416
1422,0.8064,0.1152
1423,0.0852,0.0396
1424,0.812,0.1244
1425,0.0844,0.0364
1426,0.8064,0.1212
1427,0.086,0.046
1428,0.8012,0.1276
1429,0.0856,0.0388
1430,0.8072,0.1252
1431,0.0868,0.042
1432,0.8068,0.1104
1433,0.0924,0.0432
1434,0.802,0.1208
1435,0.0908,0.042
1436,0.804,0.1184
1437,0.0876,0.04
1438,0.8068,0.1192
1439,0.088,0.0404
1440,0.8008,0.128
1441,0.0872,0.0472
1442,0.8044,0.1168
1443,0.088,0.0456
1444,0.8088,0.1252
1445,0.0808,0.0412
1446,0.806,0.1204
1447,0.0852,0.0448
1448,0.8224,0.1124
1449,0.0812,0.0408
1450,0.81,0.118
1451,0.0876,0.042
1452,0.8056,0.1204
1453,0.0936,0.0468
1454,0.8012,0.1208
1455,0.0916,0.046
1456,0.8084,0.1128
1457,0.086,0.042
1458,0.8048,0.1168
1459,0.0896,0.0488
1460,0.8112,0.1144
1461,0.084,0.0432
1462,0.8096,0.1184
1463,0.0828,0.0436
1464,0.8144,0.12
1465,0.0844,0.044
1466,0.8136,0.122
1467,0.084,0.0416
1468,0.804,0.1256
1469,0.0864,0.0436
1470,0.8096,0.1176
1471,0.0852,0.038
1472,0.806,0.1064
1473,0.0904,0.0472
1474,0.8012,0.1188
1475,0.0884,0.0444
1476,0.8036,0.116
1477,0.0932,0.0484
1478,0.8052,0.1204
1479,0.0908,0.0436
1480,0.806,0.1272
1481,0.086,0.0384
1482,0.8088,0.1144
1483,0.0868,0.0436
1484,0.8048,0.1156
1485,0.0896,0.0424
1486,0.8092,0.1124
1487,0.0844,0.042
1488,0.8112,0.1196
1489,0.0872,0.0436
1490,0.8096,0.1164
1491,0.0864,0.0416
1492,0.8076,0.114
1493,0.088,0.044
1494,0.8092,0.1128
1495,0.0824,0.0368
1496,0.8112,0.106
1497,0.0848,0.0432
1498,0.81,0.1116
1499,0.0868,0.0432
1500,0.8088,0.1224
1501,0.0872,0.0432
1502,0.8144,0.1056
1503,0.0832,0.036
1504,0.814,0.1172
1505,0.0792,0.0364
1506,0.8224,0.1104
1507,0.0836,0.0388
1508,0.818,0.1128
1509,0.086,0.0444
1510,0.8132,0.1148
1511,0.0856,0.0456
1512,0.812,0.1056
1513,0.0856,0.0412
1514,0.8156,0.1108
1515,0.0836,0.0396
1516,0.81,0.1164
1517,0.0884,0.0436
1518,0.8088,0.1232
1519,0.0872,0.0408
1520,0.8148,0.1076
1521,0.0888,0.0404
1522,0.8088,0.1132
1523,0.0848,0.0408
1524,0.8088,0.1128
1525,0.0908,0.0444
1526,0.8168,0.1112
1527,0.0812,0.0384
1528,0.8132,0.108
1529,0.0832,0.0396
1530,0.8148,0.1068
1531,0.0848,0.0432
1532,0.8048,0.1256
1533,0.0876,0.0448
1534,0.8064,0.1172
1535,0.0868,0.0424
1536,0.8044,0.12
1537,0.0872,0.0448
1538,0.8068,0.1136
1539,0.0848,0.0416
1540,0.812,0.1056
1541,0.0844,0.0436
1542,0.8108,0.1212
1543,0.0844,0.0452
1544,0.8076,0.1156
1545,0.0848,0.0412
1546,0.8124,0.1136
1547,0.0864,0.0412
1548,0.8068,0.1244
1549,0.0852,0.0424
1550,0.8144,0.116
1551,0.086,0.042
1552,0.8116,0.1176
1553,0.0856,0.0416
1554,0.81,0.1196
1555,0.0864,0.0412
1556,0.8064,0.116
1557,0.0848,0.0388
1558,0.8108,0.1168
1559,0.0836,0.0408
1560,0.812,0.1168
1561,0.0852,0.0408
1562,0.8076,0.1204
1563,0.084,0.0456
1564,0.8096,0.1164
1565,0.0872,0.0428
1566,0.8068,0.1184
1567,0.0872,0.046
1568,0.8072,0.1192
1569,0.0856,0.0436
1570,0.8096,0.112
1571,0.0872,0.0424
1572,0.814,0.1092
1573,0.0872,0.04
1574,0.8076,0.1144
1575,0.088,0.0448
1576,0.8004,0.1192
1577,0.0896,0.0436
1578,0.8044,0.124
1579,0.0852,0.0424
1580,0.8032,0.1244
1581,0.0828,0.0408
1582,0.8124,0.1164
1583,0.0884,0.044
1584,0.8072,0.1136
1585,0.086,0.0396
1586,0.8112,0.1128
1587,0.0888,0.042
1588,0.8072,0.1208
1589,0.086,0.0428
1590,0.8156,0.112
1591,0.0856,0.044
1592,0.8112,0.1188
1593,0.088,0.0408
1594,0.8004,0.1252
1595,0.088,0.0428
1596,0.8104,0.114
1597,0.0872,0.0428
1598,0.814,0.1108
1599,0.0876,0.042
1600,0.8124,0.1104
1601,0.0872,0.0412
1602,0.8096,0.1104
1603,0.0888,0.04
1604,0.8076,0.116
1605,0.0872,0.0444
1606,0.806,0.12
1607,0.084,0.0388
1608,0.816,0.1096
1609,0.0824,0.0392
1610,0.8144,0.1192
1611,0.084,0.0432
1612,0.808,0.1212
1613,0.0868,0.04
1614,0.8044,0.12
1615,0.0848,0.0412
1616,0.8092,0.1228
1617,0.082,0.0392
1618,0.8124,0.1168
1619,0.0828,0.0368
1620,0.8136,0.118
1621,0.0816,0.0352
1622,0.8172,0.1164
1623,0.0832,0.0392
1624,0.8132,0.1164
1625,0.0864,0.042
1626,0.808,0.1204
1627,0.0872,0.0432
1628,0.8068,0.1176
1629,0.0868,0.0448
1630,0.804,0.118
1631,0.0816,0.0432
1632,0.8124,0.1172
1633,0.0848,0.042
1634,0.8136,0.1124
1635,0.084,0.0408
1636,0.8132,0.1144
1637,0.088,0.0432
1638,0.8088,0.112
1639,0.0904,0.0428
1640,0.8116,0.1084
1641,0.092,0.046
1642,0.8092,0.1044
1643,0.0872,0.0412
1644,0.8068,0.1092
1645,0.0848,0.036
1646,0.8068,0.1136
1647,0.0888,0.0444
1648,0.8044,0.1136
1649,0.0864,0.0424
1650,0.8164,0.1176
1651,0.0844,0.0384
1652,0.8136,0.1176
1653,0.0796,0.04
1654,0.8184,0.1096
1655,0.08,0.0344
1656,0.818,0.1016
1657,0.0864,0.036
1658,0.8176,0.1072
1659,0.084,0.0368
1660,0.8136,0.108
1661,0.0872,0.0428
1662,0.8172,0.1136
1663,0.0848,0.0424
1664,0.8088,0.1044
1665,0.0896,0.0468
1666,0.81,0.1188
1667,0.0912,0.0456
1668,0.814,0.1036
1669,0.086,0.0456
1670,0.8088,0.1164
1671,0.082,0.0372
1672,0.8156,0.1176
1673,0.0856,0.04
1674,0.8124,0.1164
1675,0.0832,0.0416
1676,0.8104,0.1188
1677,0.0884,0.0496
1678,0.8108,0.1104
1679,0.086,0.0412
1680,0.8096,0.1108
1681,0.0876,0.0436
1682,0.8112,0.1064
1683,0.0896,0.0484
1684,0.8048,0.1116
1685,0.0888,0.0444
1686,0.8072,0.1172
1687,0.086,0.0416
1688,0.8036,0.1192
1689,0.088,0.0456
1690,0.81,0.12
1691,0.0852,0.0428
1692,0.8064,0.1216
1693,0.0852,0.0428
1694,0.8124,0.1172
1695,0.0828,0.0408
1696,0.818,0.1068
1697,0.0856,0.0444
1698,0.8076,0.1092
1699,0.0864,0.0444
1700,0.8004,0.1188
1701,0.0908,0.046
1702,0.8092,0.1128
1703,0.0908,0.0496
1704,0.806,0.1192
1705,0.0872,0.0376
1706,0.8108,0.114
1707,0.086,0.04
1708,0.8108,0.1132
1709,0.0856,0.0448
1710,0.8112,0.116
1711,0.0864,0.0416
1712,0.8104,0.1116
1713,0.0908,0.0436
1714,0.8064,0.112
1715,0.0888,0.0472
1716,0.8032,0.118
1717,0.086,0.0416
1718,0.808,0.1116
1719,0.0844,0.0424
1720,0.8124,0.1116
1721,0.088,0.0456
1722,0.8096,0.1212
1723,0.086,0.042
1724,0.8188,0.1096
1725,0.086,0.0396
1726,0.8132,0.1132
1727,0.088,0.05
1728,0.8132,0.1072
1729,0.09,0.0464
1730,0.81,0.1096
1731,0.0892,0.0436
1732,0.8164,0.1088
1733,0.0848,0.0412
1734,0.814,0.1116
1735,0.0808,0.0416
1736,0.8132,0.122
1737,0.0836,0.042
1738,0.8152,0.1196
1739,0.0828,0.0392
1740,0.8236,0.1072
1741,0.0816,0.0416
1742,0.8108,0.1168
1743,0.0836,0.0408
1744,0.818,0.1148
1745,0.0796,0.038
1746,0.8148,0.1116
1747,0.0816,0.0392
1748,0.8152,0.1128
1749,0.0808,0.0396
1750,0.8212,0.1076
1751,0.0796,0.0404
1752,0.8188,0.1088
1753,0.0828,0.0408
1754,0.8188,0.1108
1755,0.0852,0.044
1756,0.8112,0.1176
1757,0.0792,0.0352
1758,0.8172,0.1208
1759,0.0796,0.0384
1760,0.8228,0.1088
1761,0.0796,0.04
1762,0.82,0.1092
1763,0.0788,0.0404
1764,0.8108,0.1068
1765,0.0836,0.0432
1766,0.8148,0.114
1767,0.0816,0.0396
1768,0.8136,0.106
1769,0.0836,0.0396
1770,0.8172,0.1136
1771,0.08,0.0336
1772,0.8288,0.1068
1773,0.0784,0.038
1774,0.8144,0.1144
1775,0.0784,0.0408
1776,0.814,0.1228
1777,0.0836,0.0368
1778,0.8168,0.1124
1779,0.08,0.0372
1780,0.8156,0.1072
1781,0.0816,0.0384
1782,0.8176,0.1156
1783,0.084,0.0388
1784,0.81,0.1156
1785,0.0856,0.0428
1786,0.812,0.114
1787,0.0836,0.0396
1788,0.8112,0.1176
1789,0.0816,0.0396
1790,0.8168,0.1036
1791,0.0832,0.0412
1792,0.8108,0.1136
1793,0.086,0.0432
1794,0.8128,0.108
1795,0.0908,0.0388
1796,0.818,0.108
1797,0.0832,0.0376
1798,0.812,0.1124
1799,0.0832,0.0392
1800,0.816,0.1064
1801,0.0848,0.0464
1802,0.8112,0.114
1803,0.0832,0.0412
1804,0.814,0.114
1805,0.0868,0.0448
1806,0.814,0.1148
1807,0.0872,0.046
1808,0.8084,0.1108
1809,0.0856,0.0388
1810,0.8088,0.1164
1811,0.0872,0.038
1812,0.816,0.1036
1813,0.0864,0.0416
1814,0.8076,0.1124
1815,0.0872,0.0412
1816,0.8108,0.1116
1817,0.0828,0.0416
1818,0.8128,0.1096
1819,0.086,0.0396
1820,0.8136,0.1084
1821,0.0852,0.0424
1822,0.8124,0.1096
1823,0.0844,0.0416
1824,0.8188,0.1088
1825,0.088,0.0436
1826,0.8072,0.1168
1827,0.0852,0.0368
1828,0.8152,0.1008
1829,0.0832,0.0404
1830,0.8164,0.1044
1831,0.0844,0.0432
1832,0.8112,0.12
1833,0.0864,0.042
1834,0.8216,0.1016
1835,0.0868,0.042
1836,0.8088,0.1152
1837,0.0848,0.0452
1838,0.8168,0.1068
1839,0.0836,0.0436
1840,0.8156,0.106
1841,0.0856,0.0452
1842,0.8124,0.1088
1843,0.0852,0.0432
1844,0.808,0.1212
1845,0.0868,0.044
1846,0.8088,0.112
1847,0.0852,0.0408
1848,0.8108,0.1152
1849,0.084,0.0432
1850,0.8116,0.1136
1851,0.0844,0.038
1852,0.8184,0.1092
1853,0.0864,0.0404
1854,0.8092,0.1128
1855,0.0872,0.0444
1856,0.8148,0.1176
1857,0.0848,0.04
1858,0.8144,0.1112
1859,0.084,0.0408
1860,0.8164,0.11
1861,0.082,0.036
1862,0.818,0.1072
1863,0.0824,0.038
1864,0.8136,0.1164
1865,0.084,0.036
1866,0.8268,0.0984
1867,0.0832,0.038
1868,0.8136,0.1084
1869,0.0824,0.0344
1870,0.822,0.1024
1871,0.0864,0.0412
1872,0.8196,0.104
1873,0.0856,0.0392
1874,0.8204,0.1096
1875,0.084,0.0352
1876,0.8176,0.1064
1877,0.0872,0.0392
1878,0.8156,0.1048
1879,0.0864,0.0404
1880,0.8148,0.116
1881,0.0828,0.0404
1882,0.8236,0.1076
1883,0.0808,0.036
1884,0.8216,0.1112
1885,0.0828,0.0428
1886,0.8168,0.1144
1887,0.0852,0.0404
1888,0.8192,0.1056
1889,0.0876,0.0404
1890,0.8128,0.116
1891,0.0816,0.0368
1892,0.828,0.1032
1893,0.0824,0.0376
1894,0.8232,0.0976
1895,0.0816,0.0368
1896,0.8228,0.102
1897,0.0864,0.0364
1898,0.8124,0.1
1899,0.0896,0.0392
1900,0.8076,0.1104
1901,0.0896,0.0428
1902,0.8028,0.118
1903,0.0896,0.0412
1904,0.8112,0.1116
1905,0.088,0.04
1906,0.8204,0.1016
1907,0.0908,0.0408
1908,0.8084,0.1104
1909,0.0888,0.0476
1910,0.8148,0.104
1911,0.0872,0.0432
1912,0.8144,0.1132
1913,0.0856,0.042
1914,0.814,0.104
1915,0.0808,0.0376
1916,0.8196,0.1056
1917,0.0832,0.0368
1918,0.8176,0.1064
1919,0.0836,0.0348
1920,0.8136,0.1132
1921,0.0836,0.038
1922,0.824,0.0996
1923,0.0832,0.036
1924,0.8252,0.1052
1925,0.0828,0.038
1926,0.8164,0.1164
1927,0.0844,0.0392
1928,0.8212,0.094
1929,0.0864,0.0428
1930,0.8152,0.106
1931,0.0852,0.0444
1932,0.812,0.1204
1933,0.0872,0.042
1934,0.8084,0.1172
1935,0.0848,0.0408
1936,0.8176,0.118
1937,0.0828,0.0372
1938,0.8172,0.1152
1939,0.082,0.036
1940,0.8176,0.1076
1941,0.086,0.0424
1942,0.814,0.112
1943,0.0864,0.0408
1944,0.81,0.1088
1945,0.0872,0.042
1946,0.8132,0.106
1947,0.0888,0.0436
1948,0.8132,0.106
1949,0.0844,0.042
1950,0.8256,0.1044
1951,0.0832,0.036
1952,0.8228,0.1104
1953,0.0804,0.0344
1954,0.8212,0.0996
1955,0.082,0.04
1956,0.8216,0.1064
1957,0.082,0.0388
1958,0.8128,0.1116
1959,0.0868,0.042
1960,0.8104,0.1192
1961,0.0864,0.0412
1962,0.8116,0.1192
1963,0.0836,0.0396
1964,0.8172,0.1172
1965,0.0836,0.0384
1966,0.8164,0.106
1967,0.0836,0.0368
1968,0.8236,0.1052
1969,0.0868,0.0412
1970,0.8164,0.1072
1971,0.0856,0.0412
1972,0.808,0.1168
1973,0.0852,0.0412
1974,0.8224,0.1
1975,0.0824,0.0352
1976,0.8224,0.096
1977,0.0836,0.0348
1978,0.8164,0.1068
1979,0.0856,0.0392
1980,0.82,0.1076
1981,0.086,0.0408
1982,0.8172,0.1188
1983,0.084,0.0428
1984,0.8236,0.0944
1985,0.088,0.0388
1986,0.814,0.1076
1987,0.0868,0.0396
1988,0.8148,0.1144
1989,0.082,0.038
1990,0.8252,0.1024
1991,0.0808,0.0388
1992,0.8276,0.0936
1993,0.0848,0.0436
1994,0.8236,0.0988
1995,0.0848,0.038
1996,0.8092,0.1144
1997,0.086,0.0404
1998,0.818,0.1084
1999,0.0872,0.0412
2000,0.8076,0.1148
