BETA,KAPPA,mean_rho_c,var_rho_c,std_rho_c,cv_rho_c
0.11300645858107586,0.22448979591836732,0.31734752000000005,0.0001020778858496,0.010103360126690527,0.03183689643041964
0.11300645858107586,0.24489795918367346,0.31272456000000004,0.00010876592480639999,0.010429090315382257,0.033349124595082186
0.11300645858107586,0.26530612244897955,0.30773872,0.0001151200207616,0.010729399832311219,0.03486529037461135
0.11300645858107586,0.2857142857142857,0.30280096,0.00012216294307839997,0.011052734642539827,0.036501649937106626
0.11300645858107586,0.3061224489795918,0.29752232000000006,0.0001207486858176,0.010988570690385533,0.0369336011173398
0.11300645858107586,0.32653061224489793,0.29155655999999996,0.0001252006409664,0.011189309226507238,0.03837783388069622
0.11300645858107586,0.3469387755102041,0.28747664,0.0001341481103104,0.01158223252703899,0.04028929977419727
0.11300645858107586,0.36734693877551017,0.28641839999999996,0.00013122122944,0.011455183518390267,0.03999457967222172
0.11300645858107586,0.3877551020408163,0.28496344,0.0001325273673664,0.011512053134276267,0.04039835122104178
0.11300645858107586,0.4081632653061224,0.2837632,0.00013643448576,0.011680517358404977,0.041162903993206226
0.11300645858107586,0.42857142857142855,0.28233768,0.0001396060682176,0.011815501183513122,0.04184882862079593
0.11300645858107586,0.44897959183673464,0.28110904000000003,0.0001346640142784,0.01160448250799664,0.041281071956976695
0.11300645858107586,0.4693877551020408,0.27957432,0.0001351504125376,0.011625420961737257,0.041582577976894505
0.11300645858107586,0.4897959183673469,0.27808144,0.0001310149355264,0.011446175585163806,0.041161235302736514
0.11300645858107586,0.5102040816326531,0.2765972,0.00012868229616,0.011343821937953717,0.04101206352759072
0.11300645858107586,0.5306122448979591,0.27507408000000005,0.0001229217441536,0.01108700789905013,0.04030553478193993
0.11300645858107586,0.5510204081632653,0.27352960000000004,0.00012799414784000002,0.01131344986465225,0.04136097104171632
0.11300645858107586,0.5714285714285714,0.27173648,0.0001361512932096,0.011668388629523787,0.04294008897709938
0.11300645858107586,0.5918367346938775,0.27019832,0.0001251074531776,0.011185144307410612,0.041396054229392
0.11300645858107586,0.6122448979591836,0.26840192,0.0001270436443136,0.011271363906537664,0.04199434902156312
0.11300645858107586,0.6326530612244897,0.26663088,0.0001388922944256,0.011785257503576237,0.04420064736528731
0.11300645858107586,0.6530612244897959,0.26463496,0.00013829311379839998,0.011759809258589188,0.04443785227238755
0.11300645858107586,0.673469387755102,0.26281408,0.0001299667777536,0.011400297266018987,0.04337780253637471
0.11300645858107586,0.6938775510204082,0.2607912,0.00013855269055999998,0.011770840690451978,0.045135114568482286
0.11300645858107586,0.7142857142857142,0.25864640000000005,0.00013893442304000004,0.011787044711886014,0.04557204241731573
0.11300645858107586,0.7346938775510203,0.25659336,0.0001272550599104,0.011280738447034396,0.04396348544262563
0.11300645858107586,0.7551020408163265,0.25448760000000004,0.00013452067824,0.011598304972710452,0.045575128111194615
0.11300645858107586,0.7755102040816326,0.25197055999999995,0.0001294071972864,0.011375728428825997,0.04514705380194416
0.11300645858107586,0.7959183673469387,0.2497352,0.00013606031296000003,0.011664489399883736,0.04670743010950693
0.11300645858107586,0.8163265306122448,0.24739919999999999,0.00014510758336000001,0.012046060906371012,0.04869078358527842
0.11300645858107586,0.836734693877551,0.24489336000000003,0.0001323736519104,0.011505374913943484,0.04698116320484754
0.11300645858107586,0.8571428571428571,0.24226224000000002,0.00013837558218240002,0.011763315101721964,0.04855612290929846
0.11300645858107586,0.8775510204081632,0.23963752,0.0001451618882496,0.012048314747283123,0.05027724684883704
0.11300645858107586,0.8979591836734693,0.23703048,0.0001466600629696,0.012110328772151482,0.051091862836169774
0.11300645858107586,0.9183673469387754,0.23414799999999997,0.000133295792,0.011545379681933374,0.04930804312628498
0.11300645858107586,0.9387755102040816,0.23133024,0.00014080908554240003,0.011866300415142035,0.051295932668128624
0.11300645858107586,0.9591836734693877,0.22848343999999998,0.0001445359817664,0.012022311831191203,0.05261786951032952
0.11300645858107586,0.9795918367346939,0.22723032000000004,0.0001415788246976,0.011898690041244036,0.052364006886246664
0.11300645858107586,1.0,0.2270656,0.00014815544063999999,0.01217191195498883,0.053605266297443686
0.12013094617983913,0.0,0.36640224,9.687493898240001e-05,0.009842506742817097,0.02686257251816227
0.12013094617983913,0.02040816326530612,0.36116448,9.74440503296e-05,0.009871375300818016,0.02733207678899657
0.12013094617983913,0.04081632653061224,0.35524848000000003,9.75206576896e-05,0.009875254816438915,0.027798162053892288
0.12013094617983913,0.061224489795918366,0.34885664,0.00010422648791040002,0.010209137471422354,0.029264564009509334
0.12013094617983913,0.08163265306122448,0.34168752,0.00010519899624959999,0.010256656192424508,0.03001764943719486
0.12013094617983913,0.1020408163265306,0.37621128,0.012602526464761602,0.11226097480764008,0.29839874766019797
0.12013094617983913,0.12244897959183673,0.37832688000000003,0.0104105840934656,0.10203226986334078,0.26969341925517104
0.12013094617983913,0.14285714285714285,0.3908368,0.01509602469376,0.12286588091801565,0.31436620327977216
0.12013094617983913,0.16326530612244897,0.38667776000000004,0.0171082432333824,0.13079848329924318,0.3382622349401299
0.12013094617983913,0.18367346938775508,0.40110808000000003,0.0153446566707136,0.12387355113466958,0.30882836150961995
0.12013094617983913,0.2040816326530612,0.40494943999999994,0.014913647811686399,0.12212144697671412,0.3015720850897192
0.12013094617983913,0.22448979591836732,0.31689727999999995,0.00010136442460159997,0.01006799009741269,0.03177051597733086
0.12013094617983913,0.24489795918367346,0.31242528,0.0001071196809216,0.01034986381174168,0.03312748511177354
0.12013094617983913,0.26530612244897955,0.30747568000000003,0.00011270838453759997,0.010616420514354167,0.03452767553633564
0.12013094617983913,0.2857142857142857,0.30232776,0.0001150786533824,0.010727471900797503,0.03548292059186858
0.12013094617983913,0.3061224489795918,0.29697992,0.00011691210879359999,0.010812590290656536,0.03640848947180178
0.12013094617983913,0.32653061224489793,0.29099056,0.0001254813188864,0.011201844441269482,0.03849555958540195
0.12013094617983913,0.3469387755102041,0.2870068,0.00013103732975999999,0.011447153784238245,0.039884608254014346
0.12013094617983913,0.36734693877551017,0.285904,0.000135876224,0.011656595729457207,0.04077101310040156
0.12013094617983913,0.3877551020408163,0.28457352,0.0001336288028096,0.011559792507203579,0.040621462275209505
0.12013094617983913,0.4081632653061224,0.28343376,0.0001233817722624,0.011107734794385397,0.03918987912514514
0.12013094617983913,0.42857142857142855,0.2819224,0.00013220709824,0.011498134554787572,0.04078474982756805
0.12013094617983913,0.44897959183673464,0.28049112,0.0001305454571456,0.01142564909077817,0.04073444139970695
0.12013094617983913,0.4693877551020408,0.27898112,0.0001291689875456,0.011365253518756191,0.040738432474413284
0.12013094617983913,0.4897959183673469,0.27760616,0.0001309511620544,0.011443389447816588,0.04122166974903074
0.12013094617983913,0.5102040816326531,0.27610712,0.0001254101253056,0.011198666228868507,0.04055913599355391
0.12013094617983913,0.5306122448979591,0.27449335999999996,0.0001316335559104,0.011473166777764542,0.041797611343912085
0.12013094617983913,0.5510204081632653,0.27294712,0.0001271291077056,0.011275154442649555,0.04130893354965444
0.12013094617983913,0.5714285714285714,0.27101616,0.00012496658685440002,0.01117884550633025,0.04124789276894134
0.12013094617983913,0.5918367346938775,0.26949112000000003,0.0001355987371456,0.011644687078045507,0.04320991013746763
0.12013094617983913,0.6122448979591836,0.26751136000000003,0.0001339901589504,0.011575411826384408,0.043270729984642174
0.12013094617983913,0.6326530612244897,0.26594376000000003,0.0001314746290624,0.011466238662368755,0.043115276186095716
0.12013094617983913,0.6530612244897959,0.26389632,0.00013524141045759998,0.011629334050477697,0.044067814399525146
0.12013094617983913,0.673469387755102,0.26178423999999995,0.00012948576762239998,0.011379181324787824,0.043467786008767474
0.12013094617983913,0.6938775510204082,0.25993184,0.0001291734662144,0.011365450550435736,0.04372473395500811
0.12013094617983913,0.7142857142857142,0.25786704,0.0001271391216384,0.01127559850466484,0.04372640452484676
0.12013094617983913,0.7346938775510203,0.2556936799999999,0.00012832552805759997,0.011328085807302131,0.044303346908308935
0.12013094617983913,0.7551020408163265,0.25338672,0.0001318054556416,0.011480655714792601,0.04530882958188417
0.12013094617983913,0.7755102040816326,0.25109024,0.0001319773927424,0.011488141396344319,0.045753038414971116
0.12013094617983913,0.7959183673469387,0.24860767999999997,0.0001367442610176,0.011693770179783763,0.04703704318299324
0.12013094617983913,0.8163265306122448,0.24611504000000003,0.0001347114377984,0.011606525655785196,0.0471589450843199
0.12013094617983913,0.836734693877551,0.24353112000000002,0.0001394320235456,0.01180813378758896,0.04848716577819278
0.12013094617983913,0.8571428571428571,0.24104231999999998,0.0001369532170176,0.011702701270117084,0.0485504009010413
0.12013094617983913,0.8775510204081632,0.23824336,0.0001406163599104,0.011858176921871253,0.049773378455841344
0.12013094617983913,0.8979591836734693,0.23550520000000003,0.00014942067695999998,0.012223775069920093,0.05190448053767005
0.12013094617983913,0.9183673469387754,0.23257552,0.00014165149672960001,0.011901743432354775,0.051173672243556734
0.12013094617983913,0.9387755102040816,0.22983912,0.00015678605362559999,0.012521423785879943,0.05447907991415884
0.12013094617983913,0.9591836734693877,0.22721744,0.0001537415198464,0.01239925481012468,0.05456999608007501
0.12013094617983913,0.9795918367346939,0.22688608,0.0001608869262336,0.012684121027237165,0.05590524119962391
0.12013094617983913,1.0,0.22664432,0.0001425540677376,0.011939600819859933,0.05267990311806593
0.12770459681036414,0.0,0.3662492,9.592033136e-05,0.009793892554035908,0.026741061971018387
0.12770459681036414,0.02040816326530612,0.36094792,9.79250316736e-05,0.009895707739904206,0.027415887976038777
0.12770459681036414,0.04081632653061224,0.35508888,0.00010014986034560001,0.010007490212116124,0.028183057188713216
0.12770459681036414,0.061224489795918366,0.34871631999999997,9.90248696576e-05,0.009951124039906245,0.028536444867008938
0.12770459681036414,0.08163265306122448,0.34185328,0.00011471293724159999,0.010710412561689675,0.031330436734992494
0.12770459681036414,0.1020408163265306,0.3717788,0.00685385087856,0.08278798752572743,0.22268076481425897
0.12770459681036414,0.12244897959183673,0.38303152,0.017575851614489598,0.13257394772160025,0.3461175929375218
0.12770459681036414,0.14285714285714285,0.3845112,0.011782769586559999,0.10854846653251256,0.2823024830811497
0.12770459681036414,0.16326530612244897,0.38686232,0.010142838772217598,0.10071166155027728,0.26032946695423137
0.12770459681036414,0.18367346938775508,0.39284376000000004,0.010867863397062399,0.10424904506547002,0.2653702455792349
0.12770459681036414,0.2040816326530612,0.40282671999999997,0.0176246092060416,0.13275770865016315,0.3295652995664318
0.12770459681036414,0.22448979591836732,0.41482056,0.0121353574332864,0.11016059837022672,0.26556205017954443
0.12770459681036414,0.24489795918367346,0.31193192,0.00010967782911359997,0.010472718324943146,0.033573730847882274
0.12770459681036414,0.26530612244897955,0.3071396,0.00010596867184,0.01029410859861115,0.03351605784018456
0.12770459681036414,0.2857142857142857,0.30196808,0.0001164205811136,0.01078983693637675,0.03573171355189843
0.12770459681036414,0.3061224489795918,0.29630159999999994,0.00011828215743999999,0.010875760085621602,0.0367050332688774
0.12770459681036414,0.32653061224489793,0.29046064,0.0001243750747904,0.011152357364718904,0.03839541689613748
0.12770459681036414,0.3469387755102041,0.28682352,0.0001387005668096,0.011777120480389083,0.04106051163582779
0.12770459681036414,0.36734693877551017,0.28549872,0.0001345070543616,0.011597717635879915,0.04062266071063266
0.12770459681036414,0.3877551020408163,0.2842144,0.00013009425663999997,0.011405886929125678,0.040131277405809414
0.12770459681036414,0.4081632653061224,0.28277792,0.0001388468084736,0.011783327563706272,0.04166989969975828
0.12770459681036414,0.42857142857142855,0.28142352,0.00012741685480960002,0.01128790745929466,0.04011003578981124
0.12770459681036414,0.44897959183673464,0.28003352,0.0001339286364096,0.011572754054657863,0.041326317130384475
0.12770459681036414,0.4693877551020408,0.27856800000000004,0.000129478656,0.011378868836575979,0.04084772420585271
0.12770459681036414,0.4897959183673469,0.27694512,0.00013861926018560002,0.01177366808541841,0.042512639635673706
0.12770459681036414,0.5102040816326531,0.27535879999999996,0.00013483683056,0.01161192622091615,0.042170165692602346
0.12770459681036414,0.5306122448979591,0.27378656,0.0001279194993664,0.011310150280451627,0.04131010039518239
0.12770459681036414,0.5510204081632653,0.2722692,0.00012873741936,0.011346251335132675,0.041672915390843605
0.12770459681036414,0.5714285714285714,0.27046936,0.00011869070919039999,0.010894526570273717,0.040280076716540894
0.12770459681036414,0.5918367346938775,0.26867816,0.0001288070110144,0.011349317645321237,0.042241310738919895
0.12770459681036414,0.6122448979591836,0.2668916,0.00012557237744,0.011205908148829349,0.04198673974313672
0.12770459681036414,0.6326530612244897,0.264908,0.000124699888,0.011166910405300117,0.04215391911644842
0.12770459681036414,0.6530612244897959,0.26293112,0.0001382907435456,0.011759708480468383,0.044725434100263146
0.12770459681036414,0.673469387755102,0.26092936,0.00012377670599039999,0.011125498010893714,0.04263796918404933
0.12770459681036414,0.6938775510204082,0.25890768,0.0001321277970176,0.011494685598901782,0.0443968506415174
0.12770459681036414,0.7142857142857142,0.256722,0.00013455100400000002,0.0115996122348982,0.04518355355169483
0.12770459681036414,0.7346938775510203,0.25439663999999995,0.0001302451727104,0.011412500721156604,0.04486105131402917
0.12770459681036414,0.7551020408163265,0.25226264000000004,0.00014084478023039998,0.011867804355920263,0.04704542993730765
0.12770459681036414,0.7755102040816326,0.24989912000000003,0.0001301233592256,0.011407162628173581,0.045647070018388136
0.12770459681036414,0.7959183673469387,0.24728808,0.00013912136191359997,0.011794971891174644,0.04769729253094061
0.12770459681036414,0.8163265306122448,0.24489824,0.0001330706049024,0.011535623299258693,0.04710374112634984
0.12770459681036414,0.836734693877551,0.24224024,0.00014221303674239998,0.011925310760831349,0.04922927239847248
0.12770459681036414,0.8571428571428571,0.23965783999999998,0.0001356496785344,0.011646874195869036,0.04859792692727698
0.12770459681036414,0.8775510204081632,0.23698448,0.0001459151511296,0.012079534392086477,0.05097183744727282
0.12770459681036414,0.8979591836734693,0.23388944,0.0001412576644864,0.011885186766996975,0.050815405633520584
0.12770459681036414,0.9183673469387754,0.23103352,0.0001444827164096,0.012020096356086335,0.052027499542431487
0.12770459681036414,0.9387755102040816,0.22814247999999998,0.00014428981144959998,0.012012069407458482,0.05265161230586467
0.12770459681036414,0.9591836734693877,0.22672920000000005,0.00014475009136,0.012031213212307393,0.053064242330971886
0.12770459681036414,0.9795918367346939,0.22662648,0.0001511416988096,0.012293970018248784,0.05424772082348358
0.12770459681036414,1.0,0.2261484,0.00014714876144,0.01213048892007243,0.05363950804017375
0.13575572793777443,0.0,0.36592559999999996,9.718716864e-05,0.009858355270530679,0.02694087341943466
0.13575572793777443,0.02040816326530612,0.36073336,9.28325831104e-05,0.009634966689636244,0.026709386372350603
0.13575572793777443,0.04081632653061224,0.35482424,9.66772044224e-05,0.009832456682965859,0.02771078064724625
0.13575572793777443,0.061224489795918366,0.34841256000000004,9.84911382464e-05,0.009924270161901075,0.028484249138151257
0.13575572793777443,0.08163265306122448,0.34208216,0.0001408793617344,0.01186926121266189,0.03469710672039106
0.13575572793777443,0.1020408163265306,0.37330312000000004,0.0079191298142656,0.08898949271832939,0.2383840047153353
0.13575572793777443,0.12244897959183673,0.38348008,0.0171081293951936,0.1307980481322011,0.3410817274581801
0.13575572793777443,0.14285714285714285,0.38136855999999997,0.0120402032355264,0.10972785988766208,0.2877213053107002
0.13575572793777443,0.16326530612244897,0.3918516,0.01676947650544,0.1294970135000804,0.33047463248862674
0.13575572793777443,0.18367346938775508,0.40232712,0.0192805782085056,0.13885452174310206,0.3451284162576514
0.13575572793777443,0.2040816326530612,0.40840151999999996,0.020245913181689598,0.1422881343671692,0.3484025582646441
0.13575572793777443,0.22448979591836732,0.41674808,0.0052183777523136,0.07223833990557646,0.17333814688618712
0.13575572793777443,0.24489795918367346,0.31124232,0.00010666908901759999,0.010328072860780949,0.033183382198092304
0.13575572793777443,0.26530612244897955,0.3065928,0.00011109946815999999,0.010540373245763169,0.03437906319314468
0.13575572793777443,0.2857142857142857,0.30110568000000004,0.00011664617573759999,0.010800285909993308,0.03586875514933264
0.13575572793777443,0.3061224489795918,0.29583536,0.0001129983656704,0.010630068940058668,0.035932381240899224
0.13575572793777443,0.32653061224489793,0.2897656,0.00013336803264000002,0.011548507810102568,0.03985465427953686
0.13575572793777443,0.3469387755102041,0.28643024,0.0001314701895424,0.011466045069787576,0.04003084684699344
0.13575572793777443,0.36734693877551017,0.28497248,0.0001323142506496,0.011502793167296368,0.040364575440043786
0.13575572793777443,0.3877551020408163,0.28365896,0.0001283965557184,0.011331220398456647,0.03994663309227618
0.13575572793777443,0.4081632653061224,0.28205016,0.0001356958199744,0.01164885487824447,0.04130064977890625
