BETA,GAMMA,mean_rho_c,var_rho_c,std_rho_c,cv_rho_c
0.11300645858107586,1.6648499521563311,0.0,0.0,0.0,0.0
0.11300645858107586,1.769810349879349,0.0,0.0,0.0,0.0
0.11300645858107586,1.8813879716206057,0.0,0.0,0.0,0.0
0.11300645858107586,2.0,0.0,0.0,0.0,0.0
0.12013094617983913,0.1,0.36735968,0.0001237651582976,0.011124979024591463,0.030283614752145534
0.12013094617983913,0.10630449594493915,0.36656048,0.00011427639016959999,0.010690013572002608,0.029163028082030577
0.12013094617983913,0.11300645858107586,0.3659188,0.00012848374256,0.01133506694113449,0.03097700074752784
0.12013094617983913,0.12013094617983913,0.36483624,0.00012168454266239998,0.011031071691472228,0.030235679688706992
0.12013094617983913,0.12770459681036414,0.36405288,0.0001185966597056,0.010890209350861902,0.029913811836516445
0.12013094617983913,0.13575572793777443,0.3630876,0.00012054413423999999,0.010979259275561353,0.030238596073127677
0.12013094617983913,0.14431444230063406,0.36197584,0.0001226123442944,0.011073045845403152,0.03059056605933466
0.12013094617983913,0.1534127404634391,0.36088296000000003,0.00012152031763840001,0.011023625430791814,0.03054626195371434
0.12013094617983913,0.16308464046497667,0.35958488,0.00011991705138560001,0.010950664426672932,0.030453628713957417
0.12013094617983913,0.1733663050099097,0.35820856,0.00011958738272640002,0.010935601617030498,0.030528588197419115
0.12013094617983913,0.18429617667915033,0.35698208,0.00012107327887360002,0.011003330353742907,0.030823200855748578
0.12013094617983913,0.1959151216645652,0.3551004,0.00011909935984,0.010913265315202411,0.030732900653455787
0.12013094617983913,0.2082665825654304,0.35348352,0.00012149152040960001,0.011022319193781317,0.031181988890970975
0.12013094617983913,0.22139674081793126,0.35174736,0.0001170179650304,0.01081748422834071,0.030753561955207592
0.12013094617983913,0.23535468936502527,0.34950328,0.00011908930124160002,0.010912804462721764,0.031223754073843778
0.12013094617983913,0.25019261621226735,0.34747408,0.0001235628961536,0.011115884856978323,0.03199054403418616
0.12013094617983913,0.265965999555907,0.34507104,0.00011904103331839999,0.010910592711599127,0.03161839577032929
0.12013094617983913,0.28273381521282603,0.34254088,0.0001171106808256,0.010821768839963272,0.031592634549088776
0.12013094617983913,0.3005587571278905,0.33954616,0.0001206087172544,0.010982200018866893,0.0323437615046711
0.12013094617983913,0.3195074717831778,0.3362156,0.00012385057264,0.01112881721657787,0.03310024049026241
0.12013094617983913,0.33965080738552583,0.33265352000000004,0.00011551809560960002,0.01074793448108054,0.03230969713196043
0.12013094617983913,0.36106407876409946,0.32895808,0.00011057181071360001,0.010515313153377791,0.03196551108693786
0.12013094617983913,0.38382734896841403,0.3244196,0.00011557590384,0.010750623416341957,0.03313802068784363
0.12013094617983913,0.40802572861969516,0.3196576,0.00011937562624,0.010925915350212083,0.03418005813161359
0.12013094617983913,0.4337496941348323,0.3142019999999999,0.00011392383599999998,0.010673510950010777,0.03397021963581002
0.12013094617983913,0.4610954260127488,0.30797759999999996,0.00011740967423999997,0.01083557447669481,0.035182995375945554
0.12013094617983913,0.4901651684480225,0.30111087999999997,0.0001191596736256,0.01091602828988639,0.03625252030045009
0.12013094617983913,0.5210676116163322,0.29313544,0.00011979324000639999,0.010945009822124417,0.0373377228700986
0.12013094617983913,0.5539182980610752,0.28402143999999996,0.0001237641483264,0.011124933632449228,0.03916934451303827
0.12013094617983913,0.5888400547006117,0.274138,0.000125043068,0.01118226578113756,0.040790644788893035
0.12013094617983913,0.6259634520713893,0.48310072,0.1749735561914816,0.4182984056764759,0.8658616896213194
0.12013094617983913,0.6654272925240312,0.47894624,0.1684409105178624,0.4104155339626686,0.8569135733535952
0.12013094617983913,0.7073791291977272,0.4755688,0.16440280958656,0.40546616330658225,0.8525920188763061
0.12013094617983913,0.7519758177133438,0.46979583999999996,0.1625436134866944,0.4031669796581739,0.8581748609314503
0.12013094617983913,0.7993841026480046,0.46287608,0.16263514240383362,0.40328047610048473,0.8712493332999293
0.12013094617983913,0.8497812409839364,0.4617468800000001,0.13209906034626562,0.3634543442390882,0.7871289660670542
0.12013094617983913,0.9033556648626223,0.40842903999999997,0.0535964242766784,0.23150901554081732,0.5668279991570074
0.12013094617983913,0.9603076861222645,0.38632608,0.040732097767833604,0.20182194570421128,0.5224134640462567
0.12013094617983913,1.0208502452527815,0.33687071999999996,0.027420838710681596,0.16559238723649586,0.49156064153184903
0.12013094617983913,1.0852097075686449,0.0,0.0,0.0,0.0
0.12013094617983913,1.153626709576396,0.0,0.0,0.0,0.0
0.12013094617983913,1.226357058701375,0.0,0.0,0.0,0.0
0.12013094617983913,1.303672689737678,0.0,0.0,0.0,0.0
0.12013094617983913,1.3858626815974695,0.0,0.0,0.0,0.0
0.12013094617983913,1.4732343381612067,0.0,0.0,0.0,0.0
0.12013094617983913,1.5661143372700317,0.0,0.0,0.0,0.0
0.12013094617983913,1.6648499521563311,0.0,0.0,0.0,0.0
0.12013094617983913,1.769810349879349,0.0,0.0,0.0,0.0
0.12013094617983913,1.8813879716206057,0.0,0.0,0.0,0.0
0.12013094617983913,2.0,0.0,0.0,0.0,0.0
0.12770459681036414,0.1,0.36692248,0.0001216768706496,0.011030723940412978,0.030062818556151092
0.12770459681036414,0.10630449594493915,0.36632984,0.0001199940215744,0.010954178270157922,0.029902500626642705
0.12770459681036414,0.11300645858107586,0.36531472,0.0001241989993216,0.011144460476918567,0.03050646433551478
0.12770459681036414,0.12013094617983913,0.36453928,0.0001195599610816,0.010934347766629705,0.029994978227393502
0.12770459681036414,0.12770459681036414,0.3636672,0.00011819676416,0.010871833523375899,0.029895007092682262
0.12770459681036414,0.13575572793777443,0.3626844,0.00012257156464,0.011071204299442767,0.030525725119257312
0.12770459681036414,0.14431444230063406,0.36158408,0.0001197858905536,0.01094467407251582,0.030268683489925275
0.12770459681036414,0.1534127404634391,0.36041799999999996,0.000122745756,0.01107906837238583,0.03073949795067347
0.12770459681036414,0.16308464046497667,0.35923792,0.0001171141460736,0.010821928944213226,0.030124684343493656
0.12770459681036414,0.1733663050099097,0.35802032,0.00011631657909759998,0.010785016416195201,0.03012403434585836
0.12770459681036414,0.18429617667915033,0.35631808,0.00011833223311359999,0.010878062010928233,0.03052907674774245
0.12770459681036414,0.1959151216645652,0.35479296,0.00012297959843840002,0.011089616694836662,0.03125658608005261
0.12770459681036414,0.2082665825654304,0.35308256,0.00011720182384640001,0.010825979117216143,0.030661324980809427
0.12770459681036414,0.22139674081793126,0.35131048,0.00011291237016960003,0.010626023252826055,0.030246815446058017
0.12770459681036414,0.23535468936502527,0.34921312,0.00011720405186560002,0.010826082018237254,0.03100136105492616
0.12770459681036414,0.25019261621226735,0.34699144,0.0001195492387264,0.010933857449518903,0.031510452965407165
0.12770459681036414,0.265965999555907,0.34454808000000003,0.00011779704831360001,0.010853434862457139,0.03150049439386555
0.12770459681036414,0.28273381521282603,0.34192839999999997,0.00011543157744,0.010743908852926852,0.03142151647224054
0.12770459681036414,0.3005587571278905,0.3390396,0.00011896399984000001,0.010907061925193237,0.03217046600218157
0.12770459681036414,0.3195074717831778,0.3357228,0.00012139954415999999,0.011018146130815292,0.03281917740116338
0.12770459681036414,0.33965080738552583,0.33225488000000003,0.0001165113561856,0.010794042624781505,0.03248723577748957
0.12770459681036414,0.36106407876409946,0.3284472,0.00012306740416,0.011093574904421026,0.03377582425553034
0.12770459681036414,0.38382734896841403,0.32404112,0.00010912835714559999,0.010446451892657142,0.03223804402557657
0.12770459681036414,0.40802572861969516,0.31927368,0.0001172325552576,0.010827398360529643,0.03391259298458189
0.12770459681036414,0.4337496941348323,0.31342088,0.0001189477880256,0.010906318720154844,0.034797677551523826
0.12770459681036414,0.4610954260127488,0.3073592,0.00011754995136000001,0.010842045533938695,0.035274836523320904
0.12770459681036414,0.4901651684480225,0.30052768,0.0001143197618176,0.01069204198540204,0.03557756139268782
0.12770459681036414,0.5210676116163322,0.29257072,0.00011809303068160002,0.010867061731746995,0.03714336736002494
0.12770459681036414,0.5539182980610752,0.28323424,0.00011627389962240003,0.01078303758791557,0.038071094751522865
0.12770459681036414,0.5888400547006117,0.48465432,0.16534467525733762,0.40662596480959945,0.8390020433730982
0.12770459681036414,0.6259634520713893,0.48624639999999997,0.19350491771904002,0.4398919386838545,0.904668782501741
0.12770459681036414,0.6654272925240312,0.48402351999999993,0.1816579469668096,0.42621349927801394,0.8805636124418376
0.12770459681036414,0.7073791291977272,0.47537648,0.15976859707880964,0.3997106416882213,0.8408296550309373
0.12770459681036414,0.7519758177133438,0.4673163199999999,0.1576792308216576,0.3970884420650614,0.8497208958271808
0.12770459681036414,0.7993841026480046,0.46039135999999997,0.12730924056535042,0.3568042048033493,0.7750019566035065
0.12770459681036414,0.8497812409839364,0.46070864,0.1352139436533504,0.36771448659707495,0.7981497516458015
0.12770459681036414,0.9033556648626223,0.40823624,0.0481138281906624,0.21934864529023743,0.53730811671751
0.12770459681036414,0.9603076861222645,0.38642904,0.0440556478926784,0.20989437318012696,0.5431640778864004
0.12770459681036414,1.0208502452527815,0.34440816,0.0322651086694144,0.17962491104914818,0.5215466179696444
0.12770459681036414,1.0852097075686449,0.0,0.0,0.0,0.0
0.12770459681036414,1.153626709576396,0.0,0.0,0.0,0.0
0.12770459681036414,1.226357058701375,0.0,0.0,0.0,0.0
0.12770459681036414,1.303672689737678,0.0,0.0,0.0,0.0
0.12770459681036414,1.3858626815974695,0.0,0.0,0.0,0.0
0.12770459681036414,1.4732343381612067,0.0,0.0,0.0,0.0
0.12770459681036414,1.5661143372700317,0.0,0.0,0.0,0.0
0.12770459681036414,1.6648499521563311,0.0,0.0,0.0,0.0
0.12770459681036414,1.769810349879349,0.0,0.0,0.0,0.0
0.12770459681036414,1.8813879716206057,0.0,0.0,0.0,0.0
0.12770459681036414,2.0,0.0,0.0,0.0,0.0
0.13575572793777443,0.1,0.36677464,0.0001261679008704,0.01123244856967527,0.030624932437191596
0.13575572793777443,0.10630449594493915,0.36595720000000004,0.00012655263215999998,0.011249561420784367,0.030740101358258196
0.13575572793777443,0.11300645858107586,0.3650652,0.00011741904496000002,0.010836006873382834,0.029682387895046788
0.13575572793777443,0.12013094617983913,0.36429152,0.00011558727208959999,0.010751152128474417,0.029512496279008683
0.13575572793777443,0.12770459681036414,0.3633324,0.00011766211823999998,0.010847217073517058,0.029854802581649912
0.13575572793777443,0.13575572793777443,0.36223656,0.00012603354336639997,0.011226466201187262,0.030992084844189284
0.13575572793777443,0.14431444230063406,0.3613464,0.00012575840704,0.011214205591124144,0.031034502048793468
0.13575572793777443,0.1534127404634391,0.3601404,0.00011974710384,0.010942901984391526,0.03038509976773371
0.13575572793777443,0.16308464046497667,0.35893808,0.00011330195791360001,0.010644339242696092,0.02965508491797831
0.13575572793777443,0.1733663050099097,0.3574492,0.00011793607536000001,0.010859837722544476,0.030381485600036246
0.13575572793777443,0.18429617667915033,0.35607032,0.00011711975909759999,0.010822188276758078,0.030393401721205176
0.13575572793777443,0.1959151216645652,0.3544544,0.00011900388864,0.010908890348701834,0.030776569140351578
0.13575572793777443,0.2082665825654304,0.35264568,0.0001202255613376,0.010964741736019138,0.031092800388251282
0.13575572793777443,0.22139674081793126,0.35097816000000004,0.00012630320301440002,0.011238469780819807,0.03202042480597598
0.13575572793777443,0.23535468936502527,0.34869184,0.0001261443334144,0.011231399441494368,0.03221010116409483
0.13575572793777443,0.25019261621226735,0.3466428,0.00011700642416,0.01081695077921685,0.03120489096908071
0.13575572793777443,0.265965999555907,0.3441224,0.00011678981824,0.01080693380381318,0.031404331144421815
0.13575572793777443,0.28273381521282603,0.3415532,0.00011640801776,0.010789254736078856,0.03158879710709446
0.13575572793777443,0.3005587571278905,0.33858064,0.0001198111451904,0.010945827752637074,0.03232856950307931
0.13575572793777443,0.3195074717831778,0.33526264,0.00011795828423040002,0.010860860197535,0.032395080458517536
0.13575572793777443,0.33965080738552583,0.33196656,0.00011479011376639998,0.010714014829483856,0.032274379773323716
0.13575572793777443,0.36106407876409946,0.32784576,0.00011292744202239999,0.010626732424522601,0.03241381686474335
0.13575572793777443,0.38382734896841403,0.3234652,0.00011323139696000001,0.010641024243934417,0.03289696772306392
0.13575572793777443,0.40802572861969516,0.31859568,0.00011792535733760001,0.010859344240680467,0.034085032919091894
0.13575572793777443,0.4337496941348323,0.31310936,0.0001167432403904,0.010804778590531135,0.034508002541128555
0.13575572793777443,0.4610954260127488,0.30681816,0.0001195728222144,0.010934935857809134,0.03563979347835582
0.13575572793777443,0.4901651684480225,0.29992384,0.00012071029565439998,0.010986823729103876,0.03663204541894328
0.13575572793777443,0.5210676116163322,0.29197704,0.0001244181928384,0.011154290333248459,0.03820262830683008
0.13575572793777443,0.5539182980610752,0.28261072,0.0001237095170816,0.011122478009940052,0.039356178739221405
0.13575572793777443,0.5888400547006117,0.49001656000000005,0.19505960871776637,0.44165553174138594,0.9013073593704383
0.13575572793777443,0.6259634520713893,0.48249839999999994,0.15686735665343998,0.3960648389512,0.8208624918781079
0.13575572793777443,0.6654272925240312,0.48378760000000004,0.18509413642223999,0.43022568080280843,0.889286291758632
0.13575572793777443,0.7073791291977272,0.4791639200000001,0.16749543815423357,0.40926206537405047,0.8541170323801726
0.13575572793777443,0.7519758177133438,0.47003032,0.1616963542486976,0.4021148520618178,0.8555083256369883
0.13575572793777443,0.7993841026480046,0.45981263999999994,0.1265066033602304,0.3556776677839507,0.7735273823354459
0.13575572793777443,0.8497812409839364,0.46108432000000005,0.12285703180213758,0.3505096743345861,0.7601856301133512
0.13575572793777443,0.9033556648626223,0.40944864000000003,0.0498100579221504,0.2231816702199139,0.5450785481175707
0.13575572793777443,0.9603076861222645,0.38146456,0.03926645413600641,0.1981576497034783,0.5194654247919605
0.13575572793777443,1.0208502452527815,0.33856864000000003,0.0294219786645504,0.17152836110844877,0.5066280241089333
