GAMMA,KAPPA,mean_rho_c,var_rho_c,std_rho_c,cv_rho_c
0.10630449594493915,0.5918367346938775,0.30111624000000003,0.0001566888242624,0.012517540663500958,0.041570460176777436
0.10630449594493915,0.6122448979591836,0.29974984,0.00014878205997439998,0.012197625177648311,0.04069268286397855
0.10630449594493915,0.6326530612244897,0.29850968,0.00015853641829759998,0.012591124584309377,0.04217995404473777
0.10630449594493915,0.6530612244897959,0.29710816,0.0001460818054144,0.012086430631679478,0.040680237902854896
0.10630449594493915,0.673469387755102,0.29560032,0.00015899692789760002,0.012609398395546078,0.0426569172710844
0.10630449594493915,0.6938775510204082,0.29419648,0.0001521728516096,0.01233583607258138,0.04193060390315132
0.10630449594493915,0.7142857142857142,0.29284488,0.0001420932497856,0.011920287319758699,0.040705124568879945
0.10630449594493915,0.7346938775510203,0.29116216000000006,0.00014968410413440002,0.012234545522184304,0.04201969624824978
0.10630449594493915,0.7551020408163265,0.28970560000000006,0.00014333195264,0.011972132334717988,0.04132516711695592
0.10630449594493915,0.7755102040816326,0.28792192,0.0001536701275136,0.012396375579724906,0.043054643355132205
0.10630449594493915,0.7959183673469387,0.28624175999999996,0.0001564337121024,0.01250734632535615,0.04369504409613801
0.10630449594493915,0.8163265306122448,0.2844868,0.00015696363376,0.012528512831138419,0.044038995240336
0.10630449594493915,0.836734693877551,0.28268536,0.00015469389767039997,0.012437600157200744,0.04399803427103811
0.10630449594493915,0.8571428571428571,0.28080511999999996,0.0001466700537856,0.01211074125665312,0.04312863403862836
0.10630449594493915,0.8775510204081632,0.29030904,0.0001012521102784,0.010062410758779429,0.03466103142630153
0.10630449594493915,0.8979591836734693,0.28767344,0.0001029920465664,0.010148499719978318,0.03527784740912584
0.10630449594493915,0.9183673469387754,0.28496272,0.0001022788022016,0.010113298285010681,0.03548989946829073
0.10630449594493915,0.9387755102040816,0.28234968,0.0001034112598976,0.010169132701346758,0.03601609430315897
0.10630449594493915,0.9591836734693877,0.27959528,0.00010135040972159999,0.010067294061544045,0.036006666713200755
0.10630449594493915,0.9795918367346939,0.2767616,0.00010273849344,0.010135999873717442,0.03662357738110143
0.10630449594493915,1.0,0.27345072,0.0001019642754816,0.0100977361562679,0.03692707832792651
0.11300645858107586,0.0,0.39833448,9.90366351296e-05,0.009951715185313535,0.024983313483968386
0.11300645858107586,0.02040816326530612,0.39434832,0.0001005895211776,0.010029432744557391,0.02543292879898003
0.11300645858107586,0.04081632653061224,0.39010696,0.0001015037915584,0.010074909009931554,0.025826017074731387
0.11300645858107586,0.061224489795918366,0.38538736,0.00010708656023039999,0.010348263633595735,0.026851590653091825
0.11300645858107586,0.08163265306122448,0.38040536,0.0001103888672704,0.01050661064617891,0.027619512632994735
0.11300645858107586,0.1020408163265306,0.3745608,0.00010909734336000001,0.01044496736998254,0.027885906293404275
0.11300645858107586,0.12244897959183673,0.36952799999999997,0.000172570624,0.013136613871161777,0.035549711716464726
0.11300645858107586,0.14285714285714285,0.41417952,0.027585729948569598,0.16608952389771486,0.4010085382727636
0.11300645858107586,0.16326530612244897,0.4218568800000001,0.0332780645406656,0.1824227632195763,0.43242808608354627
0.11300645858107586,0.18367346938775508,0.42347223999999994,0.043203229213382405,0.2078538650431654,0.4908323271512801
0.11300645858107586,0.2040816326530612,0.42475064,0.043101626011590406,0.20760931099445035,0.4887792776355801
0.11300645858107586,0.22448979591836732,0.35572296,0.00011150536083840001,0.010559609880975717,0.02968492638477909
0.11300645858107586,0.24489795918367346,0.35254456,0.00011433919840639998,0.010692950874590232,0.030330778255634495
0.11300645858107586,0.26530612244897955,0.34932496,0.00011041721699839999,0.010507959697220006,0.030080758320905572
0.11300645858107586,0.2857142857142857,0.34589816,0.00011750358061440003,0.010839906854507562,0.0313384345684509
0.11300645858107586,0.3061224489795918,0.34211912,0.0001101763064256,0.010496490195565374,0.030680805549731842
0.11300645858107586,0.32653061224489793,0.33826799999999996,0.00010943672,0.010461200695904845,0.030925776886684065
0.11300645858107586,0.3469387755102041,0.3340896,0.00012552880384000004,0.011203963755742877,0.03353580523231755
0.11300645858107586,0.36734693877551017,0.32953215999999996,0.0001243796537344,0.011152562653238045,0.03384362440751776
0.11300645858107586,0.3877551020408163,0.32468256,0.00013164086384640002,0.011473485252807884,0.03533754708847892
0.11300645858107586,0.4081632653061224,0.31967016,0.00014259485357439997,0.011941308704425993,0.037355093463919166
0.11300645858107586,0.42857142857142855,0.3139964,0.00014356533104000003,0.011981875105341402,0.038159275409977315
0.11300645858107586,0.44897959183673464,0.3083784,0.00016076734143999997,0.012679406194297901,0.04111638880770476
0.11300645858107586,0.4693877551020408,0.30736551999999995,0.00016391977112959995,0.012803115680552134,0.041654365397108095
0.11300645858107586,0.4897959183673469,0.30617088,0.0001461702880256,0.012090090488726708,0.03948804827136633
0.11300645858107586,0.5102040816326531,0.30509608,0.0001497697126336,0.012238043660389516,0.040112097344513625
0.11300645858107586,0.5306122448979591,0.3038304,0.00014737315584,0.012139734586884509,0.039955628491699674
0.11300645858107586,0.5510204081632653,0.30274792,0.0001469294156736,0.012121444454915429,0.040038076743567484
0.11300645858107586,0.5714285714285714,0.30139792,0.0001485069396736,0.012186342341884213,0.0404327353748301
0.11300645858107586,0.5918367346938775,0.30017272,0.00014933122380159997,0.012220115539617453,0.04071028020007099
0.11300645858107586,0.6122448979591836,0.29883816,0.0001407692638144,0.0118646223629073,0.03970250105577982
0.11300645858107586,0.6326530612244897,0.29751471999999995,0.00015153531932159998,0.012309968290844618,0.0413759974324787
0.11300645858107586,0.6530612244897959,0.29608104,0.0001475443765184,0.012146784616448915,0.041025202479864686
0.11300645858107586,0.673469387755102,0.29492240000000003,0.00015664793023999999,0.012515907088181823,0.042437967031944065
0.11300645858107586,0.6938775510204082,0.29310048,0.0001525767197696,0.01235219493732187,0.0421432095140952
0.11300645858107586,0.7142857142857142,0.29181528,0.00015470671052159998,0.012438115231883004,0.04262324862455113
0.11300645858107586,0.7346938775510203,0.29007015999999997,0.0001565645175744,0.012512574378376337,0.043136372174153795
0.11300645858107586,0.7551020408163265,0.28838072000000003,0.0001450468922816,0.012043541517410898,0.04176264459500239
0.11300645858107586,0.7755102040816326,0.28670735999999997,0.0001613677378304,0.012703060175815906,0.04430671112110937
0.11300645858107586,0.7959183673469387,0.28491224000000004,0.0001570539301824,0.012532115949926413,0.04398588123109913
0.11300645858107586,0.8163265306122448,0.28326384,0.00014385179645439998,0.01199382326259646,0.042341526057814015
0.11300645858107586,0.836734693877551,0.28142280000000003,0.00014391455216,0.01199643914501299,0.042627815319202955
0.11300645858107586,0.8571428571428571,0.27938936000000003,0.00015693908679040002,0.012527533148645029,0.04483897722033877
0.11300645858107586,0.8775510204081632,0.28857488000000003,0.0001000688729856,0.010003443056548081,0.03466498212369725
0.11300645858107586,0.8979591836734693,0.28589928,0.0001044597114816,0.010220553384313396,0.035748790218406275
0.11300645858107586,0.9183673469387754,0.2834028,0.00010041829616,0.010020892982164813,0.035359188343110276
0.11300645858107586,0.9387755102040816,0.28040424,0.00010267419002240001,0.010132827345928677,0.03613649831375116
0.11300645858107586,0.9591836734693877,0.27757696,0.0001039446851584,0.010195326633237408,0.03672972941715843
0.11300645858107586,0.9795918367346939,0.27455,0.00010390636400000001,0.0101934471107668,0.037127835041947915
0.11300645858107586,1.0,0.27137136,0.00010732141975040002,0.010359605192786066,0.03817501298879169
0.12013094617983913,0.0,0.39798816,9.79863558144e-05,0.009898805777183427,0.02487211121351808
0.12013094617983913,0.02040816326530612,0.39348992,0.0001043970343936,0.010217486696521802,0.02596632385531452
0.12013094617983913,0.04081632653061224,0.38924344,0.0001019424649664,0.010096656127966327,0.02593918121771385
0.12013094617983913,0.061224489795918366,0.3847564,0.00010817054703999997,0.01040050705686987,0.027031407552596576
0.12013094617983913,0.08163265306122448,0.37944416000000003,0.0001081296338944,0.010398539988594553,0.027404664730100347
0.12013094617983913,0.1020408163265306,0.3737084,0.00011334770544000002,0.010646487939222024,0.028488757382017702
0.12013094617983913,0.12244897959183673,0.3682512,0.00012853773056,0.011337448150267325,0.03078726736061505
0.12013094617983913,0.14285714285714285,0.41975608000000003,0.0368494453030336,0.19196209340136297,0.4573181963233575
0.12013094617983913,0.16326530612244897,0.42121952,0.0431744421789696,0.2077846052501715,0.4932929158890155
0.12013094617983913,0.18367346938775508,0.43126760000000003,0.058988689990240005,0.24287587362733254,0.5631674478382622
0.12013094617983913,0.2040816326530612,0.42894624000000003,0.0425746413978624,0.20633623384626948,0.4810305222544193
0.12013094617983913,0.22448979591836732,0.35483000000000003,0.000112096412,0.010587559303257763,0.02983839952444202
0.12013094617983913,0.24489795918367346,0.3515592,0.00011827206336000001,0.010875296012523062,0.030934465696028042
0.12013094617983913,0.26530612244897955,0.34837912,0.00011307914802560002,0.010633867971044215,0.030523838429364583
0.12013094617983913,0.2857142857142857,0.34484376,0.00011928675706240002,0.010921847694524952,0.03167187277660165
0.12013094617983913,0.3061224489795918,0.34097352000000003,0.00012149280280960002,0.011022377366503109,0.032326197549015265
0.12013094617983913,0.32653061224489793,0.33705008,0.0001228687879936,0.011084619433864204,0.03288715859039169
0.12013094617983913,0.3469387755102041,0.33281303999999995,0.0001167463579584,0.010804922857586722,0.03246544323379494
0.12013094617983913,0.36734693877551017,0.32815368,0.0001297517744576,0.011390863639671928,0.0347119789717791
0.12013094617983913,0.3877551020408163,0.32335623999999996,0.00012431731706240003,0.01114976757885114,0.034481374408767064
0.12013094617983913,0.4081632653061224,0.31832671999999995,0.0001360620860416,0.011664565403031525,0.03664337509283395
0.12013094617983913,0.42857142857142855,0.31263695999999996,0.0001299002019584,0.011397376977111883,0.036455628845392704
0.12013094617983913,0.44897959183673464,0.30749472,0.0001520497801216,0.012330846691188727,0.040101003006453986
0.12013094617983913,0.4693877551020408,0.30647240000000003,0.00014735773424,0.012139099399873123,0.03960911129313152
0.12013094617983913,0.4897959183673469,0.30537864,0.0001569663277504,0.012528620345049968,0.0410265116939743
0.12013094617983913,0.5102040816326531,0.30431984,0.00015901514237439998,0.012610120632825048,0.04143706382345971
0.12013094617983913,0.5306122448979591,0.30311415999999997,0.00016262184749440002,0.012752327140345797,0.04207103732912312
0.12013094617983913,0.5510204081632653,0.30185904,0.00014307721827840002,0.011961488965776795,0.03962607502421261
0.12013094617983913,0.5714285714285714,0.30065991999999997,0.0001422017855936,0.011924839017512982,0.039662217090701626
0.12013094617983913,0.5918367346938775,0.2992876,0.00014637546224,0.012098572735657707,0.04042457066600055
0.12013094617983913,0.6122448979591836,0.29794648,0.00015053854360960002,0.012269414966069083,0.04117992924792763
0.12013094617983913,0.6326530612244897,0.2966212,0.00015141625456,0.012305131228881714,0.04148432825732522
0.12013094617983913,0.6530612244897959,0.29527088,0.0001560877760256,0.012493509355885559,0.04231202669184837
0.12013094617983913,0.673469387755102,0.29365272,0.0001537742126016,0.012400573075531631,0.04222870156125791
0.12013094617983913,0.6938775510204082,0.29219128,0.0001442518919616,0.012010490912598036,0.041104891674378634
0.12013094617983913,0.7142857142857142,0.29055936,0.0001617503483904,0.012718111038609469,0.043771128345717274
0.12013094617983913,0.7346938775510203,0.28895136000000005,0.00015864243415039997,0.012595333824492306,0.04358980634142821
0.12013094617983913,0.7551020408163265,0.28722168000000003,0.0001431591139776,0.011964911783109811,0.04165741173545747
0.12013094617983913,0.7755102040816326,0.28549840000000004,0.00015203095743999997,0.012330083431996718,0.04318792480797341
0.12013094617983913,0.7959183673469387,0.28380631999999995,0.00014977992805760004,0.012238461016712847,0.0431225809795668
0.12013094617983913,0.8163265306122448,0.28197560000000005,0.00015587598063999998,0.012485030261877621,0.04427698801555035
0.12013094617983913,0.836734693877551,0.27986648000000003,0.0001642638684096,0.01281654666474554,0.0457952187226764
0.12013094617983913,0.8571428571428571,0.27799584,0.0001589542226944,0.012607704894008268,0.04535213510392194
0.12013094617983913,0.8775510204081632,0.27589823999999996,0.0001428966529024,0.011953938802854898,0.043327347078600066
0.12013094617983913,0.8979591836734693,0.28399728,0.0001055866806016,0.01027553797139595,0.0361818182603578
0.12013094617983913,0.9183673469387754,0.281262,0.000104026972,0.010199361352555366,0.03626284870531876
0.12013094617983913,0.9387755102040816,0.2783788,0.00010587567856,0.010289590786809745,0.03696255169865574
0.12013094617983913,0.9591836734693877,0.27542367999999995,9.89867672576e-05,0.009949209378518476,0.036123289684163964
0.12013094617983913,0.9795918367346939,0.27217448,0.00010306968472959999,0.01015232410483432,0.03730079361163589
0.12013094617983913,1.0,0.26911719999999995,0.00010636130416000001,0.010313161695619827,0.038322194551741136
0.12770459681036414,0.0,0.39694888,0.00010133441074560001,0.010066499428579928,0.025359687193423817
0.12770459681036414,0.02040816326530612,0.39306104000000003,0.0001015945461184,0.010079411992690844,0.02564337588047608
0.12770459681036414,0.04081632653061224,0.38867216,0.0001007718809344,0.010038519857747953,0.025827730645148223
0.12770459681036414,0.061224489795918366,0.38380752,0.0001056666314496,0.010279427583751928,0.026782767528244177
0.12770459681036414,0.08163265306122448,0.37892712,0.00010787091250560001,0.010386092263483894,0.02740920803843202
0.12770459681036414,0.1020408163265306,0.37318064,0.00011288288919039999,0.010624635955664551,0.02847049074052864
0.12770459681036414,0.12244897959183673,0.3671344,0.00012079044863999999,0.010990470810661387,0.029935824076036968
0.12770459681036414,0.14285714285714285,0.4128995999999999,0.023555665311839998,0.1534785500056604,0.3717091273657335
0.12770459681036414,0.16326530612244897,0.41823456000000003,0.0325286521176064,0.180357012942681,0.43123412121341903
0.12770459681036414,0.18367346938775508,0.42494048,0.0537613341853696,0.2318649050317223,0.5456408978304969
0.12770459681036414,0.2040816326530612,0.4238003999999999,0.03136187110384,0.1770928318815869,0.4178684868668999
0.12770459681036414,0.22448979591836732,0.35390528000000004,0.00011263883612159999,0.010613144497348558,0.029988658257227914
0.12770459681036414,0.24489795918367346,0.3507316,0.00010626882544000001,0.010308677191570217,0.029391925881700472
0.12770459681036414,0.26530612244897955,0.34734023999999997,0.00011542727674239998,0.01074370870520976,0.030931367771294686
0.12770459681036414,0.2857142857142857,0.34366855999999996,0.0001125363875264,0.010608316903562036,0.030867871368745622
0.12770459681036414,0.3061224489795918,0.3399004,0.00011378895983999999,0.010667190812955396,0.03138328408250004
0.12770459681036414,0.32653061224489793,0.33588296,0.00011936457363839998,0.010925409540992043,0.032527430212571797
0.12770459681036414,0.3469387755102041,0.33160064,0.0001207014395904,0.010986420690579804,0.03313148216655976
0.12770459681036414,0.36734693877551017,0.32686792,0.0001261219468736,0.011230402792135285,0.03435761696080571
0.12770459681036414,0.3877551020408163,0.32202088,0.0001358315320256,0.011654678546643833,0.036192306991533696
0.12770459681036414,0.4081632653061224,0.31668984,0.00013911096877440002,0.011794531307957939,0.03724316292546025
0.12770459681036414,0.42857142857142855,0.3110296,0.00014922395584,0.012215725759855614,0.03927512288173091
0.12770459681036414,0.44897959183673464,0.30681168000000003,0.0001516232235776,0.012313538223337759,0.040133863949826674
0.12770459681036414,0.4693877551020408,0.30571968,0.0001604145406976,0.012665486200600434,0.041428429470423474
0.12770459681036414,0.4897959183673469,0.30456384,0.0001609382124544,0.012686142536421384,0.0416534757915496
0.12770459681036414,0.5102040816326531,0.30327048000000006,0.0001508668085696,0.012282785049393317,0.040501090146964895
0.12770459681036414,0.5306122448979591,0.30209504000000004,0.0001484584873984,0.01218435420522565,0.04033285089760378
0.12770459681036414,0.5510204081632653,0.30094952,0.0001510836597696,0.012291609323827373,0.04084276101795202
0.12770459681036414,0.5714285714285714,0.29972312,0.0001524965534656,0.012348949488341103,0.041201190913604205
0.12770459681036414,0.5918367346938775,0.29825624,0.0001554489330624,0.012467916147552485,0.04180270007947691
0.12770459681036414,0.6122448979591836,0.29694984,0.0001544541879744,0.012427959928097613,0.04185205126932418
0.12770459681036414,0.6326530612244897,0.29542016,0.00015625789757439998,0.012500315898984312,0.04231368603613346
0.12770459681036414,0.6530612244897959,0.29399944,0.00015457891168639998,0.012432976782991271,0.042289117227540536
0.12770459681036414,0.673469387755102,0.29257968,0.00015193565109759998,0.012326218037078526,0.04212943987456178
0.12770459681036414,0.6938775510204082,0.29091871999999996,0.00015198302556160002,0.012328139582337638,0.042376577149581984
0.12770459681036414,0.7142857142857142,0.28937376,0.0001509537434624,0.01228632343145825,0.042458319066173277
0.12770459681036414,0.7346938775510203,0.28775576,0.0001498430988224,0.012241041574245225,0.042539692599881315
0.12770459681036414,0.7551020408163265,0.2859372,0.00015717266415999997,0.012536852242887765,0.04384477515653005
0.12770459681036414,0.7755102040816326,0.28422888,0.00014665638194559998,0.01211017679249977,0.04260712983318151
0.12770459681036414,0.7959183673469387,0.28228312,0.0001424942750656,0.011937096592790058,0.04228767413648417
0.12770459681036414,0.8163265306122448,0.28044063999999996,0.00014126983639040002,0.011885698817924001,0.04238222683389969
0.12770459681036414,0.836734693877551,0.2782964,0.00015372376304,0.012398538746158759,0.04455155994169798
0.12770459681036414,0.8571428571428571,0.27638104,0.0001658966965184,0.012880089150250474,0.046602651000410424
0.12770459681036414,0.8775510204081632,0.27413296,0.00014551390563840002,0.012062914475299906,0.044003882186585325
0.12770459681036414,0.8979591836734693,0.28209048,0.00010424586136960001,0.010210086256716934,0.036194366632709245
0.12770459681036414,0.9183673469387754,0.27921768,0.0001044953994176,0.010222299125813135,0.03661050090314171
0.12770459681036414,0.9387755102040816,0.2763236,0.00010051317104,0.01002562571812852,0.036282191308047954
0.12770459681036414,0.9591836734693877,0.27291152,0.0001023860272896,0.010118598089142587,0.03707647844672363
0.12770459681036414,0.9795918367346939,0.26978408,0.00010511961855359999,0.010252785892312391,0.0380036727604994
0.12770459681036414,1.0,0.26625568000000005,0.0001056188517376,0.010277103275612248,0.038598625485143624
0.13575572793777443,0.0,0.39631224000000004,9.95682021824e-05,0.009978386752496618,0.025178093799214016
0.13575572793777443,0.02040816326530612,0.39221808,0.0001024771771136,0.010123101160889384,0.02580987893492667
0.13575572793777443,0.04081632653061224,0.38796344,0.0001051049353664,0.01025206980889225,0.026425350308503945
0.13575572793777443,0.061224489795918366,0.38302048,0.0001057343005696,0.010282718539841494,0.02684639353969139
0.13575572793777443,0.08163265306122448,0.3777696,0.00011060598784,0.010516938139972109,0.02783955654444431
0.13575572793777443,0.1020408163265306,0.3722116,0.00010885112944,0.010433174466096116,0.028030223846049175
0.13575572793777443,0.12244897959183673,0.36628592,0.00013909252175360002,0.011793749266183338,0.03219820534238209
0.13575572793777443,0.14285714285714285,0.41272712,0.029882292256505606,0.17286495381223346,0.418835946162766
0.13575572793777443,0.16326530612244897,0.41493112,0.04017781131954559,0.20044403538031655,0.4830778548987036
0.13575572793777443,0.18367346938775508,0.41933032000000003,0.031588580232697595,0.17773176483875244,0.42384668210672777
0.13575572793777443,0.2040816326530612,0.42678152,0.040670278986489596,0.20166873576856081,0.4725338992385631
0.13575572793777443,0.22448979591836732,0.42715768,0.0391588034890176,0.1978858344829604,0.4632617971025604
0.13575572793777443,0.24489795918367346,0.34968312,0.00011413008306559999,0.010683168212922606,0.03055099775168617
0.13575572793777443,0.26530612244897955,0.34632992,0.00011033320079360001,0.010503961195358635,0.03032934952705973
0.13575572793777443,0.2857142857142857,0.34256023999999996,0.00011159925114240001,0.010564054673391273,0.030838531270854067
0.13575572793777443,0.3061224489795918,0.33880720000000003,0.00011122894016,0.010546513175452823,0.03112836201666559
0.13575572793777443,0.32653061224489793,0.33459168,0.0001190582347776,0.010911380974817074,0.03261103496302441
0.13575572793777443,0.3469387755102041,0.33036504,0.0001187550337984,0.010897478322914893,0.03298617287989944
0.13575572793777443,0.36734693877551017,0.32557648,0.0001309633508096,0.011443922002949863,0.03514971966939953
0.13575572793777443,0.3877551020408163,0.3206816,0.00013161970944000002,0.011472563333449069,0.035775558477471325
0.13575572793777443,0.4081632653061224,0.31512808,0.0001439216435136,0.011996734702142913,0.038069392934272674
0.13575572793777443,0.42857142857142855,0.30933872,0.0001398286927616,0.01182491829830549,0.038226440900464995
